Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'sector.DL_GTP_Data_Volume_RN_MB','sector.ENDC.Sessions.RN','sector.Intra.CU.HO.Attempts.number','sector.Max.ENDC.Sessions.RN.number','sector.Intra_CU_HO_Attempts_RN','sector.Intra_CU_HO_Success_RN','sector.Intra_CU_HO_Success_Rate_RN_pct','sector.SgNB_Modification_Attempts_RN','sector.SgNB_Modification_Success_RN','sector.SgNB_Modification_Success_Rate_RN_pct','sector.UL_GTP_Data_Volume_RN_MB','sector.Attach_Success_rate_pct_RN','sector.Attach_Success_RN_Num','sector.Attach_Success_RN_Den','sector.Drop_rate_pct_RN','sector.Drop_RN_Num','sector.Drop_RN_Den','sector.DL_Tput_RN_Mbps','sector.UL_Tput_RN_Mbps','sector.UL_TTI_Util_Rate_pct_RN','sector.DL_TTI_Util_Rate_pct_RN','sector.DL_HARQ_Residual_BLER_pct_RN','sector.UL_HARQ_Residual_BLER_pct_RN','sector.Cell_Availability_RN'
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0001,2025-09-27T22:00:00-04:00,3600,180.7,52,,13,0,0,NaN,23,23,100,27.58,100,5,5,0,0,5,97.04,21.79,1.53,0.56,0.27,0.22,100
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0002,2025-09-27T22:00:00-04:00,3600,0.44,8,,2,0,0,NaN,0,0,NaN,0.26,NaN,0,0,NaN,0,0,16.45,6.82,0.05,0.01,0,0.57,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0001,2025-09-27T22:00:00-04:00,3600,71.86,21,,8,0,0,NaN,11,11,100,13.45,100,67,67,32.69,17,52,51.46,17.67,0.91,0.41,13.77,0.73,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0002,2025-09-27T22:00:00-04:00,3600,0,0,,0,0,0,NaN,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0001,2025-09-27T22:00:00-04:00,3600,71.41,17,,8,0,0,NaN,905,905,100,8.21,100,1072,1072,0.19,2,1071,97.18,17.32,0.51,0.2,1.14,0,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0002,2025-09-27T22:00:00-04:00,3600,0.01,0,,1,0,0,NaN,6,6,100,0,100,7,7,0,0,7,2.39,3.15,0,0,11.24,0,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0001,2025-09-27T22:00:00-04:00,3600,0,0,,0,0,0,NaN,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0002,2025-09-27T22:00:00-04:00,3600,0,0,,0,0,0,NaN,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0001,2025-09-27T22:00:00-04:00,3600,45.81,10,,6,3,3,100,224,224,100,7.93,100,603,603,0.67,4,599,37.4,4.17,0.45,0.29,19.36,0.04,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0002,2025-09-27T22:00:00-04:00,3600,46.06,16,,8,5,5,100,353,353,100,8.91,100,783,783,0.39,3,777,28.09,3.63,0.59,0.38,19.92,0.02,100
Global,*,VCP Far Edge,NR,,*,000000*000*-*,,3600,416.28,124,,13,8,8,100,1522,1522,100,66.35,100,2537,2537,1.04,26,2511,60.43,9.6,0.4,0.18,8.83,0.26,100
