DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,PdcpSduLossRateUL,PdcpSduRetxByteDL,PdcpMaxThroughputDL,PdcpMaxThroughputUL,PdcpSduMaxVolumeDL,PdcpSduMaxVolumeUL,PdcpSduVolumeDL,PdcpSduVolumeUL,UpcLoadAvg,UpcLoadCnt,UpcLoadMax,UpcLoadMin,UpcLoadTot,PdcpSduLossRateDL,ENDCAddAtt,ENDCAddSuccRate,ENDCAddprepSucc,ENDCAddsucc,ENDCRelbySgnb
09/27/2025,03,5GNR,Upstate New York,070,Buffalo,ESYR,0709006,0.06,0.4,8388.61,838.86,10,1,34,1,0,1440,0,0,0,0,23,100,23,23,0
09/27/2025,03,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,0.01,2.54,109051.9,49492.79,130,59,22141,1547,0.01,720,1,0,8.12,0,979,100,979,979,1
09/27/2025,03,5GNR,Upstate New York,070,Buffalo,HNRT,0700021,0,0.65,224814.69,277662.92,268,331,61094,11846,0.89,720,5,0,643.76,0,1441,100,1441,1441,3
09/27/2025,03,5GNR,Upstate New York,070,Buffalo,HNRT,0700023,0.02,0,24326.96,10066.33,29,12,4366,98,0,720,0,0,0,0,179,100,179,179,1
09/27/2025,03,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,0.05,149.81,1369859.69,116601.65,1633,139,2267868,189259,12.53,3600,34.25,0,45109,0,131024,99.93,131021,130928,454
09/27/2025,03,5GNR,Upstate New York,070,Buffalo,HNRT,0709003,0.02,160.9,1423546.78,145122.92,1697,173,1734054,155791,8.25,2160,22.25,0,17814.99,0,105559,99.94,105558,105493,312
09/27/2025,03,5GNR,Upstate New York,070,Buffalo,HNRT,0700011,0,0,5872.03,1677.72,7,2,42,5,0,0,0,0,0,0,12,100,12,12,0
09/27/2025,03,5GNR,Upstate New York,070,Buffalo,HNRT,0700012,0,0.02,61236.84,0,73,0,303,3,0,0,0,0,0,0,22,100,22,22,0
09/27/2025,03,5GNR,Upstate New York,070,Buffalo,HNRT,0700022,0.01,1.5,225653.56,88080.38,269,105,39208,2835,0,0,0,0,0,0,591,100,591,591,4
09/27/2025,03,5GNR,Upstate New York,070,Buffalo,HNRT,0709002,0.01,84.39,1400058.68,141767.48,1669,169,2134156,201187,0,0,0,0,0,0,118231,99.94,118230,118163,405
09/27/2025,03,5GNR,Upstate New York,070,Buffalo,HNRT,0709004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,03,5GNR,Upstate New York,070,Buffalo,HNRT,0709007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,03,5GNR,Upstate New York,070,Buffalo,HNRT,0709089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,03,5GNR,Upstate New York,070,Buffalo,HNRT,0709099,0,0.07,43620.76,2516.58,52,3,1130,54,0,0,0,0,0,0,71,100,71,71,0
09/27/2025,03,5GNR,Upstate New York,070,Buffalo,ROCH100_HNRT,0700100,0,0,5872.03,0,7,0,15,0,0,0,0,0,0,0,31,96.77,31,30,0
Total,*,*,*,*,*,*,*,0.01,400.28,1423546.78,277662.92,1697,331,6264411,562626,3.61,9360,34.25,0,63575.87,0,358163,99.94,358158,357932,1180
