Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'GNB.ENDCAddAtt','GNB.ENDCAddprepSucc','GNB.ENDCAddsucc','GNB.ENDCRelbySgnb.Delta','GNB.ENDCRelbySgnb','GNB.ENDCAddSuccRate'
070,Upstate New York,VCP Edge 1.x,NR,,,0709006,2025-09-27T01:00:00-05:00,3600,53,53,53,,0,100
070,Upstate New York,VCP Edge 1.x,NR,,,0700002,2025-09-27T01:00:00-05:00,3600,1641,1641,1640,,7,99.94
070,Upstate New York,VCP Edge 1.x,NR,,,0700021,2025-09-27T01:00:00-05:00,3600,1743,1743,1742,,6,99.94
070,Upstate New York,VCP Edge 1.x,NR,,,0700023,2025-09-27T01:00:00-05:00,3600,331,331,331,,0,100
070,Upstate New York,VCP Edge 1.x,NR,,,0709001,2025-09-27T01:00:00-05:00,3600,148425,148424,148346,,635,99.95
070,Upstate New York,VCP Edge 1.x,NR,,,0709003,2025-09-27T01:00:00-05:00,3600,122332,122330,122291,,444,99.97
070,Upstate New York,VCP Edge 1.x,NR,,,0700011,2025-09-27T01:00:00-05:00,3600,34,34,34,,0,100
070,Upstate New York,VCP Edge 1.x,NR,,,0700012,2025-09-27T01:00:00-05:00,3600,28,28,28,,0,100
070,Upstate New York,VCP Edge 1.x,NR,,,0700022,2025-09-27T01:00:00-05:00,3600,586,586,586,,2,100
070,Upstate New York,VCP Edge 1.x,NR,,,0709002,2025-09-27T01:00:00-05:00,3600,139907,139906,139827,,529,99.94
070,Upstate New York,VCP Edge 1.x,NR,,,0709004,2025-09-27T01:00:00-05:00,3600,0,0,0,,0,NaN
070,Upstate New York,VCP Edge 1.x,NR,,,0709007,2025-09-27T01:00:00-05:00,3600,0,0,0,,0,NaN
070,Upstate New York,VCP Edge 1.x,NR,,,0709089,2025-09-27T01:00:00-05:00,3600,0,0,0,,0,NaN
070,Upstate New York,VCP Edge 1.x,NR,,,0709099,2025-09-27T01:00:00-05:00,3600,72,72,72,,1,100
070,Upstate New York,VCP Edge 1.x,NR,,,0700100,2025-09-27T01:00:00-05:00,3600,17,17,16,,0,94.12
*,*,VCP Edge 1.x,NR,,,000000*,Total *,3600,415169,415165,414966,,1624,99.95
