Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'AUPF.CpuUsageAvg.percent','AUPF.CpuUsageMax.percent','AUPF.CpuUsageMin.percent','AUPF.DiskUsageAvg.percent','AUPF.DiskUsageMax.percent','AUPF.DiskUsageMin.percent','AUPF.MemUsageAvg.percent','AUPF.MemUsageMax.percent','AUPF.MemUsageMin.percent','AUPF.MemUsageTot.number','AUPF.DiskUsageTot.number','AUPF.CpuUsageTot.number','AUPF.DiskUsageCnt.number','AUPF.InThruPeak_VM.number','AUPF.OutThruPeak_VM.number'
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T21:00:00-04:00,3600,1.49,2.13,1.31,6.91,6.93,6.9,42.23,42.32,42.16,15203.69,2488.46,536.87,360,0.44,0.42
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T21:00:00-04:00,3600,3.83,15.36,2.24,1.01,1.01,1.01,20.04,20.09,20,7214.51,363.88,1380.01,360,2.97,2.49
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T21:00:00-04:00,3600,4,6.68,3.48,2.36,2.36,2.35,55.87,55.88,55.85,20112.43,848.22,1438.54,360,740.98,745.78
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T21:00:00-04:00,3600,4.11,7.2,3.6,2.36,2.36,2.35,55.87,55.88,55.85,20110.99,848.43,1478.73,360,464.68,464.62
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T21:00:00-04:00,3600,1.47,2.18,1.31,6.87,6.89,6.85,42.3,42.39,42.22,15228.06,2472.73,527.67,360,0.27,0.23
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T21:00:00-04:00,3600,3.61,14.02,2.24,1.72,1.72,1.72,20.13,20.18,20.07,7246.26,618.98,1299.17,360,2.9,2.76
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T21:00:00-04:00,3600,3.96,5.73,3.44,2.4,2.41,2.4,55.6,55.62,55.59,20017.84,864.82,1424.03,360,4586.1,4684.2
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T21:00:00-04:00,3600,3.85,6.49,3.34,2.34,2.35,2.34,55.58,55.6,55.57,20009.89,843.89,1384.6,360,633.95,638.14
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T21:00:00-04:00,3600,1.9,2.71,1.25,6.69,6.71,6.68,41.71,41.77,41.64,15015.03,2409.48,683.12,360,0.29,0.29
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T21:00:00-04:00,3600,3.31,10.39,2.24,0.79,0.8,0.79,19.28,19.32,19.25,6941.27,285.69,1191.72,360,3.13,2.61
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T21:00:00-04:00,3600,3.27,4.49,2.74,2.3,2.31,2.3,53.02,53.04,53.01,19088.8,829.21,1176.7,360,0.33,0.29
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T21:00:00-04:00,3600,3.28,5.93,2.84,2.3,2.31,2.3,52.94,52.95,52.93,19057.18,828.87,1182.48,360,0.44,0.5
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T21:00:00-04:00,3600,1.41,2,1.25,7.05,7.07,7.04,41.75,41.83,41.66,15029.43,2537.94,505.67,360,0.25,0.17
