Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'sector.DL_GTP_Data_Volume_RN_MB','sector.ENDC.Sessions.RN','sector.Intra.CU.HO.Attempts.number','sector.Max.ENDC.Sessions.RN.number','sector.Intra_CU_HO_Attempts_RN','sector.Intra_CU_HO_Success_RN','sector.Intra_CU_HO_Success_Rate_RN_pct','sector.SgNB_Modification_Attempts_RN','sector.SgNB_Modification_Success_RN','sector.SgNB_Modification_Success_Rate_RN_pct','sector.UL_GTP_Data_Volume_RN_MB','sector.Attach_Success_rate_pct_RN','sector.Attach_Success_RN_Num','sector.Attach_Success_RN_Den','sector.Drop_rate_pct_RN','sector.Drop_RN_Num','sector.Drop_RN_Den','sector.DL_Tput_RN_Mbps','sector.UL_Tput_RN_Mbps','sector.UL_TTI_Util_Rate_pct_RN','sector.DL_TTI_Util_Rate_pct_RN','sector.DL_HARQ_Residual_BLER_pct_RN','sector.UL_HARQ_Residual_BLER_pct_RN','sector.Cell_Availability_RN'
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0001,2025-09-27T08:00:00-04:00,3600,175.21,56,,18,0,0,NaN,22,22,100,29.15,100,96,96,0,0,96,84.64,21.44,1.66,0.62,0.28,0.24,100
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0002,2025-09-27T08:00:00-04:00,3600,0.71,12,,3,0,0,NaN,0,0,NaN,0.21,NaN,0,0,NaN,0,0,27.34,4.44,0.06,0.01,0.13,0.84,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0001,2025-09-27T08:00:00-04:00,3600,18.83,23,,8,0,0,NaN,8,8,100,5.67,100,73,73,15.94,11,69,19.64,15.34,0.44,0.28,12.35,0.19,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0002,2025-09-27T08:00:00-04:00,3600,43.78,6,,4,0,0,NaN,0,0,NaN,4.8,100,63,63,1.59,1,63,126.49,21.9,0.26,0.1,0.31,0.01,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0001,2025-09-27T08:00:00-04:00,3600,63.46,6,,7,0,0,NaN,362,362,100,9.37,100,337,337,0.59,2,341,65.14,21.45,0.52,0.28,2.78,0.08,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0002,2025-09-27T08:00:00-04:00,3600,102.31,3,,5,5,5,100,213,213,100,10.66,100,251,251,0,0,246,48.06,15.83,0.82,0.62,0.81,0.2,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0001,2025-09-27T08:00:00-04:00,3600,0,0,,0,0,0,NaN,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0002,2025-09-27T08:00:00-04:00,3600,0,0,,0,0,0,NaN,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0001,2025-09-27T08:00:00-04:00,3600,51.94,12,,5,2,2,100,240,240,100,9.01,100,590,590,1.2,7,582,44.92,4.21,0.51,0.27,15.5,0.2,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0002,2025-09-27T08:00:00-04:00,3600,127.53,26,,13,1,1,100,637,637,100,21.07,100,1164,1164,0.26,3,1156,49.66,4.16,1.21,0.6,7.7,0.62,100
Global,*,VCP Far Edge,NR,,*,000000*000*-*,,3600,583.77,144,,18,8,8,100,1482,1482,100,89.96,100,2574,2574,0.94,24,2553,57.2,8.77,0.55,0.28,4.37,0.29,100
