Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'Ericsson5GCarrier.pmEndcSetupUeAtt','Ericsson5GCarrier.EBSN_NSA_FWA_DL_UE_MAC_Throughput_Mbps','Ericsson5GCarrier.EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB','Ericsson5GCarrier.EBSN_ENDC_Peak_UE_FWA_Spid125','Ericsson5GCarrier.EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB_pct_of_Total','Ericsson5GCarrier.5GNR_ENDC_Drop_pct','Ericsson5GCarrier.5GNR_ENDC_Drop_Num','Ericsson5GCarrier.5GNR_ENDC_Drop_Den','Ericsson5GCarrier.5GNR_Cell_Availability_pct','Ericsson5GCarrier.5GNR_RACH_Msg3_Failure_pct','Ericsson5GCarrier.5GNR_RACH_Msg3_Failure_pct_Num','Ericsson5GCarrier.5GNR_RACH_Msg3_Failure_pct_Den','Ericsson5GCarrier.5GNR_DL_MAC_Volume_MB'
143,Florida,VCP Far Edge,NR,,,1439221_0001_0001_04,2025-09-27T17:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1439221_0001_0001_08,2025-09-27T17:00:00-04:00,3600,35,NaN,0,0,0,0,0,40,100,13.86,235,1696,750.27
143,Florida,VCP Far Edge,NR,,,1439221_0001_0002_04,2025-09-27T17:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1439221_0001_0002_08,2025-09-27T17:00:00-04:00,3600,36,NaN,0,0,0,2.7,1,37,100,11.12,234,2105,1397.29
143,Florida,VCP Far Edge,NR,,,1439221_0001_0003_04,2025-09-27T17:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1439221_0001_0003_08,2025-09-27T17:00:00-04:00,3600,29,NaN,0,0,0,3.33,1,30,100,7.66,51,666,618.88
143,Florida,VCP Far Edge,NR,,,1437028_0001_0001_08,2025-09-27T17:00:00-04:00,3600,296,NaN,0,1,0,1.11,3,271,100,32.5,662,2037,1016.82
143,Florida,VCP Far Edge,NR,,,1437028_0001_0001_10,2025-09-27T17:00:00-04:00,3600,402,336.43,7524.54,8,63.8,2.72,13,478,100,55.63,2103,3780,12609.91
143,Florida,VCP Far Edge,NR,,,1437028_0001_0001_11,2025-09-27T17:00:00-04:00,3600,90,117.3,5690.87,3,94.07,5.8,4,69,100,58.88,411,698,6304.74
143,Florida,VCP Far Edge,NR,,,1437028_0001_0002_08,2025-09-27T17:00:00-04:00,3600,932,52.72,2138.48,6,28.98,1.22,10,817,100,34.26,2384,6959,5336.53
143,Florida,VCP Far Edge,NR,,,1437028_0001_0002_10,2025-09-27T17:00:00-04:00,3600,402,138.19,410.27,5,10.12,3.77,20,531,100,57.14,3624,6342,6197.25
143,Florida,VCP Far Edge,NR,,,1437028_0001_0002_11,2025-09-27T17:00:00-04:00,3600,133,109.58,1574.09,2,79.59,4.76,4,84,100,57.37,588,1025,2322.36
143,Florida,VCP Far Edge,NR,,,1437028_0001_0003_08,2025-09-27T17:00:00-04:00,3600,318,51.18,0.42,1,0.02,1.32,4,303,100,39.25,1904,4851,1494.52
143,Florida,VCP Far Edge,NR,,,1437028_0001_0003_10,2025-09-27T17:00:00-04:00,3600,1148,90.35,16842.4,20,55.81,1.84,20,1088,100,53.09,5635,10614,35325.07
143,Florida,VCP Far Edge,NR,,,1437028_0001_0003_11,2025-09-27T17:00:00-04:00,3600,326,118.7,11003.18,11,89.22,2.7,6,222,100,53.04,1012,1908,9368.53
143,Florida,VCP Far Edge,NR,,,1439028_0001_0001_01,2025-09-27T17:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1439028_0001_0002_01,2025-09-27T17:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1439028_0001_0003_01,2025-09-27T17:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1437396_0001_0001_10,2025-09-27T17:00:00-04:00,3600,1893,50.94,13984.21,9,24,1.98,38,1919,100,33.59,8075,24041,61578.73
143,Florida,VCP Far Edge,NR,,,1437396_0001_0001_11,2025-09-27T17:00:00-04:00,3600,1364,98.47,7557.67,6,36.49,0.66,8,1208,100,33.75,2061,6106,18474.78
143,Florida,VCP Far Edge,NR,,,1437396_0001_0002_10,2025-09-27T17:00:00-04:00,3600,950,121.66,7399.81,9,39.43,1.58,14,888,100,53.03,5606,10572,18677.64
143,Florida,VCP Far Edge,NR,,,1437396_0001_0002_11,2025-09-27T17:00:00-04:00,3600,300,106.56,5653.36,6,75.42,0.7,2,284,100,53,1112,2098,8208.19
143,Florida,VCP Far Edge,NR,,,1437396_0001_0003_10,2025-09-27T17:00:00-04:00,3600,581,212.32,2151.39,9,19.57,3.95,24,608,100,38.54,1579,4097,11276.55
143,Florida,VCP Far Edge,NR,,,1437396_0001_0003_11,2025-09-27T17:00:00-04:00,3600,172,177.24,1152,5,41.4,2.52,4,159,100,29.74,138,464,2951.8
143,Florida,VCP Far Edge,NR,,,1439396_0001_0001_08,2025-09-27T17:00:00-04:00,3600,26,NaN,0,0,0,4,1,25,100,7.07,117,1656,984.94
143,Florida,VCP Far Edge,NR,,,1439396_0001_0002_08,2025-09-27T17:00:00-04:00,3600,67,NaN,0,1,0,1.61,1,62,100,43.71,539,1233,376.71
143,Florida,VCP Far Edge,NR,,,1439396_0001_0003_08,2025-09-27T17:00:00-04:00,3600,16,NaN,0,0,0,0,0,15,100,16.31,68,417,214.34
143,Florida,VCP Far Edge,NR,,,1437648_0001_0001_04,2025-09-27T17:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1437648_0001_0001_08,2025-09-27T17:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1437648_0001_0001_10,2025-09-27T17:00:00-04:00,3600,340,223.04,1366.24,7,12.09,3.58,13,363,100,58.53,1376,2351,9192.36
