Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'AUPF.CpuUsageAvg.percent','AUPF.CpuUsageMax.percent','AUPF.CpuUsageMin.percent','AUPF.DiskUsageAvg.percent','AUPF.DiskUsageMax.percent','AUPF.DiskUsageMin.percent','AUPF.MemUsageAvg.percent','AUPF.MemUsageMax.percent','AUPF.MemUsageMin.percent','AUPF.MemUsageTot.number','AUPF.DiskUsageTot.number','AUPF.CpuUsageTot.number','AUPF.DiskUsageCnt.number','AUPF.InThruPeak_VM.number','AUPF.OutThruPeak_VM.number'
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UIC-00,2025-09-27T04:00:00-04:00,3600,1.41,2.2,1.08,6.97,7.07,6.87,40.79,41.02,40.58,29369.55,5020.4,1016.09,720,0.22,0.2
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UMC-00,2025-09-27T04:00:00-04:00,3600,2.64,9.31,1.96,2.17,2.18,2.17,18.18,18.25,18.11,6546.7,783.15,951.81,360,2.73,2.68
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UMC-01,2025-09-27T04:00:00-04:00,3600,3.22,13.09,2.32,3.08,3.08,3.08,18.73,18.8,18.65,6740.68,1108.32,1159.43,360,2.82,2.72
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UPC-00,2025-09-27T04:00:00-04:00,3600,3.32,6.23,2.78,2.38,2.4,2.36,54.03,55.62,52.45,38904.97,1711.48,2387.54,720,55.33,55.36
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UPC-01,2025-09-27T04:00:00-04:00,3600,3.32,6.5,2.83,2.34,2.34,2.33,54.01,55.58,52.45,38889.04,1683.74,2387.49,720,111.34,112.27
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T04:00:00-04:00,3600,1.38,2.21,1.22,6.91,6.93,6.9,41.14,41.25,41.03,14810.85,2488.43,497.52,360,0.32,0.3
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T04:00:00-04:00,3600,3.73,14.77,2.24,1,1,1,18.65,18.71,18.58,6713.25,360.93,1343.89,360,2.62,2.67
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T04:00:00-04:00,3600,3.62,4.77,3.19,2.35,2.36,2.35,55.7,55.72,55.68,20051.72,847.65,1304.4,360,183.77,184.86
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T04:00:00-04:00,3600,3.75,6.36,3.28,2.36,2.36,2.35,55.69,55.7,55.67,20046.97,847.91,1351.65,360,395.46,398.51
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T04:00:00-04:00,3600,1.43,2.03,1.27,6.87,6.89,6.85,41.3,41.42,41.17,14867.08,2473.05,514.26,360,0.18,0.12
