Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'AUPF.CpuUsageAvg.percent','AUPF.CpuUsageMax.percent','AUPF.CpuUsageMin.percent','AUPF.DiskUsageAvg.percent','AUPF.DiskUsageMax.percent','AUPF.DiskUsageMin.percent','AUPF.MemUsageAvg.percent','AUPF.MemUsageMax.percent','AUPF.MemUsageMin.percent','AUPF.MemUsageTot.number','AUPF.DiskUsageTot.number','AUPF.CpuUsageTot.number','AUPF.DiskUsageCnt.number','AUPF.InThruPeak_VM.number','AUPF.OutThruPeak_VM.number'
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T14:00:00-04:00,3600,1.52,1.74,1.36,6.91,6.93,6.9,41.94,42.02,41.87,15098.49,2488.62,549.1,360,0.48,0.47
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T14:00:00-04:00,3600,3.79,15.01,2.24,1.01,1.01,1,19.59,19.65,19.53,7053.59,362.57,1362.47,360,4.09,3.66
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T14:00:00-04:00,3600,4.08,6.73,3.54,2.36,2.36,2.35,55.82,55.83,55.8,20095.58,848.19,1468.66,360,749.31,758.17
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T14:00:00-04:00,3600,4.18,6.16,3.65,2.36,2.36,2.35,55.82,55.83,55.8,20094.31,848.28,1503.95,360,804,767.75
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T14:00:00-04:00,3600,1.49,2.26,1.33,6.87,6.89,6.85,42.05,42.12,41.95,15137.69,2472.73,537.91,360,0.42,0.42
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T14:00:00-04:00,3600,3.62,13.97,2.27,1.72,1.72,1.71,19.75,19.8,19.72,7109.84,617.89,1301.61,360,2.92,2.77
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T14:00:00-04:00,3600,4,10.01,3.5,2.4,2.41,2.4,55.53,55.55,55.52,19992.39,864.92,1442.2,360,803.68,808.33
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T14:00:00-04:00,3600,3.92,6.51,3.39,2.34,2.35,2.34,55.51,55.52,55.5,19984.18,844.09,1411.56,360,703.42,707.17
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T14:00:00-04:00,3600,1.92,2.68,1.28,6.7,6.71,6.68,41.46,41.53,41.39,14926.33,2411,689.33,360,0.26,0.21
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T14:00:00-04:00,3600,3.31,10.03,2.31,0.79,0.79,0.79,18.84,18.87,18.81,6779.99,284.9,1192.04,360,2.83,2.68
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T14:00:00-04:00,3600,3.26,4.3,2.78,2.3,2.31,2.3,52.98,53,52.97,19073.24,829.01,1174.38,360,0.34,0.32
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T14:00:00-04:00,3600,3.28,5.97,2.78,2.3,2.31,2.3,52.9,52.96,52.88,19042.66,829.34,1178.63,360,0.33,0.34
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T14:00:00-04:00,3600,1.4,2,1.23,7.05,7.07,7.04,41.51,41.6,41.43,14944.45,2539.72,505.42,360,0.22,0.14
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-01,2025-09-27T14:00:00-04:00,3600,9.73,10.58,8.44,7.06,7.08,7.05,41.59,41.68,41.5,14969.82,2541.78,3504.49,360,13.34,14.39
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T14:00:00-04:00,3600,5.63,34.41,2.34,2.69,3.39,2.01,21.23,23.38,19.2,15281.14,1937.92,4052.72,720,49.94,32.51
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T14:00:00-04:00,3600,8.46,19.59,3.03,2.36,2.4,2.32,54.53,56.49,52.56,39259.02,1699.63,6088.86,720,5304.07,5306.74
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T14:00:00-04:00,3600,8.4,19.91,2.89,2.34,2.34,2.33,54.54,56.5,52.58,39270.7,1682.84,6051.02,720,5018.7,5008.09
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-02,2025-09-27T14:00:00-04:00,3600,8.64,18.31,2.94,2.37,2.4,2.33,54.55,56.52,52.6,39279.41,1702.95,6218.98,720,4930.2,4935.37
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-03,2025-09-27T14:00:00-04:00,3600,8.88,21.06,2.99,2.34,2.34,2.33,54.54,56.49,52.59,39269.87,1681.51,6393.7,720,4896.12,4883.29
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-04,2025-09-27T14:00:00-04:00,3600,8.7,18.46,2.83,2.33,2.34,2.33,54.54,56.49,52.6,39270.03,1680.93,6265.08,720,4933.21,4949.64
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-01,2025-09-27T14:00:00-04:00,3600,3.69,6.53,1.27,7,7.07,6.91,41.71,42.05,41.39,30034.55,5036.22,2658.14,720,5.18,5.52
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T14:00:00-04:00,3600,3.71,24.71,2.24,2.62,3.14,2.09,20.05,20.82,19.35,14438.8,1882.81,2675.68,720,22.14,17.43
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T14:00:00-04:00,3600,6.79,12.31,2.73,2.37,2.4,2.33,54.51,56.4,52.63,39248.39,1703.19,4887.85,720,3662.96,3677.68
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T14:00:00-04:00,3600,6.72,17.19,2.78,2.35,2.38,2.33,54.48,56.35,52.61,39228.39,1695.46,4835.53,720,3297.46,3288.55
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-02,2025-09-27T14:00:00-04:00,3600,7.02,18.21,2.93,2.39,2.4,2.39,54.47,56.36,52.59,39220.49,1723.1,5057.87,720,3994.14,3987.31
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T14:00:00-04:00,3600,1.4,2.14,1.12,6.98,7.08,6.88,41.58,41.83,41.34,29937.75,5023.67,1003.61,720,0.21,0.16
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-00,2025-09-27T14:00:00-04:00,3600,2.65,9.51,1.99,2.18,2.18,2.17,18.94,18.98,18.91,6819.18,783.42,954.66,360,2.78,2.66
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T14:00:00-04:00,3600,3.15,12.53,2.4,3.08,3.09,3.08,19.85,19.93,19.79,7147.71,1108.78,1133.92,360,2.76,2.79
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T14:00:00-04:00,3600,3.33,5.84,2.78,2.38,2.4,2.36,54.16,55.74,52.59,38996.6,1712.67,2398.77,720,373.27,374.61
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T14:00:00-04:00,3600,3.34,6.31,2.78,2.34,2.34,2.33,54.14,55.69,52.58,38978.17,1683.5,2406.04,720,269.19,270.09
