DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DU,SECTOR,DL_GTP_Data_Volume_RN_MB,ENDC_Sessions_RN,Intra_CU_HO_Attempts_RN,Intra_CU_HO_Success_RN,Intra_CU_HO_Success_Rate_RN_%,Max_ENDC_Sessions_RN,SgNB_Modification_Attempts_RN,SgNB_Modification_Success_RN,SgNB_Modification_Success_Rate_RN_%,UL_GTP_Data_Volume_RN_MB,Attach_Success_rate_%_RN,Attach_Success_RN_Num,Attach_Success_RN_Den,Drop_rate_%_RN,Drop_RN_Num,Drop_RN_Den,DL_Tput_RN_Mbps,UL_Tput_RN_Mbps,UL_TTI_Util_Rate_%_RN,DL_TTI_Util_Rate_%_RN,DL_HARQ_Residual_BLER_%_RN,UL_HARQ_Residual_BLER_%_RN,Cell_Availability_RN,COR_NSA_Cell_Availability,COR_NSA_Cell_NumOf_ENDC_sessions,COR_NSA_Cell_X2AP_SgNBAddRqst,COR_NSA_Cell_DL_Avg_DUu_GTP_TPT,COR_NSA_Cell_DL_Avg_S1U_GTP_TPT
09/27/2025,04,5GNR,Florida,143,Jacksonville,5GNB_NOJACKSONVILLE_VZ_STORE,1431253,0000,0001,169.88,48,0,0,NaN,12,28,28,100,21,100,6,6,0,0,6,104.64,20.63,1.3,0.51,0.64,0.36,100,100,48,6,1583.44,1578.76
09/27/2025,04,5GNR,Florida,143,Jacksonville,5GNB_NOJACKSONVILLE_VZ_STORE,1431253,0000,0002,0.5,12,0,0,NaN,3,0,0,NaN,0.32,NaN,0,0,NaN,0,0,16.23,6.36,0.06,0.01,0,0.53,100,100,12,0,4.68,4.64
09/27/2025,04,5GNR,Florida,143,Jacksonville,5GNB_ORANGEPARK_VZ_STORE,1431255,0000,0001,16.06,20,0,0,NaN,5,0,0,NaN,3.27,100,21,21,5,1,20,46.06,13.76,0.28,0.1,16.05,2.15,100,100,20,21,149.64,149.17
09/27/2025,04,5GNR,Florida,143,Jacksonville,5GNB_ORANGEPARK_VZ_STORE,1431255,0000,0002,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100,100,0,0,0,0
09/27/2025,04,5GNR,Florida,143,Jacksonville,5GNB_STJOHNJAX_VZ_STORE,1431257,0000,0001,31.74,3,0,0,NaN,3,239,239,100,3.91,100,277,277,0.72,2,277,107.32,20.25,0.23,0.09,0.59,0.03,100,100,3,277,295.83,294.95
09/27/2025,04,5GNR,Florida,143,Jacksonville,5GNB_STJOHNJAX_VZ_STORE,1431257,0000,0002,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100,100,0,0,0,0
09/27/2025,04,5GNR,Florida,143,Jacksonville,5GNB_ST_JOHNS_TOWN_CTR_APPLE,1431076,0000,0001,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100,100,0,0,0,0
09/27/2025,04,5GNR,Florida,143,Jacksonville,5GNB_ST_JOHNS_TOWN_CTR_APPLE,1431076,0000,0002,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100,100,0,0,0,0
09/27/2025,04,5GNR,Florida,143,Jacksonville,5GNB_TALLAHASSEE_VZ_STORE,1431259,0000,0001,55.47,12,3,3,100,6,272,272,100,9.65,100,537,537,0.75,4,534,56.88,4.38,0.52,0.23,8.2,0.01,100,100,12,537,517.06,515.47
09/27/2025,04,5GNR,Florida,143,Jacksonville,5GNB_TALLAHASSEE_VZ_STORE,1431259,0000,0002,66.39,20,1,1,100,8,432,432,100,11.44,100,817,817,1.35,11,813,38.1,4.11,0.67,0.41,17.28,0.12,100,100,20,817,618.84,616.85
Total,*,*,*,*,*,*,*,*,*,340.05,115,4,4,100,12,971,971,100,49.6,100,1658,1658,1.09,18,1650,68.74,7.78,0.31,0.13,6.93,0.36,100,1000.0,115.0,1658.0,3169.4900000000002,3159.84
