DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DU,SECTOR,5GNR_ENDC_Setup_Failure_Num,5GNR_ENDC_Setup_Failure_Den,5GNR_ENDC_Setup_Failure_%,5GNR_Addition_Failure_%,5GNR_ENDC_Drop_Num,5GNR_ENDC_Drop_Den,5GNR_ENDC_Drop_%,5GNR_DL_MAC_Volume_MB,5GNR_UL_MAC_Volume_MB,5GNR_Peak_numOf_UE,5GNR_DL_RLC_ACK_%,5GNR_DL_RLC_Delay_ms,5GNR_PUSCH_Slot_Utilization,5GNR_PDSCH_Slot_Utilization,5GNR_DL_UE_MAC_Throughput_Mbps_19Q3,5GNR_UL_MAC_UE_Throughput_Mbps_19Q3,5GNR_DL_MAC_Cell_Throughput_Mbps,5GNR_UL_MAC_Cell_Throughput_Mbps,5GNR_Addition_Failure_Num,5GNR_Addition_Failure_Den,5GNR_DL_MAC_Cell_Throughput_Num,5GNR_DL_MAC_Cell_Throughput_Den,pmEndcSetupUeAtt,pmEndcSetupUeSucc,5GNR_Cell_Availability_%,EBSN_DL_UE_MAC_Throughput_Mbps,EBSN_ENDC_Drop_%,EBSN_MAC_DL_DRB_Volume_MB,EBSN_MAC_DL_DRB_Volume_MB_NSA,EBSN_MAC_UL_DRB_Volume_MB,EBSN_NSA_FWA_DL_UE_MAC_Throughput_Mbps,EBSN_NSA_FWA_ENDC_Drop_%,EBSN_NSA_FWA_ENDC_Setup_Fail_%,EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB,EBSN_NSA_FWA_MAC_UL_DRB_Volume_MB,EBSN_NSA_FWA_RLC_Delay_ms,EBSN_NSA_FWA_UL_UE_MAC_Throughput_Mbps,EBSN_NSA_Mobility_DL_UE_MAC_Throughput_Mbps,EBSN_NSA_Mobility_ENDC_Drop_%,EBSN_NSA_Mobility_ENDC_PScellChange_Fail_%,EBSN_NSA_Mobility_ENDC_Setup_Fail_%,EBSN_NSA_Mobility_MAC_DL_DRB_Volume_MB,EBSN_NSA_Mobility_MAC_UL_DRB_Volume_MB,EBSN_NSA_Mobility_RLC_Delay_ms,EBSN_NSA_Mobility_UL_UE_MAC_Throughput_Mbps,EBSN_ENDC_Peak_UE_FWA_Spid125,EBSN_ENDC_Peak_UE_FWA_Spid125_Avg,EBSN_ENDC_Peak_UE_FWA_Spid125_Max,EBSN_NSA_FWA_ENDC_Drop_%_num,EBSN_NSA_FWA_ENDC_Drop_%_den,EBSN_NSA_FWA_ENDC_Setup_Fail_%_num,EBSN_NSA_FWA_ENDC_Setup_Fail_%_den,EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB_%_of_Total,EBSN_NSA_FWA_MAC_UL_DRB_Volume_MB_%_of_Total,EBSN_SA_EP1_HeroSlice_Bearer_Setup_Fail_%,EBSN_SA_EP1_HeroSlice_Bearer_Setup_Fail_%_num,EBSN_SA_EP1_HeroSlice_Bearer_Setup_Fail_%_den,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_num,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_den,EBSN_SA_EP1_HeroSlice_Bearer_Max,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_Active_UE,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_Active_UE_Num,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_Active_UE_Den,EBSN_SA_EP1_HeroSlice_Handover_Failure_%,EBSN_SA_EP1_HeroSlice_MAC_DL_DRB_Volume_MB,EBSN_SA_EP1_HeroSlice_MAC_UL_DRB_Volume_MB,EBSN_SA_EP1_HeroSlice_DL_UE_MAC_Throughput_Mbps,EBSN_SA_EP1_HeroSlice_UL_UE_MAC_Throughput_Mbps,EBSN_SA_EP1_HeroSlice_PDU_Session_Estab_Fail_%,EBSN_SA_EP1_HeroSlice_PDU_Session_Drop_%,EBSN_SA_EP1_HeroSlice_PDU_Session_Max,EBSN_SA_EP1_HeroSlice_RLC_Delay_ms,EBSN_SA_EP1_HeroSlice_ISHO_to_LTE_Failure_%,5G_NR_Radio_Interference_PUSCH,5G_NR_Radio_Interference_PUSCH_gt_neg100dBm_perPRB_%
09/27/2025,23,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0001,0,830,0,0.27,20,800,2.5,29362.12,1749.26,42,98.79,4.02,65.06,45.47,112.62,1.59,89.68,14.94,13280,4943480,234896.95,2619.32,830,830,100,112.7,2.5,28515.69,23403.01,1749.39,124.45,0,0,17079.35,434.22,3.8,1.16,70.39,4.35,4.08,0,6086.96,1026.03,6.06,1.74,22,11,12,0,340,0,355,59.89,24.82,NaN,0,0,0,0,3,1,0,0,3,0,9.64,0.06,70.4,1.69,NaN,0,1,6.07,NaN,-114.1,0
09/27/2025,23,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0002,3,2048,0.15,0.31,85,2038,4.17,19751.17,4151.84,77,97.74,10.04,76.95,46.97,76.46,2.19,58.4,29.98,85178,27435008,158009.39,2705.57,2048,2045,100,76.47,4.17,19006.41,14193.91,4155.83,55.52,8.36,0.31,827.32,494.09,3.13,9.17,73.12,3.4,3.42,0.12,13334.67,2040.61,11.7,1.74,12,6,7,27,323,1,325,4.35,11.89,2.44,1,41,0,0,49,3,0,0,49,0,129.9,3.44,148.1,7.24,4.76,0,3,3.89,0,-114.31,0.02
09/27/2025,23,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0003,1,731,0.14,0.6,17,705,2.41,21928.84,2058.46,32,99.63,6.77,36.79,24.55,213.38,6.45,124.04,31.09,20831,3487601,175430.7,1414.27,731,730,100,214,2.41,21507.32,6723.72,2060.77,97.95,2.44,0,1419.66,363.14,3.6,11.55,126.87,2.41,4.56,0.17,5294.44,344.07,11.86,2.71,10,5,6,3,123,0,138,6.6,17.62,0,0,7,0,0,11,2,0,0,11,0,5.99,0.04,353.49,12.66,0,0,2,2.27,NaN,-114.47,0
09/27/2025,23,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0001,0,25,0,0.32,0,22,0,202.11,35.11,1,98.51,16.56,3.98,4.28,42.53,2.17,10.49,1.96,75,23650,1616.85,154.06,25,25,50,43.1,0,344.82,34.22,33.51,NaN,NaN,NaN,0,0,NaN,NaN,40.01,0,0,0,34.09,1.79,12.04,0.68,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,1,0,0,11,0,0.21,0.1,2.54,21.28,0,0,1,1.64,NaN,-117.91,0
09/27/2025,23,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0002,0,26,0,0.12,0,27,0,1198.52,227.52,2,94.12,22.79,10.94,16.02,31.94,5.04,16.62,4.62,52,44408,9588.16,576.83,26,26,50,32.2,0,1553.68,82.47,222.73,NaN,NaN,NaN,0,0,NaN,NaN,22.91,0,10,0,82.09,3.26,10.13,0.93,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13,1,0,0,13,0,3.29,0.48,56.7,9.11,0,0,1,1.77,0,-119.1,0.01
09/27/2025,23,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0003,0,2,0,0,0,4,0,110.49,14.41,1,98.37,46.23,1.32,2.02,38.87,1.23,12.17,2.43,0,958,883.89,72.65,2,2,50,41.29,0,85.09,0.08,11.16,NaN,NaN,NaN,0,0,NaN,NaN,11.58,0,NaN,0,0.08,0.01,1.94,0.03,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,0,0,0,NaN,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN,-118.84,0
09/27/2025,23,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1437028,0001,0001,0,462,0,5.2,0,435,0,12821.05,451.16,29,99.66,3.58,10.35,14.79,120.25,3.17,74.07,6.92,78540,1509816,102568.4,1384.66,462,462,100,120.6,0,12171.27,8713.61,451.11,259.9,0,0,6873.08,133.03,1.36,9.02,73.05,0,0.24,0,1826.19,149.16,6.89,1.67,9,3,6,0,131,0,133,56.47,29.49,0,0,6,0,0,5,1,0,0,5,0,0.09,0,8.19,NaN,14.29,0,1,1.52,NaN,-116.42,0
09/27/2025,23,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1437028,0001,0002,0,605,0,2.51,12,587,2.04,11408.07,648.04,33,99.25,7.07,23.54,26.07,51.78,5.4,37.39,4.37,84095,3351095,91264.53,2440.56,605,605,100,52.25,2.04,11103.26,8695.42,648.07,70.11,0,0,4786.02,118.05,3.28,11.91,35.61,2.54,0.86,0,3865.17,406.05,7.24,5.04,10,3.33,5,0,115,0,116,43.1,18.21,0,0,2,0,0,2,2,0,0,2,0,0,0,NaN,NaN,0,0,2,1.12,NaN,-115.8,0
09/27/2025,23,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1437028,0001,0003,0,890,0,2.93,16,898,1.78,28230.17,1704.24,48,99.47,4.79,25.78,40.16,64.58,2.18,60.08,10.49,194020,6627830,225841.33,3758.83,890,890,100,64.8,1.78,27681.01,23710.9,1704.85,78.34,1.29,0,18103.79,987.97,2.6,3.71,43.89,2.04,0,0,5574.81,500.17,11.89,1.18,21,7,14,4,310,0,306,65.4,57.95,0,0,2,0,0,7,1,0,0,7,0,0.17,0.76,9.36,0.54,0,0,1,3.07,NaN,-116.44,0
09/27/2025,23,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1439028,0001,0001,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,NaN,0,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN
