Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'Ericsson5GCarrier.pmEndcSetupUeAtt','Ericsson5GCarrier.EBSN_NSA_FWA_DL_UE_MAC_Throughput_Mbps','Ericsson5GCarrier.EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB','Ericsson5GCarrier.EBSN_ENDC_Peak_UE_FWA_Spid125','Ericsson5GCarrier.EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB_pct_of_Total','Ericsson5GCarrier.5GNR_ENDC_Drop_pct','Ericsson5GCarrier.5GNR_ENDC_Drop_Num','Ericsson5GCarrier.5GNR_ENDC_Drop_Den','Ericsson5GCarrier.5GNR_Cell_Availability_pct','Ericsson5GCarrier.5GNR_RACH_Msg3_Failure_pct','Ericsson5GCarrier.5GNR_RACH_Msg3_Failure_pct_Num','Ericsson5GCarrier.5GNR_RACH_Msg3_Failure_pct_Den','Ericsson5GCarrier.5GNR_DL_MAC_Volume_MB'
143,Florida,VCP Far Edge,NR,,,1439221_0001_0001_04,2025-09-27T19:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1439221_0001_0001_08,2025-09-27T19:00:00-04:00,3600,71,NaN,0,0,0,0,0,70,100,11.33,201,1774,322.28
143,Florida,VCP Far Edge,NR,,,1439221_0001_0002_04,2025-09-27T19:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1439221_0001_0002_08,2025-09-27T19:00:00-04:00,3600,59,NaN,0,0,0,1.64,1,61,100,7.57,265,3502,1263.1
143,Florida,VCP Far Edge,NR,,,1439221_0001_0003_04,2025-09-27T19:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1439221_0001_0003_08,2025-09-27T19:00:00-04:00,3600,17,NaN,0,0,0,0,0,22,100,5.4,61,1130,396.16
143,Florida,VCP Far Edge,NR,,,1437028_0001_0001_08,2025-09-27T19:00:00-04:00,3600,245,NaN,0,0,0,0.45,1,222,100,31.83,565,1775,826.95
143,Florida,VCP Far Edge,NR,,,1437028_0001_0001_10,2025-09-27T19:00:00-04:00,3600,361,298.83,11175.92,7,68.37,1.73,7,404,100,56.77,1950,3435,17309.77
143,Florida,VCP Far Edge,NR,,,1437028_0001_0001_11,2025-09-27T19:00:00-04:00,3600,69,103.82,6085.46,3,94.08,0,0,45,100,61.96,316,510,6380.57
143,Florida,VCP Far Edge,NR,,,1437028_0001_0002_08,2025-09-27T19:00:00-04:00,3600,788,63.55,2538.93,7,35.7,1.75,13,744,100,34.46,1950,5659,5075.39
143,Florida,VCP Far Edge,NR,,,1437028_0001_0002_10,2025-09-27T19:00:00-04:00,3600,402,28.71,70.23,4,1.99,3.24,17,525,100,57.53,3132,5444,5691.06
143,Florida,VCP Far Edge,NR,,,1437028_0001_0002_11,2025-09-27T19:00:00-04:00,3600,103,236.06,380.66,1,49.82,3.39,2,59,100,59.46,374,629,1178.25
143,Florida,VCP Far Edge,NR,,,1437028_0001_0003_08,2025-09-27T19:00:00-04:00,3600,345,NaN,0,0,0,0.62,2,320,100,38.95,1544,3964,1551.46
143,Florida,VCP Far Edge,NR,,,1437028_0001_0003_10,2025-09-27T19:00:00-04:00,3600,843,80.47,18148.41,16,62.64,3.32,26,783,100,53.5,4255,7953,32168.48
143,Florida,VCP Far Edge,NR,,,1437028_0001_0003_11,2025-09-27T19:00:00-04:00,3600,208,106.52,8866.09,7,91.38,1.4,2,143,100,58.42,760,1301,8503.74
143,Florida,VCP Far Edge,NR,,,1437396_0001_0001_10,2025-09-27T19:00:00-04:00,3600,1561,64.02,10618.2,10,19.46,0.92,14,1519,100,31.44,6184,19668,56646.96
143,Florida,VCP Far Edge,NR,,,1437396_0001_0001_11,2025-09-27T19:00:00-04:00,3600,1126,106.03,8892.36,5,42.47,0.82,8,981,100,33.98,1799,5295,19781.03
143,Florida,VCP Far Edge,NR,,,1437396_0001_0002_10,2025-09-27T19:00:00-04:00,3600,808,161.81,9614.31,11,29,1.34,10,746,100,50.87,4483,8813,31888.79
