DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DU,SECTOR,DL_GTP_Data_Volume_RN_MB,ENDC_Sessions_RN,Intra_CU_HO_Attempts_RN,Intra_CU_HO_Success_RN,Intra_CU_HO_Success_Rate_RN_%,Max_ENDC_Sessions_RN,SgNB_Modification_Attempts_RN,SgNB_Modification_Success_RN,SgNB_Modification_Success_Rate_RN_%,UL_GTP_Data_Volume_RN_MB,Attach_Success_rate_%_RN,Attach_Success_RN_Num,Attach_Success_RN_Den,Drop_rate_%_RN,Drop_RN_Num,Drop_RN_Den,DL_Tput_RN_Mbps,UL_Tput_RN_Mbps,UL_TTI_Util_Rate_%_RN,DL_TTI_Util_Rate_%_RN,DL_HARQ_Residual_BLER_%_RN,UL_HARQ_Residual_BLER_%_RN,Cell_Availability_RN,COR_NSA_Cell_Availability,COR_NSA_Cell_NumOf_ENDC_sessions,COR_NSA_Cell_X2AP_SgNBAddRqst,COR_NSA_Cell_DL_Avg_DUu_GTP_TPT,COR_NSA_Cell_DL_Avg_S1U_GTP_TPT
09/27/2025,02,5GNR,Florida,143,Jacksonville,5GNB_NOJACKSONVILLE_VZ_STORE,1431253,0000,0001,111.59,44,0,0,NaN,13,18,18,100,17.92,100,4,4,25,1,4,86.51,19.03,1.07,0.35,0.15,0.29,100,100,44,4,1040.05,1036.71
09/27/2025,02,5GNR,Florida,143,Jacksonville,5GNB_NOJACKSONVILLE_VZ_STORE,1431253,0000,0002,0.85,10,0,0,NaN,3,4,4,100,0.59,NaN,0,0,NaN,0,0,23.13,10.35,0.07,0.01,0,0.38,100,100,10,0,7.94,7.89
09/27/2025,02,5GNR,Florida,143,Jacksonville,5GNB_ORANGEPARK_VZ_STORE,1431255,0000,0001,0.83,15,0,0,NaN,5,4,4,100,0.84,100,15,15,38.46,5,13,4.49,9.46,0.11,0.05,34.15,1.67,100,100,15,15,7.77,7.71
09/27/2025,02,5GNR,Florida,143,Jacksonville,5GNB_ORANGEPARK_VZ_STORE,1431255,0000,0002,0,1,0,0,NaN,1,1,1,100,0.01,100,1,1,0,0,1,18.39,9.57,0,0,0,0,100,100,1,1,0.04,0.04
09/27/2025,02,5GNR,Florida,143,Jacksonville,5GNB_STJOHNJAX_VZ_STORE,1431257,0000,0001,26.44,2,0,0,NaN,3,188,188,100,3.41,100,327,327,0,0,327,97.55,19.96,0.22,0.08,1.86,0.01,100,100,2,327,246.4,245.67
09/27/2025,02,5GNR,Florida,143,Jacksonville,5GNB_STJOHNJAX_VZ_STORE,1431257,0000,0002,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100,100,0,0,0,0
09/27/2025,02,5GNR,Florida,143,Jacksonville,5GNB_ST_JOHNS_TOWN_CTR_APPLE,1431076,0000,0001,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100,100,0,0,0,0
09/27/2025,02,5GNR,Florida,143,Jacksonville,5GNB_ST_JOHNS_TOWN_CTR_APPLE,1431076,0000,0002,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100,100,0,0,0,0
09/27/2025,02,5GNR,Florida,143,Jacksonville,5GNB_TALLAHASSEE_VZ_STORE,1431259,0000,0001,51.12,10,1,1,100,6,238,238,100,8.51,100,526,526,0.19,1,523,49.8,4.13,0.49,0.24,10.94,0.16,100,100,10,526,476.44,475.01
09/27/2025,02,5GNR,Florida,143,Jacksonville,5GNB_TALLAHASSEE_VZ_STORE,1431259,0000,0002,64.59,18,1,0,0,7,332,332,100,11.3,100,831,831,1.21,10,828,44.31,4.13,0.65,0.34,12.5,0.03,100,100,18,831,602.02,600.08
Total,*,*,*,*,*,*,*,*,*,255.42,100,2,1,50,13,785,785,100,42.58,100,1704,1704,1,17,1696,59.57,6.98,0.26,0.11,7,0.21,100,1000.0,100.0,1704.0,2380.66,2373.11
