Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'AUPF.CpuUsageAvg.percent','AUPF.CpuUsageMax.percent','AUPF.CpuUsageMin.percent','AUPF.DiskUsageAvg.percent','AUPF.DiskUsageMax.percent','AUPF.DiskUsageMin.percent','AUPF.MemUsageAvg.percent','AUPF.MemUsageMax.percent','AUPF.MemUsageMin.percent','AUPF.MemUsageTot.number','AUPF.DiskUsageTot.number','AUPF.CpuUsageTot.number','AUPF.DiskUsageCnt.number','AUPF.InThruPeak_VM.number','AUPF.OutThruPeak_VM.number'
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T12:00:00-04:00,3600,1.49,2.15,1.33,6.91,6.93,6.9,41.82,41.93,41.74,15054.52,2488,536.12,360,0.36,0.3
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T12:00:00-04:00,3600,3.82,14.94,2.29,1,1.01,1,19.43,19.5,19.37,6995.82,361.28,1373.8,360,3.65,3.24
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T12:00:00-04:00,3600,3.94,6.87,3.44,2.36,2.36,2.35,55.8,55.82,55.79,20089.81,848.13,1417.4,360,359.93,360.72
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T12:00:00-04:00,3600,4.1,7.73,3.6,2.36,2.36,2.35,55.8,55.81,55.79,20087.89,848.06,1476.5,360,562.31,568.77
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T12:00:00-04:00,3600,1.49,2.11,1.3,6.87,6.88,6.85,41.95,42.06,41.86,15104.36,2472.16,537.03,360,0.36,0.31
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T12:00:00-04:00,3600,3.63,13.93,2.34,1.71,1.72,1.71,19.59,19.63,19.54,7052.8,617.18,1306.2,360,2.73,2.74
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T12:00:00-04:00,3600,3.99,6.9,3.49,2.4,2.41,2.4,55.51,55.53,55.49,19983.49,864.82,1437.27,360,583.1,586.74
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T12:00:00-04:00,3600,3.96,9.81,3.44,2.34,2.35,2.34,55.48,55.5,55.47,19974.27,843.91,1425.09,360,818.69,824.83
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T12:00:00-04:00,3600,1.88,2.68,1.3,6.7,6.71,6.68,41.35,41.44,41.27,14888.04,2410.6,677.36,360,0.19,0.14
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T12:00:00-04:00,3600,3.35,10.2,2.32,0.79,0.79,0.79,18.7,18.75,18.66,6733.65,285,1205.73,360,2.87,2.69
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T12:00:00-04:00,3600,3.27,5.82,2.78,2.3,2.31,2.3,52.96,52.98,52.95,19067.29,828.92,1179.03,360,0.36,0.3
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T12:00:00-04:00,3600,3.29,6.13,2.88,2.3,2.31,2.3,52.88,52.9,52.87,19037.02,829.26,1182.81,360,0.41,0.47
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T12:00:00-04:00,3600,1.4,2.04,1.26,7.06,7.07,7.04,41.4,41.48,41.34,14905.06,2540.12,504.43,360,0.37,0.35
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-01,2025-09-27T12:00:00-04:00,3600,9.65,10.53,8.03,7.06,7.08,7.04,41.5,41.59,41.42,14940.36,2542.44,3475.67,360,12.94,14.03
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T12:00:00-04:00,3600,5.62,33.73,2.27,2.68,3.37,2.01,21,23.05,19.07,15120.98,1930.14,4047.9,720,47.15,31.7
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T12:00:00-04:00,3600,8.38,17.01,3.03,2.36,2.4,2.32,54.51,56.53,52.55,39246.69,1699.76,6030.57,720,4450.28,4463.01
