Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'Ericsson5GCarrier.pmEndcSetupUeAtt','Ericsson5GCarrier.EBSN_NSA_FWA_DL_UE_MAC_Throughput_Mbps','Ericsson5GCarrier.EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB','Ericsson5GCarrier.EBSN_ENDC_Peak_UE_FWA_Spid125','Ericsson5GCarrier.EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB_pct_of_Total','Ericsson5GCarrier.5GNR_ENDC_Drop_pct','Ericsson5GCarrier.5GNR_ENDC_Drop_Num','Ericsson5GCarrier.5GNR_ENDC_Drop_Den','Ericsson5GCarrier.5GNR_Cell_Availability_pct','Ericsson5GCarrier.5GNR_RACH_Msg3_Failure_pct','Ericsson5GCarrier.5GNR_RACH_Msg3_Failure_pct_Num','Ericsson5GCarrier.5GNR_RACH_Msg3_Failure_pct_Den','Ericsson5GCarrier.5GNR_DL_MAC_Volume_MB'
143,Florida,VCP Far Edge,NR,,,1439221_0001_0001_04,2025-09-27T09:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1439221_0001_0001_08,2025-09-27T09:00:00-04:00,3600,11,NaN,0,0,0,0,0,10,100,17.99,170,945,383.83
143,Florida,VCP Far Edge,NR,,,1439221_0001_0002_04,2025-09-27T09:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1439221_0001_0002_08,2025-09-27T09:00:00-04:00,3600,18,NaN,0,0,0,0,0,19,100,8.89,188,2115,709.49
143,Florida,VCP Far Edge,NR,,,1439221_0001_0003_04,2025-09-27T09:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1439221_0001_0003_08,2025-09-27T09:00:00-04:00,3600,13,NaN,0,0,0,8.33,1,12,100,13.05,103,789,209.88
143,Florida,VCP Far Edge,NR,,,1437028_0001_0001_08,2025-09-27T09:00:00-04:00,3600,435,NaN,0,0,0,0.96,4,417,100,40.67,824,2026,573.29
143,Florida,VCP Far Edge,NR,,,1437028_0001_0001_10,2025-09-27T09:00:00-04:00,3600,383,380.75,3486.96,7,41.29,1.58,6,379,100,58.06,2158,3717,9282.92
143,Florida,VCP Far Edge,NR,,,1437028_0001_0001_11,2025-09-27T09:00:00-04:00,3600,93,150.11,2746.61,4,81.07,2.82,2,71,100,62.72,392,625,3246.62
143,Florida,VCP Far Edge,NR,,,1437028_0001_0002_08,2025-09-27T09:00:00-04:00,3600,671,54.2,1774.29,3,20.19,1.85,11,595,100,32.68,2213,6771,5968.12
143,Florida,VCP Far Edge,NR,,,1437028_0001_0002_10,2025-09-27T09:00:00-04:00,3600,609,305.3,1465.22,5,20.41,2.71,20,737,100,55.22,3701,6702,10895.97
143,Florida,VCP Far Edge,NR,,,1437028_0001_0002_11,2025-09-27T09:00:00-04:00,3600,135,116.41,467.34,2,62.93,2.27,2,88,100,54.05,407,753,1106.91
143,Florida,VCP Far Edge,NR,,,1437028_0001_0003_08,2025-09-27T09:00:00-04:00,3600,359,75.78,164.75,1,6.43,1.22,4,329,100,44.14,2132,4830,1608.69
143,Florida,VCP Far Edge,NR,,,1437028_0001_0003_10,2025-09-27T09:00:00-04:00,3600,945,74.79,8259.51,15,40.18,2.01,17,846,100,54.04,4891,9050,21920.07
143,Florida,VCP Far Edge,NR,,,1437028_0001_0003_11,2025-09-27T09:00:00-04:00,3600,274,115.53,11519.55,9,92.33,1.64,3,183,100,57.73,911,1578,12392.13
143,Florida,VCP Far Edge,NR,,,1437396_0001_0001_10,2025-09-27T09:00:00-04:00,3600,1143,103.87,6537.82,8,22.36,0.94,11,1174,100,38.24,5840,15270,30735.11
143,Florida,VCP Far Edge,NR,,,1437396_0001_0001_11,2025-09-27T09:00:00-04:00,3600,697,83.62,3799.13,5,36.68,1.19,7,588,100,43.1,1631,3784,9474.33
143,Florida,VCP Far Edge,NR,,,1437396_0001_0002_10,2025-09-27T09:00:00-04:00,3600,991,349.93,6271.2,11,33.01,1.25,11,878,100,52.16,5052,9686,18556.92
143,Florida,VCP Far Edge,NR,,,1437396_0001_0002_11,2025-09-27T09:00:00-04:00,3600,307,236.33,1763.89,7,65.3,0.72,2,277,100,55.73,1138,2042,3696.27
143,Florida,VCP Far Edge,NR,,,1437396_0001_0003_10,2025-09-27T09:00:00-04:00,3600,749,483.66,2361.72,9,14.79,2.63,20,761,100,33.41,1230,3681,15906.26
143,Florida,VCP Far Edge,NR,,,1437396_0001_0003_11,2025-09-27T09:00:00-04:00,3600,220,245.79,1115.49,6,53.77,0.5,1,202,100,26.21,119,454,2634.53
143,Florida,VCP Far Edge,NR,,,1439396_0001_0001_08,2025-09-27T09:00:00-04:00,3600,11,17.59,0.88,1,0.4,0,0,13,100,13.08,105,803,350.48
143,Florida,VCP Far Edge,NR,,,1439396_0001_0002_08,2025-09-27T09:00:00-04:00,3600,47,NaN,0.03,1,0.01,2.22,1,45,100,41.23,491,1191,286.06
143,Florida,VCP Far Edge,NR,,,1439396_0001_0003_08,2025-09-27T09:00:00-04:00,3600,20,NaN,0,0,0,0,0,20,100,16.26,53,326,80.8
143,Florida,VCP Far Edge,NR,,,1437648_0001_0001_04,2025-09-27T09:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1437648_0001_0001_08,2025-09-27T09:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,-0.03,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1437648_0001_0001_10,2025-09-27T09:00:00-04:00,3600,384,146.5,86.88,5,1.77,1.22,5,410,100,45.09,1323,2934,6225.54
143,Florida,VCP Far Edge,NR,,,1437648_0001_0001_11,2025-09-27T09:00:00-04:00,3600,119,121.23,1524.29,6,46.14,0,0,112,100,38.78,95,245,2157.51
143,Florida,VCP Far Edge,NR,,,1437648_0001_0002_04,2025-09-27T09:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1437648_0001_0002_08,2025-09-27T09:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1437648_0001_0002_10,2025-09-27T09:00:00-04:00,3600,410,106.86,1236.86,6,42.84,3.12,13,416,100,41.16,617,1499,4326.17
