DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DUNAME,DU,SECTOR,5GNR_ENDC_Drop%,5GNR_ENDC_Drop_%_num,5GNR_ENDC_Drop_%_den,S5NR_Cell_Availability_%,ErabAddAtt_per_GNB,ErabAddSucc_per_GNB,S5NR_DLMACLayerDataVolume_MB,S5NR_DLPRBUtilization_%,S5NR_DLUserPerceivedTput_Mbps,S5NR_PDCCH_SlotRationBlocking_DL_%,S5NR_PDCCH_SlotRationBlocking_Tot_%,S5NR_PDCCH_SlotRationBlocking_UL_%,S5NR_PUCCH_BLER_%,S5NR_PUCCHAvgSINR_dB,S5NR_PUSCHAvgSINR_dB,S5NR_TotalDLRLCLayerDataVolume_MB,S5NR_TotalERABSetupFailureRate_%,S5NR_TotalULRLCLayerDataVolume_MB,S5NR_ULMACLayerDataVolume_MB,S5NR_ULPRBUtilization_%,S5NR_ULUserPerceivedTput_Mbps,S5NC_DRBDrop_%_SA,S5NC_NRDCAdd_MN_Succ_%_SA,S5NC_NGSetupFailure_%_SA,S5NC_RRCSetupFailure_%_SA,S5NC_EPSFB_IRAT_HO_PrepFailure_%_SA,S5NC_EmergFB_IRAT_HO_Failure_%_SA,S5NC_EPSFB_IRAT_HO_Failure_%_SA,S5NC_DRBSetupFail_%_SA_SNSSAI6,S5NC_DRBSetupFail_%_den_SA_SNSSAI6,S5NC_DRBSetupFail_num_SA_SNSSAI6,S5NC_PDUSetupFail_%_SA_SNSSAI6,S5NC_PDUSetupFail_%_den_SA_SNSSAI6,S5NC_PDUSetupFail_%_num_SA_SNSSAI6,S5ND_AvgAirIfDelay_DL_SA_us_5QI133_SNSSAI6,S5ND_AvgIPLatency_DL_us_5QI133_SNSSAI6,S5ND_AvgRLCDelay_DL_SA_us_5QI133_SNSSAI6,S5ND_AvgRLCDelay_UL_SA_us_5QI133_SNSSAI6,S5ND_AvgUEThpt_SA_Mbps_5QI133_RFSP95_SNSSAI6,S5ND_DLActiveUE_Avg_SNSSAI6,S5ND_DLRLC_SDU_Drop_pmm%_5QI133_SNSSAI6,S5NR_DLPRBUtilization_%_SNSSAI6,S5NU_AvgPDCPDelay_DL_us_Cell_SNSSAI,S5NU_AvgPDCPDelay_DL_us_Cell_5QI133_SNSSAI6,S5NU_AvgPDCPDelay_UL_us_Cell_SNSSAI,S5NU_AvgPDCPDelay_UL_us_Cell_5QI133_SNSSAI6,S5NU_DLPDCP_SDU_DataVolume_MB_5QI133_SNSSAI6,S5NU_ULPDCP_SDU_DataVolume_MB_5QI133_SNSSAI6,RLCDLPKTDISCARDCNTPDCP_5QI133,RLCDLPKTDROPCNTFULLBUF_5QI133,RLCDLPKTRECEIVECNT_5QI133,Sum_DLRLCDataVolume_MB
09/27/2025,08,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,181,1.21,32,2643,100,1662,1662,19604.34,8.85,146.77,1.24,0.92,0.39,0.45,8.15,14.06,16947.27,0,1126.43,1978.03,10.42,4.41,0,NaN,0,0.13,0,NaN,0,0,7,0,0,7,0,8411.69,643.67,737.9,1100.31,203.63,0,0,0,NaN,0,NaN,0,0.21,0.23,0,0,0,19376.78
09/27/2025,08,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,182,0.34,7,2072,100,877,877,11580.43,3.84,232.22,1.74,1.23,0.25,1.03,8.61,16.65,8798.66,0,635.21,1199.5,6.1,8.77,0.09,NaN,0,0.52,0,NaN,0,0,4,0,0,4,0,9657.05,1197.5,1062.5,1361.99,NaN,0,0,0,NaN,0,NaN,0,0.2,0.04,0,0,0,11479.12
09/27/2025,08,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,183,1.59,15,943,100,306,305,3023.76,1.32,155.45,0.82,0.75,0.57,1.35,8.94,17.24,2051.26,0.33,108.5,241.68,1.49,2.98,0.34,NaN,0,0.63,0,NaN,0,0,3,0,0,3,0,7244.53,5064.22,4119.57,1155.69,NaN,0,0,0,NaN,0,NaN,0,0.03,0.06,0,0,0,3003.35
09/27/2025,08,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,400_277_HD,2265,64,8.13,40,492,100,224,224,385.53,6.49,14.62,3.31,2.46,1.11,13.08,8.75,9.64,297.33,0,157.6,205.88,5.54,6.24,0.75,NaN,0,2.89,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,NaN,NaN,NaN,0,0,0,0,0,536.65
09/27/2025,08,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,400_277_HD,2265,65,1.57,13,827,100,381,379,576.55,9.16,17.25,4.32,3.43,2.03,13.25,9,11.47,526.33,0.52,3.15,77.52,1.78,1.3,0.42,NaN,0.04,0.36,0,NaN,0,0,1,0,0,1,0,3170.69,2172.19,1260.07,1287.88,6.79,0,0,0,NaN,0,NaN,288.29,0.13,0.12,0,0,0,834.92
09/27/2025,08,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,400_277_HD,2265,66,9.35,43,460,100,239,235,344.26,4.97,14.38,1.98,1.61,0.54,12.19,9.23,11.85,306.15,1.67,2.79,31.55,0.67,1.67,0.61,NaN,0,2.5,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,NaN,NaN,NaN,0,0,0,0,0,496.88
09/27/2025,08,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,400_277_HD,3265,64,0.83,6,727,100,179,179,3138.91,1.31,112.63,0.7,0.51,0.15,1.06,7.19,8.12,2584.88,0,118.29,195.06,5.29,1.13,0.78,NaN,0,0.29,0,NaN,0,0,1,0,0,1,0,6000,500,500,1250,NaN,0,0,0,NaN,0,NaN,0,0,0,0,0,0,2944.58
09/27/2025,08,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,400_277_HD,3265,65,0.89,16,1804,100,1051,1049,8249.43,4.29,134.03,0.77,0.67,0.5,1.16,8.04,11.76,7467.35,0.19,281.38,439.17,4.76,1.05,0.56,NaN,0,0.64,0,NaN,0,0,1,0,0,1,0,7580.65,640.54,807.14,1290.32,38.23,0,0,0,NaN,0,NaN,0,0.1,0.05,0,0,0,7882.99
09/27/2025,08,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,400_277_HD,3265,66,0.58,4,695,100,269,269,3314.17,1.09,179.2,0.77,0.56,0.16,0.78,7.86,8.52,2465.93,0,153.95,302.37,4.83,3.34,0.36,NaN,0,0.38,0,NaN,0,0,2,0,0,2,0,7056.18,753.97,764.04,1455.88,40.96,0,0,0,NaN,0,NaN,0,0.03,0.01,0,0,0,3112.33
09/27/2025,08,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,62_356,2245,196,0.78,5,641,100,587,587,880.48,8.07,16.98,1.83,1.51,0.32,3,8.88,14.42,558.34,0,1.91,38.37,0.53,2.36,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,NaN,NaN,NaN,0,0,0,0,0,867.47
