Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'sector.DL_GTP_Data_Volume_RN_MB','sector.ENDC.Sessions.RN','sector.Intra.CU.HO.Attempts.number','sector.Max.ENDC.Sessions.RN.number','sector.Intra_CU_HO_Attempts_RN','sector.Intra_CU_HO_Success_RN','sector.Intra_CU_HO_Success_Rate_RN_pct','sector.SgNB_Modification_Attempts_RN','sector.SgNB_Modification_Success_RN','sector.SgNB_Modification_Success_Rate_RN_pct','sector.UL_GTP_Data_Volume_RN_MB','sector.Attach_Success_rate_pct_RN','sector.Attach_Success_RN_Num','sector.Attach_Success_RN_Den','sector.Drop_rate_pct_RN','sector.Drop_RN_Num','sector.Drop_RN_Den','sector.DL_Tput_RN_Mbps','sector.UL_Tput_RN_Mbps','sector.UL_TTI_Util_Rate_pct_RN','sector.DL_TTI_Util_Rate_pct_RN','sector.DL_HARQ_Residual_BLER_pct_RN','sector.UL_HARQ_Residual_BLER_pct_RN','sector.Cell_Availability_RN'
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0001,2025-09-27T12:00:00-04:00,3600,548.56,75,,23,2,2,100,60,60,100,80.04,99.48,193,194,3.11,6,193,43,21.88,4.4,3.79,3.62,0.11,100
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0002,2025-09-27T12:00:00-04:00,3600,2.73,12,,4,2,2,100,3,3,100,2.8,80,4,5,0,0,4,6.45,7.82,0.43,0.13,1.88,0.11,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0001,2025-09-27T12:00:00-04:00,3600,83.99,40,,16,16,12,75,32,32,100,15.81,96.99,129,133,15.97,19,119,49.18,19.06,0.99,0.5,14.51,1.47,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0002,2025-09-27T12:00:00-04:00,3600,60.88,15,,7,20,16,80,33,33,100,17.11,100,114,114,20.56,22,107,30.52,22.8,0.9,0.58,10.17,0.08,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0001,2025-09-27T12:00:00-04:00,3600,977.21,22,,10,45,45,100,619,619,100,38.91,100,859,859,1.02,9,884,228.95,19.73,2.34,1.24,2.3,0.04,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0002,2025-09-27T12:00:00-04:00,3600,594.17,16,,9,71,71,100,290,290,100,95.15,99.6,494,496,1.28,6,467,32.74,31.65,3.53,5.15,1.72,0.03,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0001,2025-09-27T12:00:00-04:00,3600,17.87,1,,2,15,15,100,11,11,100,0.6,96.55,28,29,0,0,29,141.08,2.44,0.06,0.03,1.1,0,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0002,2025-09-27T12:00:00-04:00,3600,222.81,4,,4,16,16,100,21,21,100,216.18,100,84,84,1.2,1,83,26.02,13.41,3.78,2.01,0.93,0.04,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0001,2025-09-27T12:00:00-04:00,3600,1166.53,28,,12,38,38,100,269,269,100,299.91,100,852,852,0.59,5,843,82.44,13.97,5.04,3.31,1.55,0.05,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0002,2025-09-27T12:00:00-04:00,3600,465.67,36,,15,35,35,100,669,669,100,64.02,99.84,1225,1227,0.9,11,1216,88.75,6.64,2.28,1.23,3.68,0.11,100
Global,*,VCP Far Edge,NR,,*,000000*000*-*,,3600,4140.43,249,,23,260,252,96.92,2007,2007,100,830.53,99.72,3982,3993,2,79,3945,61.52,14.31,2.38,1.8,2.64,0.12,100
