Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'CorningCarrier.COR_NSA_Cell_Availability','CorningCarrier.COR_NSA_Cell_NumOf_ENDC_sessions','CorningCarrier.COR_NSA_Cell_X2AP_SgNBAddRqst','CorningCarrier.COR_NSA_Cell_DL_Avg_DUu_GTP_TPT','CorningCarrier.COR_NSA_Cell_DL_Avg_S1U_GTP_TPT','CorningCarrier.DL_GTP_Data_Volume_RN_MB'
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0001-01,2025-09-27T17:00:00-04:00,3600,100,67,167,2234.3,2227.44,239.71
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0002-01,2025-09-27T17:00:00-04:00,3600,100,14,16,1296.99,1293.63,139.15
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0001-01,2025-09-27T17:00:00-04:00,3600,100,35,89,1875.04,1869.49,201.17
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0002-01,2025-09-27T17:00:00-04:00,3600,100,18,105,13741.83,13706.63,1474.34
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0001-01,2025-09-27T17:00:00-04:00,3600,100,14,937,620.69,618.72,66.59
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0002-01,2025-09-27T17:00:00-04:00,3600,100,2,319,252.88,252.05,27.13
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0001-01,2025-09-27T17:00:00-04:00,3600,100,2,43,756.46,754.53,81.16
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0002-01,2025-09-27T17:00:00-04:00,3600,100,5,197,1606.03,1601.39,172.31
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0001-01,2025-09-27T17:00:00-04:00,3600,100,15,983,2521.8,2514.45,270.56
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0002-01,2025-09-27T17:00:00-04:00,3600,100,32,1231,1990.25,1982.87,213.53
Global,*,VCP Far Edge,NR,,*,000000*000*-*-*,,3600,1000.0,204.0,4087.0,26896.269999999997,26821.199999999997,2885.66
