DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,PdcpSduLossRateUL,PdcpSduRetxByteDL,PdcpMaxThroughputDL,PdcpMaxThroughputUL,PdcpSduMaxVolumeDL,PdcpSduMaxVolumeUL,PdcpSduVolumeDL,PdcpSduVolumeUL,UpcLoadAvg,UpcLoadCnt,UpcLoadMax,UpcLoadMin,UpcLoadTot,PdcpSduLossRateDL,ENDCAddAtt,ENDCAddSuccRate,ENDCAddprepSucc,ENDCAddsucc,ENDCRelbySgnb
09/27/2025,07,5GNR,Upstate New York,070,Buffalo,BUFF1_HNRT,0700002,0.01,1.49,364904.45,124990.26,435,149,25741,19478,0.23,720,3.62,0,163.62,0,2384,99.79,2384,2379,19
09/27/2025,07,5GNR,Upstate New York,070,Buffalo,HNRT,0700021,0.01,1.74,281018.37,71303.17,335,85,60670,11225,1.13,719,4.12,0,811.88,0,1992,99.95,1992,1991,12
09/27/2025,07,5GNR,Upstate New York,070,Buffalo,HNRT,0700023,0,0.32,42781.9,10905.19,51,13,5709,470,0,720,0,0,0,0,279,100,279,279,2
09/27/2025,07,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,0.02,460.84,1309461.71,147639.5,1561,176,2855643,238333,16.24,3600,45.62,0,58480.49,0,208747,99.94,208743,208629,1123
09/27/2025,07,5GNR,Upstate New York,070,Buffalo,HNRT,0709003,0.03,190.67,1872337.31,163577.86,2232,195,2598141,216279,12.07,2160,35.38,0,26067.24,0,186164,99.94,186158,186053,1172
09/27/2025,07,5GNR,Upstate New York,070,Buffalo,HNRT,0709006,0.01,1.18,36071.01,10905.19,43,13,888,152,0,1440,1.12,0,1.24,0,179,100,179,179,0
09/27/2025,07,5GNR,Upstate New York,070,Buffalo,HNRT,0700011,0.02,0,10905.19,6710.89,13,8,210,39,0,0,0,0,0,0,79,100,79,79,0
09/27/2025,07,5GNR,Upstate New York,070,Buffalo,HNRT,0700022,0,2.12,270113.18,49492.79,322,59,45713,4762,0,0,0,0,0,0,868,99.88,868,867,7
09/27/2025,07,5GNR,Upstate New York,070,Buffalo,HNRT,0709002,0.02,326.06,1354760.19,129184.56,1615,154,2859652,228369,0,0,0,0,0,0,190220,99.93,190210,190087,1079
09/27/2025,07,5GNR,Upstate New York,070,Buffalo,HNRT,0709004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,07,5GNR,Upstate New York,070,Buffalo,HNRT,0709007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,07,5GNR,Upstate New York,070,Buffalo,HNRT,0709089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,07,5GNR,Upstate New York,070,Buffalo,HNRT,0709099,0.01,0.18,72980.89,3355.44,87,4,2660,228,0,0,0,0,0,0,202,100,202,202,1
09/27/2025,07,5GNR,Upstate New York,070,Buffalo,ROCH100_HNRT,0700100,0,0,5033.16,0,6,0,18,1,0,0,0,0,0,0,20,100,20,20,0
09/27/2025,07,5GNR,Upstate New York,070,Buffalo,SABRES_ARENA_IBS_2,0700012,0,1.45,246625.08,12582.91,294,15,6516,447,0,0,0,0,0,0,487,97.54,487,475,2
Total,*,*,*,*,*,*,*,0.01,986.05,1872337.31,163577.86,2232,195,8461561,719783,4.95,9359,45.62,0,85524.47,0,591621,99.94,591601,591240,3417
