Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'AUPF.CpuUsageAvg.percent','AUPF.CpuUsageMax.percent','AUPF.CpuUsageMin.percent','AUPF.DiskUsageAvg.percent','AUPF.DiskUsageMax.percent','AUPF.DiskUsageMin.percent','AUPF.MemUsageAvg.percent','AUPF.MemUsageMax.percent','AUPF.MemUsageMin.percent','AUPF.MemUsageTot.number','AUPF.DiskUsageTot.number','AUPF.CpuUsageTot.number','AUPF.DiskUsageCnt.number','AUPF.InThruPeak_VM.number','AUPF.OutThruPeak_VM.number'
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T09:00:00-04:00,3600,1.44,1.71,1.28,6.92,6.93,6.9,41.64,41.72,41.54,14988.8,2489.3,519.27,360,0.3,0.29
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T09:00:00-04:00,3600,3.81,15.3,2.34,1,1,1,19.16,19.22,19.11,6900.04,360.06,1369.53,360,2.91,2.81
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T09:00:00-04:00,3600,3.81,6.66,3.29,2.35,2.36,2.35,55.77,55.78,55.76,20078.3,847.8,1371.14,360,690.4,695
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T09:00:00-04:00,3600,3.96,7.08,3.39,2.36,2.36,2.35,55.77,55.79,55.76,20077.34,848.27,1426.56,360,474.32,478.56
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T09:00:00-04:00,3600,1.46,2.14,1.31,6.87,6.89,6.85,41.77,41.85,41.69,15038.03,2473.45,526.27,360,0.41,0.4
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T09:00:00-04:00,3600,3.6,13.83,2.29,1.71,1.71,1.71,19.34,19.4,19.3,6963.09,616.29,1297.02,360,2.83,2.76
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T09:00:00-04:00,3600,3.92,6.75,3.39,2.4,2.41,2.4,55.47,55.48,55.46,19968.22,864.96,1412.17,360,754.86,761.09
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T09:00:00-04:00,3600,3.81,6.01,3.29,2.35,2.35,2.34,55.44,55.46,55.43,19959.22,844.21,1369.56,360,810.4,820.29
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T09:00:00-04:00,3600,1.89,2.25,1.27,6.7,6.71,6.68,41.18,41.27,41.08,14822.96,2411.29,679.8,360,0.22,0.22
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T09:00:00-04:00,3600,3.35,10.46,2.27,0.79,0.79,0.79,18.51,18.56,18.47,6662.01,285.11,1206.46,360,2.67,2.56
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T09:00:00-04:00,3600,3.29,6.24,2.83,2.3,2.31,2.3,52.94,52.95,52.92,19057.45,829.1,1182.34,360,0.34,0.53
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T09:00:00-04:00,3600,3.27,5.94,2.83,2.3,2.31,2.3,52.85,52.87,52.84,19027.03,829.42,1179.89,360,0.44,0.48
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T09:00:00-04:00,3600,1.4,1.98,1.26,7.05,7.07,7.04,41.24,41.32,41.13,14845.58,2539.21,505.42,360,0.27,0.16
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-01,2025-09-27T09:00:00-04:00,3600,8.53,9.59,6.22,7.06,7.08,7.04,41.32,41.81,41.22,14874.94,2541.6,3070.17,360,10.03,10.58
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T09:00:00-04:00,3600,5.31,33.21,2.44,2.67,3.34,2.01,20.67,22.65,18.82,14882.69,1919.77,3825.83,720,39.47,26.46
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T09:00:00-04:00,3600,7.28,14.63,2.99,2.36,2.4,2.32,54.48,56.44,52.52,39224.73,1699.37,5237.67,720,4356.61,4351.46
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T09:00:00-04:00,3600,7.23,18.37,2.98,2.34,2.34,2.33,54.49,56.45,52.54,39236.33,1682.66,5203.14,720,3919.4,3916.63
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-02,2025-09-27T09:00:00-04:00,3600,7.47,19.16,2.99,2.37,2.4,2.33,54.51,56.47,52.55,39245.5,1702.65,5376.38,720,4215.94,4225.22
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-03,2025-09-27T09:00:00-04:00,3600,7.63,16.04,3.04,2.34,2.34,2.33,54.49,56.45,52.54,39236.48,1681.32,5496.28,720,3884.9,3897.09
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-04,2025-09-27T09:00:00-04:00,3600,7.52,20.39,2.73,2.33,2.34,2.33,54.49,56.44,52.55,39236.22,1680.78,5412.86,720,4072.52,4071.84
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-01,2025-09-27T09:00:00-04:00,3600,3.39,5.75,1.3,6.99,7.07,6.92,41.42,41.75,41.08,29825.19,5034.35,2442.16,720,4.32,4.49
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T09:00:00-04:00,3600,3.64,24.09,2.21,2.6,3.14,2.06,19.58,20.25,18.95,14099.02,1871.99,2617.68,720,19.72,16.01
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T09:00:00-04:00,3600,6.11,16.38,2.83,2.37,2.4,2.33,54.46,56.35,52.58,39213.15,1702.99,4396.42,720,3413.24,3414.99
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T09:00:00-04:00,3600,6.02,15.18,2.78,2.35,2.38,2.33,54.43,56.3,52.57,39191.71,1694.24,4335.83,720,3456,3446.55
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-02,2025-09-27T09:00:00-04:00,3600,6.28,12.84,2.93,2.39,2.4,2.39,54.42,56.3,52.54,39183.67,1723.06,4520.68,720,3171.71,3192.78
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T09:00:00-04:00,3600,1.39,1.94,1.09,6.97,7.07,6.87,41.28,41.51,41.03,29719.85,5020.62,999.19,720,0.28,0.26
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-00,2025-09-27T09:00:00-04:00,3600,2.64,9.63,2.01,2.18,2.18,2.17,18.61,18.65,18.57,6698.9,783.5,949.11,360,2.88,2.78
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T09:00:00-04:00,3600,3.17,12.74,2.37,3.08,3.09,3.08,19.37,19.43,19.3,6972.15,1108.62,1139.7,360,2.89,2.76
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T09:00:00-04:00,3600,3.32,6.26,2.78,2.38,2.4,2.36,54.12,55.69,52.54,38963.25,1712.13,2392.63,720,243.24,244.83
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T09:00:00-04:00,3600,3.32,5.85,2.83,2.34,2.34,2.33,54.09,55.65,52.53,38945.35,1683.55,2393.03,720,244.74,238.38
