Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'sector.DL_GTP_Data_Volume_RN_MB','sector.ENDC.Sessions.RN','sector.Intra.CU.HO.Attempts.number','sector.Max.ENDC.Sessions.RN.number','sector.Intra_CU_HO_Attempts_RN','sector.Intra_CU_HO_Success_RN','sector.Intra_CU_HO_Success_Rate_RN_pct','sector.SgNB_Modification_Attempts_RN','sector.SgNB_Modification_Success_RN','sector.SgNB_Modification_Success_Rate_RN_pct','sector.UL_GTP_Data_Volume_RN_MB','sector.Attach_Success_rate_pct_RN','sector.Attach_Success_RN_Num','sector.Attach_Success_RN_Den','sector.Drop_rate_pct_RN','sector.Drop_RN_Num','sector.Drop_RN_Den','sector.DL_Tput_RN_Mbps','sector.UL_Tput_RN_Mbps','sector.UL_TTI_Util_Rate_pct_RN','sector.DL_TTI_Util_Rate_pct_RN','sector.DL_HARQ_Residual_BLER_pct_RN','sector.UL_HARQ_Residual_BLER_pct_RN','sector.Cell_Availability_RN'
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0001,2025-09-27T00:00:00-04:00,3600,121.08,52,,13,0,0,NaN,16,16,100,18.01,100,4,4,0,0,4,87.18,18.62,1.08,0.38,0.14,0.28,100
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0002,2025-09-27T00:00:00-04:00,3600,0.82,12,,3,0,0,NaN,0,0,NaN,0.23,NaN,0,0,NaN,0,0,22.04,4.51,0.06,0.01,0,0.83,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0001,2025-09-27T00:00:00-04:00,3600,1.05,9,,4,0,0,NaN,13,13,100,0.97,76.92,10,13,20,2,10,9.56,9.69,0.12,0.03,22.71,1.46,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0002,2025-09-27T00:00:00-04:00,3600,0,0,,0,0,0,NaN,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0001,2025-09-27T00:00:00-04:00,3600,18.5,6,,4,0,0,NaN,411,411,100,2.6,100,505,505,0.6,3,504,81.47,16.06,0.19,0.07,2.77,0.04,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0002,2025-09-27T00:00:00-04:00,3600,0,0,,0,0,0,NaN,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0001,2025-09-27T00:00:00-04:00,3600,0,0,,0,0,0,NaN,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0002,2025-09-27T00:00:00-04:00,3600,0,0,,0,0,0,NaN,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0001,2025-09-27T00:00:00-04:00,3600,58.06,13,,6,3,3,100,235,235,100,8.97,100,519,519,1.17,6,512,51.77,4.24,0.5,0.26,10.11,0.02,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0002,2025-09-27T00:00:00-04:00,3600,50.82,19,,7,0,0,NaN,300,300,100,9.02,100,769,769,0.39,3,772,22.23,4.12,0.52,0.53,21.99,0.03,100
Global,*,VCP Far Edge,NR,,*,000000*000*-*,,3600,250.34,111,,13,3,3,100,975,975,100,39.8,99.83,1807,1810,0.78,14,1802,47.68,7.01,0.25,0.13,9.82,0.21,100
