Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'AUPFVMInterface.InErrors_VM_AUPF','AUPFVMInterface.InOctets_VM_AUPF','AUPFVMInterface.InPkts_VM_AUPF','AUPFVMInterface.InThruPeakCnt_VM_AUPF','AUPFVMInterface.InThruPeak_VM_AUPF','AUPFVMInterface.OutErrors_VM_AUPF','AUPFVMInterface.OutOctets_VM_AUPF','AUPFVMInterface.OutPkts_VM_AUPF','AUPFVMInterface.OutThruPeakCnt_VM_AUPF','AUPFVMInterface.OutThruPeak_VM_AUPF'
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00-00-EXTERNAL,2025-09-27T17:00:00-04:00,3600,0,55,269012,358,0.25,0,38,262994,358,0.18
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00-01-EXTERNAL,2025-09-27T17:00:00-04:00,3600,0,0,2594,358,0.01,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00-00-INTERNAL,2025-09-27T17:00:00-04:00,3600,0,84,507217,358,0.4,0,81,383087,358,0.37
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00-01-INTERNAL,2025-09-27T17:00:00-04:00,3600,0,0,2585,358,0.01,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01-00-INTERNAL,2025-09-27T17:00:00-04:00,3600,0,202,1115872,357,3.98,0,159,1124435,357,2.75
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01-01-INTERNAL,2025-09-27T17:00:00-04:00,3600,0,0,3534,357,0.01,0,0,0,357,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01-00-MANAGEMENT,2025-09-27T17:00:00-04:00,3600,0,0,30266,357,0.09,0,66,44040,357,3.46
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00-00-EXTERNAL,2025-09-27T17:00:00-04:00,3600,0,47366,57201031,358,849.9,0,46655,44987636,358,788.02
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00-01-EXTERNAL,2025-09-27T17:00:00-04:00,3600,0,48680,57960244,358,628.58,0,48021,45950618,358,631.35
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00-00-INTERNAL,2025-09-27T17:00:00-04:00,3600,0,41,208842,358,0.45,0,74,297683,358,0.85
