Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'AUPFVMInterface.InErrors_VM_AUPF','AUPFVMInterface.InOctets_VM_AUPF','AUPFVMInterface.InPkts_VM_AUPF','AUPFVMInterface.InThruPeakCnt_VM_AUPF','AUPFVMInterface.InThruPeak_VM_AUPF','AUPFVMInterface.OutErrors_VM_AUPF','AUPFVMInterface.OutOctets_VM_AUPF','AUPFVMInterface.OutPkts_VM_AUPF','AUPFVMInterface.OutThruPeakCnt_VM_AUPF','AUPFVMInterface.OutThruPeak_VM_AUPF'
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UIC-00-00-EXTERNAL,2025-09-27T04:00:00-04:00,3600,0,0,10884,716,0.02,0,0,7529,716,0.01
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UIC-00-01-EXTERNAL,2025-09-27T04:00:00-04:00,3600,0,0,3465,716,0.02,0,0,0,716,0
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UIC-00-00-INTERNAL,2025-09-27T04:00:00-04:00,3600,0,48,206324,716,0.22,0,27,177007,716,0.2
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UIC-00-01-INTERNAL,2025-09-27T04:00:00-04:00,3600,0,0,3447,716,0.02,0,0,0,716,0
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UMC-00-00-INTERNAL,2025-09-27T04:00:00-04:00,3600,0,147,1048271,358,2.73,0,148,1094164,358,2.68
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UMC-00-01-INTERNAL,2025-09-27T04:00:00-04:00,3600,0,0,0,358,0,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UMC-00-00-MANAGEMENT,2025-09-27T04:00:00-04:00,3600,0,0,11119,358,0.04,0,0,19748,358,0.05
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UMC-01-00-INTERNAL,2025-09-27T04:00:00-04:00,3600,0,153,1078152,357,2.82,0,157,1124876,357,2.72
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UMC-01-01-INTERNAL,2025-09-27T04:00:00-04:00,3600,0,0,3526,357,0.01,0,0,0,357,0
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UMC-01-00-MANAGEMENT,2025-09-27T04:00:00-04:00,3600,0,0,25304,357,0.02,0,4,21015,357,0.94
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UPC-00-00-EXTERNAL,2025-09-27T04:00:00-04:00,3600,0,322,3428680,716,55.33,0,37,36585,716,55.36
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UPC-00-01-EXTERNAL,2025-09-27T04:00:00-04:00,3600,0,328,3437607,716,19.3,0,42,40201,716,18.95
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UPC-00-00-INTERNAL,2025-09-27T04:00:00-04:00,3600,0,20,162614,716,0.44,0,36,166460,716,0.57
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UPC-00-01-INTERNAL,2025-09-27T04:00:00-04:00,3600,0,0,3002,716,0.01,0,0,0,716,0
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UPC-01-00-EXTERNAL,2025-09-27T04:00:00-04:00,3600,0,209,2250554,716,14.86,0,24,25485,716,14.71
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UPC-01-01-EXTERNAL,2025-09-27T04:00:00-04:00,3600,0,286,2315975,716,111.34,0,102,85852,716,112.27
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UPC-01-00-INTERNAL,2025-09-27T04:00:00-04:00,3600,0,20,162270,716,0.41,0,36,166421,716,0.53
