DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DU,SECTOR,CARRIER,DL_GTP_Data_Volume_RN_MB,ENDC_Sessions_RN,Intra_CU_HO_Attempts_RN,Intra_CU_HO_Success_RN,Intra_CU_HO_Success_Rate_RN_%,Max_ENDC_Sessions_RN,SgNB_Modification_Attempts_RN,SgNB_Modification_Success_RN,SgNB_Modification_Success_Rate_RN_%,UL_GTP_Data_Volume_RN_MB,Attach_Success_rate_%_RN,Attach_Success_RN_Num,Attach_Success_RN_Den,Drop_rate_%_RN,Drop_RN_Num,Drop_RN_Den,DL_Tput_RN_Mbps,UL_Tput_RN_Mbps,UL_TTI_Util_Rate_%_RN,DL_TTI_Util_Rate_%_RN,DL_HARQ_Residual_BLER_%_RN,UL_HARQ_Residual_BLER_%_RN,Cell_Availability_RN,COR_NSA_Cell_Availability,COR_NSA_Cell_NumOf_ENDC_sessions,COR_NSA_Cell_X2AP_SgNBAddRqst,COR_NSA_Cell_DL_Avg_DUu_GTP_TPT,COR_NSA_Cell_DL_Avg_S1U_GTP_TPT
09/27/2025,14,5GNR,Florida,143,Jacksonville,5GNB_NOJACKSONVILLE_VZ_STORE,1431253,0000,0001,01,1042.37,79,29,29,100,23,52,52,100,149.78,99.51,205,206,2.46,5,203,44.19,27.63,6.42,6.88,0.71,0.17,100,100,79,206,9715.55,9688.25
09/27/2025,14,5GNR,Florida,143,Jacksonville,5GNB_NOJACKSONVILLE_VZ_STORE,1431253,0000,0002,01,11.71,13,27,27,100,5,4,4,100,5.26,100,16,16,5.56,1,18,11.64,19.88,0.32,0.29,12.68,0.19,100,100,13,16,109.11,108.64
09/27/2025,14,5GNR,Florida,143,Jacksonville,5GNB_ORANGEPARK_VZ_STORE,1431255,0000,0001,01,285.46,47,20,15,75,14,10,10,100,56.17,97.67,84,86,20.27,15,74,50.21,24.71,2.7,1.65,5.01,0.39,100,100,47,86,2660.71,2652.84
09/27/2025,14,5GNR,Florida,143,Jacksonville,5GNB_ORANGEPARK_VZ_STORE,1431255,0000,0002,01,147.75,17,18,17,94.44,7,15,15,100,43.59,98.64,145,147,22.22,30,135,64.44,32.05,1.6,0.65,3.08,0.02,100,100,17,147,1377.09,1372.45
09/27/2025,14,5GNR,Florida,143,Jacksonville,5GNB_STJOHNJAX_VZ_STORE,1431257,0000,0001,01,1428.94,20,82,81,98.78,12,785,785,100,78.51,99.9,1043,1044,0.67,7,1048,97.14,24.43,3.86,4.3,3.44,0.14,100,100,20,1044,13318.64,13284.74
09/27/2025,14,5GNR,Florida,143,Jacksonville,5GNB_STJOHNJAX_VZ_STORE,1431257,0000,0002,01,240.89,16,86,86,100,10,261,261,100,51.59,100,399,399,1.02,4,392,27.8,30.92,2.19,2.68,3.12,0.06,100,100,16,399,2245.23,2239.64
09/27/2025,14,5GNR,Florida,143,Jacksonville,5GNB_ST_JOHNS_TOWN_CTR_APPLE,1431076,0000,0001,01,582.05,3,17,17,100,4,34,34,100,141.87,97.62,82,84,0,0,80,16.38,5.88,5.68,8.31,0.37,0.05,100,100,3,84,5425.06,5409.72
09/27/2025,14,5GNR,Florida,143,Jacksonville,5GNB_ST_JOHNS_TOWN_CTR_APPLE,1431076,0000,0002,01,88.18,4,21,21,100,4,19,19,100,9.44,100,104,104,1.02,1,98,68.94,4.04,0.56,0.3,1.76,2.28,100,100,4,104,821.92,819.89
09/27/2025,14,5GNR,Florida,143,Jacksonville,5GNB_TALLAHASSEE_VZ_STORE,1431259,0000,0001,01,8528.01,35,37,37,100,14,318,318,100,237.5,100,979,979,0.62,6,969,282.23,4.92,11.52,7.06,1.04,0.12,100,100,35,979,79486.83,79285.84
09/27/2025,14,5GNR,Florida,143,Jacksonville,5GNB_TALLAHASSEE_VZ_STORE,1431259,0000,0002,01,3503.64,44,38,37,97.37,18,682,682,100,71.07,100,1244,1244,0.32,4,1236,70.84,2.23,7.66,11.58,0.42,0.08,100,100,44,1244,32656.25,32578.4
Total,*,*,*,*,*,*,*,*,*,*,15858.98,278,375,367,97.87,23,2180,2180,100,844.78,99.81,4301,4309,1.72,73,4253,91.79,7.01,4.25,4.37,1.24,0.15,100,1000.0,278.0,4309.0,147816.39,147440.41
