Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'AUPF.CpuUsageAvg.percent','AUPF.CpuUsageMax.percent','AUPF.CpuUsageMin.percent','AUPF.DiskUsageAvg.percent','AUPF.DiskUsageMax.percent','AUPF.DiskUsageMin.percent','AUPF.MemUsageAvg.percent','AUPF.MemUsageMax.percent','AUPF.MemUsageMin.percent','AUPF.MemUsageTot.number','AUPF.DiskUsageTot.number','AUPF.CpuUsageTot.number','AUPF.DiskUsageCnt.number','AUPF.InThruPeak_VM.number','AUPF.OutThruPeak_VM.number'
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T08:00:00-04:00,3600,1.43,1.99,1.28,6.91,6.93,6.89,41.57,41.66,41.45,14963.84,2488.01,513.23,360,0.28,0.23
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T08:00:00-04:00,3600,3.74,15.2,2.27,1,1,1,19.08,19.13,19.03,6868.9,359.82,1346,360,2.69,2.72
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T08:00:00-04:00,3600,3.75,7.17,3.28,2.35,2.36,2.35,55.76,55.79,55.75,20074.62,847.83,1348.67,360,373.44,378.63
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T08:00:00-04:00,3600,3.92,6.81,3.54,2.35,2.36,2.35,55.76,55.77,55.74,20072.6,847.82,1411.32,360,874.41,880.34
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T08:00:00-04:00,3600,1.46,2.17,1.3,6.87,6.88,6.85,41.69,41.76,41.62,15007.56,2472.61,523.88,360,0.29,0.25
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T08:00:00-04:00,3600,3.59,13.68,2.32,1.71,1.72,1.71,19.26,19.33,19.22,6933.84,616.23,1294.58,360,2.86,2.72
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T08:00:00-04:00,3600,3.88,6.57,3.34,2.4,2.41,2.4,55.45,55.47,55.44,19963.28,864.94,1398.64,360,449.78,453.03
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T08:00:00-04:00,3600,3.77,6.55,3.29,2.34,2.35,2.34,55.43,55.44,55.41,19953.64,843.96,1354.94,360,1833.94,1869.12
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T08:00:00-04:00,3600,1.9,2.59,1.28,6.7,6.71,6.68,41.12,41.22,41.03,14804.3,2410.88,682.65,360,0.22,0.21
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T08:00:00-04:00,3600,3.34,10.25,2.27,0.79,0.79,0.79,18.43,18.49,18.38,6634.27,284.91,1201.81,360,2.82,2.83
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T08:00:00-04:00,3600,3.27,4.57,2.73,2.3,2.31,2.3,52.93,52.94,52.91,19053.93,829.02,1174.97,360,0.26,0.23
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T08:00:00-04:00,3600,3.27,6.3,2.83,2.3,2.31,2.3,52.84,52.86,52.83,19023.25,829.36,1177,360,0.35,0.33
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T08:00:00-04:00,3600,1.4,1.66,1.22,7.05,7.07,7.03,41.15,41.22,41.08,14814.3,2537.83,503.3,360,0.3,0.25
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-01,2025-09-27T08:00:00-04:00,3600,7.72,9.03,5.35,7.06,7.08,7.04,41.24,41.34,41.18,14848.56,2541.11,2777.92,360,8.28,8.67
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T08:00:00-04:00,3600,5.11,32.91,2.39,2.67,3.33,2.01,20.57,22.52,18.74,14806.8,1918.74,3676.14,720,37.43,25.58
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T08:00:00-04:00,3600,6.54,14.68,2.98,2.36,2.4,2.32,54.47,56.43,52.51,39216.85,1699.54,4709.06,720,3658.59,3639.18
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T08:00:00-04:00,3600,6.5,15.81,2.93,2.34,2.34,2.33,54.49,56.44,52.53,39230.08,1682.96,4682.54,720,3731.38,3734.36
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-02,2025-09-27T08:00:00-04:00,3600,6.65,13.76,2.99,2.37,2.4,2.33,54.5,56.46,52.53,39236.83,1702.12,4787.13,720,3990.99,3997.82
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-03,2025-09-27T08:00:00-04:00,3600,6.85,15.39,3.03,2.33,2.34,2.33,54.48,56.44,52.54,39229.24,1681.27,4930.47,720,3686.29,3698.63
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-04,2025-09-27T08:00:00-04:00,3600,6.68,14.96,2.68,2.33,2.34,2.33,54.48,56.43,52.54,39228.07,1680.87,4808.47,720,3645.81,3642.01
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-01,2025-09-27T08:00:00-04:00,3600,3.12,5.37,1.35,6.99,7.08,6.91,41.35,41.7,41.04,29774.08,5033.11,2243.47,720,3.41,3.57
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T08:00:00-04:00,3600,3.58,23.81,2.19,2.6,3.14,2.06,19.5,20.18,18.89,14036.95,1870.98,2580.04,720,18.38,13.54
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T08:00:00-04:00,3600,5.54,13.31,2.83,2.36,2.4,2.33,54.45,56.33,52.57,39204.37,1702.32,3990.82,720,2861.49,2865.99
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T08:00:00-04:00,3600,5.49,10.3,2.88,2.35,2.38,2.33,54.42,56.29,52.55,39182.88,1693.9,3952.04,720,2564.96,2594.42
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-02,2025-09-27T08:00:00-04:00,3600,5.68,13.61,2.98,2.39,2.4,2.39,54.41,56.29,52.53,39175.08,1722.63,4086.83,720,3329.83,3378.79
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T08:00:00-04:00,3600,1.4,2.19,1.11,6.97,7.08,6.88,41.23,41.46,41.01,29685.33,5023.82,1005.58,720,0.21,0.18
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-00,2025-09-27T08:00:00-04:00,3600,2.66,9.39,2.01,2.18,2.18,2.17,18.54,18.6,18.48,6673.99,783.37,957.95,360,2.88,2.78
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T08:00:00-04:00,3600,3.18,12.85,2.42,3.08,3.08,3.08,19.25,19.32,19.19,6930.3,1108.63,1146.52,360,2.73,2.78
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T08:00:00-04:00,3600,3.32,6.17,2.73,2.38,2.4,2.36,54.1,55.68,52.53,38954.78,1711.69,2389,720,197.58,198.02
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T08:00:00-04:00,3600,3.33,5.87,2.79,2.34,2.34,2.33,54.08,55.64,52.53,38938.28,1683.7,2397.88,720,397.97,402.03
