Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'AUPF.CpuUsageAvg.percent','AUPF.CpuUsageMax.percent','AUPF.CpuUsageMin.percent','AUPF.DiskUsageAvg.percent','AUPF.DiskUsageMax.percent','AUPF.DiskUsageMin.percent','AUPF.MemUsageAvg.percent','AUPF.MemUsageMax.percent','AUPF.MemUsageMin.percent','AUPF.MemUsageTot.number','AUPF.DiskUsageTot.number','AUPF.CpuUsageTot.number','AUPF.DiskUsageCnt.number','AUPF.InThruPeak_VM.number','AUPF.OutThruPeak_VM.number'
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T19:00:00-04:00,3600,1.5,2.17,1.36,6.91,6.93,6.9,42.14,42.22,42.07,15169.53,2488.88,540.21,360,0.39,0.34
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T19:00:00-04:00,3600,3.84,15.24,2.29,1.01,1.01,1.01,19.94,19.99,19.9,7178.16,364.17,1381.34,360,2.95,2.68
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T19:00:00-04:00,3600,4.04,6.93,3.39,2.36,2.36,2.35,55.85,55.87,55.85,20108.47,848.21,1454.62,360,2956.66,2989.23
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T19:00:00-04:00,3600,4.14,6.99,3.64,2.36,2.36,2.35,55.85,55.87,55.84,20106.39,848.15,1491.22,360,885.37,894.05
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T19:00:00-04:00,3600,1.48,1.68,1.32,6.87,6.89,6.86,42.26,42.35,42.17,15211.97,2473.46,533.32,360,0.34,0.31
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T19:00:00-04:00,3600,3.62,13.57,2.39,1.72,1.72,1.72,20.05,20.09,19.99,7217.37,619.27,1302.33,360,2.88,3.02
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T19:00:00-04:00,3600,4.02,7.54,3.49,2.4,2.41,2.4,55.59,55.6,55.58,20012.51,865.03,1445.81,360,822.12,823.26
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T19:00:00-04:00,3600,3.87,5.66,3.39,2.34,2.35,2.34,55.56,55.58,55.55,20003.95,844.14,1393.44,360,482.17,488.12
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T19:00:00-04:00,3600,1.91,2.6,1.3,6.7,6.71,6.68,41.66,41.73,41.6,14999.3,2411.35,685.34,360,0.24,0.21
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T19:00:00-04:00,3600,3.38,10.25,2.37,0.79,0.8,0.79,19.17,19.22,19.13,6899.63,285.82,1217.52,360,2.84,2.5
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T19:00:00-04:00,3600,3.29,6.17,2.78,2.3,2.31,2.3,53.02,53.03,53,19084.96,829.15,1181.97,360,0.26,0.24
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T19:00:00-04:00,3600,3.28,5.76,2.83,2.3,2.31,2.3,52.93,52.94,52.92,19054.94,829.48,1180.82,360,0.37,0.37
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T19:00:00-04:00,3600,1.4,2.03,1.21,7.05,7.07,7.04,41.71,41.82,41.62,15015.28,2539.66,504.91,360,0.23,0.14
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-01,2025-09-27T19:00:00-04:00,3600,9.1,9.79,6.97,7.06,7.07,7.05,41.8,41.88,41.72,15048.59,2542.21,3275.5,360,12.42,13.49
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T19:00:00-04:00,3600,5.47,33.16,2.34,2.71,3.41,2.01,21.58,23.86,19.45,15534.61,1946.45,3936.94,720,42.89,29.2
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T19:00:00-04:00,3600,7.75,16,2.99,2.36,2.4,2.33,54.56,56.53,52.6,39284.6,1699.82,5576.18,720,5032.34,5042.09
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T19:00:00-04:00,3600,7.68,19.58,2.84,2.34,2.34,2.33,54.58,56.54,52.62,39296.38,1683.07,5528.45,720,5528.21,5540.35
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-02,2025-09-27T19:00:00-04:00,3600,7.97,19.85,2.94,2.37,2.4,2.33,54.59,56.56,52.63,39305.55,1703.16,5740.55,720,5632.53,5423.94
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-03,2025-09-27T19:00:00-04:00,3600,8.19,16.79,3.04,2.34,2.34,2.33,54.58,56.53,52.62,39294.7,1681.62,5896.67,720,5096.8,5110.94
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-04,2025-09-27T19:00:00-04:00,3600,8.04,18.8,2.73,2.33,2.34,2.33,54.58,56.53,52.63,39296.27,1681.26,5784.6,720,5431.5,5456.67
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-01,2025-09-27T19:00:00-04:00,3600,3.39,5.82,1.35,7,7.08,6.91,41.93,42.25,41.6,30192.71,5037.27,2439.49,720,4.6,4.95
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T19:00:00-04:00,3600,3.63,24.36,2.27,2.62,3.14,2.1,20.39,21.17,19.66,14680.37,1886.83,2615.7,720,20.53,15.54
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T19:00:00-04:00,3600,6.23,16.52,2.8,2.37,2.4,2.33,54.55,56.43,52.66,39274.4,1703.32,4487.93,720,3581.33,3584.93
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T19:00:00-04:00,3600,6.16,13.94,2.84,2.36,2.38,2.33,54.52,56.39,52.65,39257.88,1696.46,4434.95,720,3947.66,3966.47
