Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'GNB.ENDCAddAtt','GNB.ENDCAddprepSucc','GNB.ENDCAddsucc','GNB.ENDCRelbySgnb.Delta','GNB.ENDCRelbySgnb','GNB.ENDCAddSuccRate'
070,Upstate New York,VCP Edge 1.x,NR,,,0700002,2025-09-27T19:00:00-05:00,3600,11622,11622,11577,,52,99.61
070,Upstate New York,VCP Edge 1.x,NR,,,0700011,2025-09-27T19:00:00-05:00,3600,286,286,285,,1,99.65
070,Upstate New York,VCP Edge 1.x,NR,,,0700012,2025-09-27T19:00:00-05:00,3600,612,612,612,,1,100
070,Upstate New York,VCP Edge 1.x,NR,,,0700021,2025-09-27T19:00:00-05:00,3600,4619,4619,4601,,45,99.61
070,Upstate New York,VCP Edge 1.x,NR,,,0700022,2025-09-27T19:00:00-05:00,3600,2293,2293,2274,,15,99.17
070,Upstate New York,VCP Edge 1.x,NR,,,0700023,2025-09-27T19:00:00-05:00,3600,998,998,995,,19,99.7
070,Upstate New York,VCP Edge 1.x,NR,,,0709001,2025-09-27T19:00:00-05:00,3600,377971,377946,377632,,2964,99.91
070,Upstate New York,VCP Edge 1.x,NR,,,0709002,2025-09-27T19:00:00-05:00,3600,348753,348746,348348,,3061,99.88
070,Upstate New York,VCP Edge 1.x,NR,,,0709003,2025-09-27T19:00:00-05:00,3600,323759,323705,323450,,2000,99.9
070,Upstate New York,VCP Edge 1.x,NR,,,0709004,2025-09-27T19:00:00-05:00,3600,0,0,0,,0,NaN
070,Upstate New York,VCP Edge 1.x,NR,,,0709006,2025-09-27T19:00:00-05:00,3600,3789,3789,3787,,10,99.95
070,Upstate New York,VCP Edge 1.x,NR,,,0709007,2025-09-27T19:00:00-05:00,3600,0,0,0,,0,NaN
070,Upstate New York,VCP Edge 1.x,NR,,,0709089,2025-09-27T19:00:00-05:00,3600,0,0,0,,0,NaN
070,Upstate New York,VCP Edge 1.x,NR,,,0709099,2025-09-27T19:00:00-05:00,3600,234,234,234,,2,100
070,Upstate New York,VCP Edge 1.x,NR,,,0700100,2025-09-27T19:00:00-05:00,3600,38,38,38,,0,100
*,*,VCP Edge 1.x,NR,,,000000*,Total *,3600,1074974,1074888,1073833,,8170,99.89
