Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'ACPF.CpuUsageAvg.percent','ACPF.CpuUsageMax.percent','ACPF.CpuUsageMin.percent','ACPF.DiskUsageAvg.percent','ACPF.DiskUsageMax.percent','ACPF.DiskUsageMin.percent','ACPF.MemUsageAvg.percent','ACPF.MemUsageMax.percent','ACPF.MemUsageMin.percent','ACPF.MemUsageTot.number','ACPF.DiskUsageTot.number','ACPF.CpuUsageTot.number','ACPF.DiskUsageCnt.number','ACPF.InThruPeak_VM.number','ACPF.OutThruPeak_VM.number'
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T14:00:00-04:00,3600,7.47,8.11,6.9,2.46,2.47,2.46,41.17,41.2,41.15,14822.63,886.32,2691,,4.91,4.91
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T14:00:00-04:00,3600,3.71,7.69,2.45,0.66,0.67,0.66,7.59,7.61,7.58,2733.26,239.29,1336.73,,20.27,23.74
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T14:00:00-04:00,3600,1.55,2.36,1.17,12.87,12.88,12.87,85.23,85.24,85.21,30682.35,4634.6,558.53,,21.16,158.78
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-01,2025-09-27T14:00:00-04:00,3600,7.45,8.01,7.1,2.47,2.47,2.46,41.61,41.63,41.59,14980.2,888.09,2681.92,,2.83,3.41
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T14:00:00-04:00,3600,4.5,10.92,3.17,0.72,0.73,0.72,8.48,8.51,8.48,3055.25,259.76,1618.97,,27.25,34.82
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T14:00:00-04:00,3600,1.65,2.35,1.25,12.87,12.88,12.86,85.48,85.49,85.46,30771.53,4633.15,593,,32.97,73.08
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T14:00:00-04:00,3600,6.16,6.49,5.76,2.33,2.33,2.32,40.57,40.59,40.55,14606.36,838.68,2216.99,,0.51,0.31
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-00,2025-09-27T14:00:00-04:00,3600,1.17,3.13,0.93,0.46,0.46,0.46,6.5,6.51,6.5,2340.36,166.17,421.14,,1.42,1.83
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T14:00:00-04:00,3600,0.78,1.24,0.58,12.81,12.82,12.81,84.12,84.14,84.11,30285.07,4612.95,278.09,,0.34,0.24
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T14:00:00-04:00,3600,22.8,44.15,2.91,2.45,2.47,2.43,37.8,38.64,36.97,27219.84,1764.34,16413.16,,204.85,174.02
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T14:00:00-04:00,3600,8.79,22.6,1.18,1.68,2.09,1.3,17.94,24.31,11.81,12914.1,1208.22,6326.84,,459.69,536.23
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T14:00:00-04:00,3600,13.6,28.97,0.5,9.92,9.94,9.91,78.27,79.95,76.61,56357.68,7142,9794.52,,116.23,7234.29
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-02,2025-09-27T14:00:00-04:00,3600,26.78,29.33,25.18,9.93,9.94,9.92,79.88,79.92,79.87,28757.32,3574.02,9641.3,,117.08,7270.21
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-03,2025-09-27T14:00:00-04:00,3600,0.64,1.11,0.53,9.86,9.86,9.85,76.58,76.62,76.55,27566.66,3548.7,229.95,,0.24,0.3
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T14:00:00-04:00,3600,17.22,18.57,16.17,2.47,2.47,2.46,38.84,38.86,38.82,13983.93,888.74,6198.55,,70.68,65.22
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-01,2025-09-27T14:00:00-04:00,3600,3.85,4.37,3.24,2.43,2.44,2.43,36.94,36.96,36.92,13296.74,875.56,1386.76,,0.89,0.82
