Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'ACPF.CpuUsageAvg.percent','ACPF.CpuUsageMax.percent','ACPF.CpuUsageMin.percent','ACPF.DiskUsageAvg.percent','ACPF.DiskUsageMax.percent','ACPF.DiskUsageMin.percent','ACPF.MemUsageAvg.percent','ACPF.MemUsageMax.percent','ACPF.MemUsageMin.percent','ACPF.MemUsageTot.number','ACPF.DiskUsageTot.number','ACPF.CpuUsageTot.number','ACPF.DiskUsageCnt.number','ACPF.InThruPeak_VM.number','ACPF.OutThruPeak_VM.number'
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T10:00:00-04:00,3600,7.23,7.76,6.58,2.46,2.47,2.46,41.12,41.15,41.1,14805.72,886.97,2602.47,,1.94,2.37
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T10:00:00-04:00,3600,3.64,8.33,2.43,0.66,0.66,0.66,7.51,7.53,7.5,2704.1,236.91,1310.31,,15.81,33.88
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T10:00:00-04:00,3600,1.16,1.7,0.97,12.87,12.88,12.87,85.19,85.2,85.17,30666.58,4634.61,418.73,,20.91,62.78
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-01,2025-09-27T10:00:00-04:00,3600,7.38,7.8,7.02,2.47,2.47,2.46,41.56,41.58,41.53,14961.09,888.23,2655.67,,2.78,3.14
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T10:00:00-04:00,3600,4.46,13.93,3.13,0.72,0.72,0.71,8.41,8.44,8.4,3029.59,257.99,1607.04,,26.06,34.85
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T10:00:00-04:00,3600,1.52,2.2,1.15,12.87,12.87,12.87,85.44,85.51,85.42,30757.44,4633,548.52,,32.8,57.02
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T10:00:00-04:00,3600,6.18,6.7,5.92,2.33,2.33,2.32,40.52,40.54,40.5,14587.45,838.26,2224.02,,0.64,0.66
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-00,2025-09-27T10:00:00-04:00,3600,1.17,3.12,0.93,0.46,0.46,0.46,6.42,6.44,6.42,2313.76,165.66,422.67,,1.69,1.55
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T10:00:00-04:00,3600,0.77,1.04,0.56,12.81,12.82,12.81,84.09,84.11,84.08,30272.72,4612.76,277.88,,0.56,0.58
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T10:00:00-04:00,3600,20.46,40.57,2.97,2.45,2.47,2.43,37.74,38.69,36.9,27174,1764.15,14732.63,,175.99,149.06
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T10:00:00-04:00,3600,7.74,22.13,1.07,1.63,1.99,1.29,17.45,23.46,11.7,12567.5,1171.97,5575.16,,412.29,465.17
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T10:00:00-04:00,3600,11.66,25.22,0.5,9.92,9.94,9.9,78.23,79.91,76.56,56325.47,7141.84,8395.43,,104.54,6792.59
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-02,2025-09-27T10:00:00-04:00,3600,22.84,25.4,20.58,9.93,9.94,9.92,79.84,79.88,79.83,28743.29,3573.99,8221.51,,106.19,6612.49
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-03,2025-09-27T10:00:00-04:00,3600,0.64,0.77,0.53,9.86,9.86,9.85,76.54,76.58,76.51,27552.62,3548.24,229.34,,0.27,0.27
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T10:00:00-04:00,3600,15.75,17.46,14.11,2.47,2.47,2.46,38.79,38.81,38.77,13963.3,888.01,5669.92,,64.06,54.88
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-01,2025-09-27T10:00:00-04:00,3600,3.85,4.51,3.14,2.43,2.44,2.43,36.88,36.89,36.85,13274.9,875.53,1384.56,,0.93,0.61
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T10:00:00-04:00,3600,5.72,18.55,1.06,1.55,1.8,1.31,15.3,19.16,11.57,11016.07,1114.23,4121.57,,183.34,200.29
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T10:00:00-04:00,3600,10.87,11.98,9.32,9.92,9.93,9.92,79.76,79.78,79.75,28714.83,3572.65,3911.77,,47.68,3356.02
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-01,2025-09-27T10:00:00-04:00,3600,0.64,1.07,0.53,9.9,9.91,9.9,76.56,76.57,76.54,27559.37,3565.3,229.65,,0.51,0.36
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-02,2025-09-27T10:00:00-04:00,3600,10.64,11.62,9.14,9.92,9.93,9.92,79.71,79.73,79.69,28695.36,3572.52,3832.19,,47.71,2756.31
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-03,2025-09-27T10:00:00-04:00,3600,0.61,0.99,0.49,9.91,9.92,9.91,76.64,76.66,76.63,27592.26,3568.57,217.8,,0.41,0.41
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T10:00:00-04:00,3600,3.49,4.34,3.01,2.44,2.46,2.42,37.14,37.41,36.88,26742.75,1755.92,2512.7,,0.72,1.4
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-00,2025-09-27T10:00:00-04:00,3600,1.31,3.04,1.09,1.28,1.28,1.28,11.52,11.56,11.5,4147.71,460.97,472.87,,1.47,2.42
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T10:00:00-04:00,3600,2.08,6.67,1.18,1.29,1.29,1.29,12.28,12.31,12.26,4418.85,463.05,747.11,,4.09,8.45
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T10:00:00-04:00,3600,0.75,1.19,0.6,9.91,9.93,9.91,77.41,78.18,76.65,55736.85,7139.78,540.79,,3.09,11.11
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-02,2025-09-27T10:00:00-04:00,3600,0.79,1.31,0.55,9.87,9.87,9.85,77.4,78.23,76.58,55728.74,7101.01,569.74,,2.88,10.37
