Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'sector.DL_GTP_Data_Volume_RN_MB','sector.ENDC.Sessions.RN','sector.Intra.CU.HO.Attempts.number','sector.Max.ENDC.Sessions.RN.number','sector.Intra_CU_HO_Attempts_RN','sector.Intra_CU_HO_Success_RN','sector.Intra_CU_HO_Success_Rate_RN_pct','sector.SgNB_Modification_Attempts_RN','sector.SgNB_Modification_Success_RN','sector.SgNB_Modification_Success_Rate_RN_pct','sector.UL_GTP_Data_Volume_RN_MB','sector.Attach_Success_rate_pct_RN','sector.Attach_Success_RN_Num','sector.Attach_Success_RN_Den','sector.Drop_rate_pct_RN','sector.Drop_RN_Num','sector.Drop_RN_Den','sector.DL_Tput_RN_Mbps','sector.UL_Tput_RN_Mbps','sector.UL_TTI_Util_Rate_pct_RN','sector.DL_TTI_Util_Rate_pct_RN','sector.DL_HARQ_Residual_BLER_pct_RN','sector.UL_HARQ_Residual_BLER_pct_RN','sector.Cell_Availability_RN'
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0001,2025-09-27T19:00:00-04:00,3600,227.63,75,,23,1,1,100,79,79,100,40.49,99.31,143,144,2.08,3,144,43.72,21.1,2.3,1.55,4.9,0.16,100
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0002,2025-09-27T19:00:00-04:00,3600,2925.79,11,,4,3,3,100,0,0,NaN,6.53,100,4,4,0,0,2,306.15,10.4,0.52,1.23,0.09,0.09,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0001,2025-09-27T19:00:00-04:00,3600,112.82,35,,12,26,25,96.15,10,10,100,19.8,100,93,93,13.1,11,84,50.78,18.71,1.27,0.65,7.69,0.76,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0002,2025-09-27T19:00:00-04:00,3600,155.95,17,,8,25,25,100,14,14,100,44.45,100,78,78,5.26,4,76,6.53,19.6,2.9,6.95,4.25,0.1,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0001,2025-09-27T19:00:00-04:00,3600,58.48,13,,9,1,1,100,777,777,100,7.71,100,945,945,0.32,3,944,70.88,18.34,0.5,0.24,4.51,0.02,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0002,2025-09-27T19:00:00-04:00,3600,6.3,4,,5,0,0,NaN,217,217,100,1.55,100,310,310,0.32,1,311,28.91,14.73,0.13,0.06,11.3,0.05,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0001,2025-09-27T19:00:00-04:00,3600,43.17,2,,2,8,8,100,11,11,100,14,100,29,29,3.33,1,30,92.52,11.27,0.29,0.11,0.29,0.06,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0002,2025-09-27T19:00:00-04:00,3600,206.83,1,,3,9,9,100,14,14,100,428.33,100,31,31,0,0,30,65.8,34.22,2.93,0.73,0.6,0.01,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0001,2025-09-27T19:00:00-04:00,3600,1426.6,14,,8,19,19,100,255,255,100,21.66,100,765,765,1.45,11,759,327.51,4.15,1.25,1.02,6.71,0.1,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0002,2025-09-27T19:00:00-04:00,3600,1362.63,29,,15,25,24,96,600,600,100,24.91,100,1121,1121,0.55,6,1098,241.06,3.37,1.76,1.32,3.94,0.18,100
Global,*,VCP Far Edge,NR,,*,000000*000*-*,,3600,6526.2,201,,23,117,115,98.29,1977,1977,100,609.42,99.97,3519,3520,1.15,40,3478,97.52,18.54,1.39,1.39,3.97,0.15,100
