DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DU,DL_GTP_Data_Volume_RN_MB,ENDC_Sessions_RN,Intra_CU_HO_Attempts_RN,Intra_CU_HO_Success_RN,Intra_CU_HO_Success_Rate_RN_%,Max_ENDC_Sessions_RN,SgNB_Modification_Attempts_RN,SgNB_Modification_Success_RN,SgNB_Modification_Success_Rate_RN_%,UL_GTP_Data_Volume_RN_MB,Attach_Success_rate_%_RN,Attach_Success_RN_Num,Attach_Success_RN_Den,Drop_rate_%_RN,Drop_RN_Num,Drop_RN_Den,DL_Tput_RN_Mbps,UL_Tput_RN_Mbps,UL_TTI_Util_Rate_%_RN,DL_TTI_Util_Rate_%_RN,DL_HARQ_Residual_BLER_%_RN,UL_HARQ_Residual_BLER_%_RN,Cell_Availability_RN,COR_NSA_Cell_Availability,COR_NSA_Cell_NumOf_ENDC_sessions,COR_NSA_Cell_X2AP_SgNBAddRqst,COR_NSA_Cell_DL_Avg_DUu_GTP_TPT,COR_NSA_Cell_DL_Avg_S1U_GTP_TPT
09/27/2025,15,5GNR,Florida,143,Jacksonville,5GNB_NOJACKSONVILLE_VZ_STORE,1431253,0000,762.97,89,47,47,100,24,78,78,100,72.33,99.2,248,250,5.67,14,247,120.22,23.63,1.81,0.93,2,0.13,100,100,89,250,7111.36,7091.62
09/27/2025,15,5GNR,Florida,143,Jacksonville,5GNB_ORANGEPARK_VZ_STORE,1431255,0000,1180.11,63,81,80,98.77,13,31,31,100,46.06,99.26,269,271,13.48,36,267,3.98,11.89,2.42,43.49,0.16,0.12,100,100,63,271,10999.44,10970.5
09/27/2025,15,5GNR,Florida,143,Jacksonville,5GNB_STJOHNJAX_VZ_STORE,1431257,0000,1051.72,38,64,64,100,9,1047,1047,100,44.81,99.85,1369,1371,0.58,8,1368,139.52,19.1,1.35,1.1,4.75,0.05,100,100,38,1371,9802.71,9777.14
09/27/2025,15,5GNR,Florida,143,Jacksonville,5GNB_ST_JOHNS_TOWN_CTR_APPLE,1431076,0000,235.47,6,35,35,100,3,14,14,100,403.32,98.29,115,117,0,0,113,48.84,18.75,2.52,0.56,0.16,0.04,100,100,6,117,2194.75,2184.71
09/27/2025,15,5GNR,Florida,143,Jacksonville,5GNB_TALLAHASSEE_VZ_STORE,1431259,0000,1186.69,54,198,198,100,19,920,920,100,1702.36,99.76,2121,2126,0.38,8,2094,45.34,26,7.67,3.07,3.3,0.06,100,100,54,2126,11060.73,11020.31
Total,*,*,*,*,*,*,*,*,4416.95,250,425,424,99.76,24,2090,2090,100,2268.87,99.69,4122,4135,1.61,66,4089,12.9,23.54,3.15,9.83,0.45,0.08,100,500.0,250.0,4135.0,41168.99,41044.28
