DAY,HR,5G,REGION,MARKET,MARKET_DESC,DL_GTP_Data_Volume_RN_MB,ENDC_Sessions_RN,Intra_CU_HO_Attempts_RN,Intra_CU_HO_Success_RN,Intra_CU_HO_Success_Rate_RN_%,Max_ENDC_Sessions_RN,SgNB_Modification_Attempts_RN,SgNB_Modification_Success_RN,SgNB_Modification_Success_Rate_RN_%,UL_GTP_Data_Volume_RN_MB,Attach_Success_rate_%_RN,Attach_Success_RN_Num,Attach_Success_RN_Den,Drop_rate_%_RN,Drop_RN_Num,Drop_RN_Den,DL_Tput_RN_Mbps,UL_Tput_RN_Mbps,UL_TTI_Util_Rate_%_RN,DL_TTI_Util_Rate_%_RN,DL_HARQ_Residual_BLER_%_RN,UL_HARQ_Residual_BLER_%_RN,Cell_Availability_RN,COR_NSA_Cell_Availability,COR_NSA_Cell_NumOf_ENDC_sessions,COR_NSA_Cell_X2AP_SgNBAddRqst,COR_NSA_Cell_DL_Avg_DUu_GTP_TPT,COR_NSA_Cell_DL_Avg_S1U_GTP_TPT,DL_GTP_Data_Volume_MB,ENDC_Sessions,Intra_CU_HO_Attempts,Intra_CU_HO_Success,Intra_CU_HO_Success_Rate_%,Max_ENDC_Sessions,SgNB_Modification_Attempts,SgNB_Modification_Success,SgNB_Modification_Success_Rate_%,UL_GTP_Data_Volume_MB,Drop_Den,Drop_Num,Drop_rate_%,Attach_Success_Den,Attach_Success_Num,Attach_Success_rate_%
09/27/2025,10,5GNR,Florida,143,Jacksonville,2857.06,208,271,269,99.26,19,2005,2005,100,456.03,99.44,3762,3783,1.07,40,3737,47.92,10.94,1.87,1.69,1.5,0.11,100,100,208,3783,26629.77,26554.69,2857.06,196,271,269,99.26,21,2011,2005,99.7,456.03,3737,40,1.07,3783,3762,99.44
Total,*,*,*,*,*,2857.06,208,271,269,99.26,19,2005,2005,100,456.03,99.44,3762,3783,1.07,40,3737,47.92,10.94,1.87,1.69,1.5,0.11,100,100.0,208.0,3783.0,26629.77,26554.69,2857.06,196.0,271,269,99.26,21,2011.0,2005.0,99.7,456.03,3737,40,1.07,3783,3762,99.44
