Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'DU.DL_GTP_Data_Volume_RN_MB','DU.ENDC.Sessions.RN','DU.Intra.CU.HO.Attempts.number','DU.Max.ENDC.Sessions.RN.number','DU.Intra_CU_HO_Attempts_RN','DU.Intra_CU_HO_Success_RN','DU.Intra_CU_HO_Success_Rate_RN_pct','DU.SgNB_Modification_Attempts_RN','DU.SgNB_Modification_Success_RN','DU.SgNB_Modification_Success_Rate_RN_pct','DU.UL_GTP_Data_Volume_RN_MB','DU.Attach_Success_rate_pct_RN','DU.Attach_Success_RN_Num','DU.Attach_Success_RN_Den','DU.Drop_rate_pct_RN','DU.Drop_RN_Num','DU.Drop_RN_Den','DU.DL_Tput_RN_Mbps','DU.UL_Tput_RN_Mbps','DU.UL_TTI_Util_Rate_pct_RN','DU.DL_TTI_Util_Rate_pct_RN','DU.DL_HARQ_Residual_BLER_pct_RN','DU.UL_HARQ_Residual_BLER_pct_RN','DU.Cell_Availability_RN'
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000,2025-09-27T14:00:00-04:00,3600,1054.07,92,,23,56,56,100,56,56,100,155.04,99.55,221,222,2.71,6,221,42.86,27.26,3.37,3.59,1.02,0.17,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000,2025-09-27T14:00:00-04:00,3600,433.21,64,,14,38,32,84.21,25,25,100,99.76,98.28,229,233,21.53,45,209,54.23,27.44,2.15,1.15,4.43,0.25,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000,2025-09-27T14:00:00-04:00,3600,1669.82,36,,12,168,167,99.4,1046,1046,100,130.09,99.93,1442,1443,0.76,11,1440,70.56,26.78,3.02,3.49,3.32,0.11,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000,2025-09-27T14:00:00-04:00,3600,670.23,7,,4,38,38,100,53,53,100,151.31,98.94,186,188,0.56,1,178,18.21,5.71,3.12,4.3,0.41,0.23,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000,2025-09-27T14:00:00-04:00,3600,12031.65,79,,18,75,74,98.67,1000,1000,100,308.58,100,2223,2223,0.45,10,2205,150.9,3.85,9.59,9.32,0.65,0.1,100
Global,*,VCP Far Edge,NR,,*,000000*000*,,3600,15858.98,278,,23,375,367,97.87,2180,2180,100,844.78,99.81,4301,4309,1.72,73,4253,91.79,7.01,4.25,4.37,1.24,0.15,100
