Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'ACPF.CpuUsageAvg.percent','ACPF.CpuUsageMax.percent','ACPF.CpuUsageMin.percent','ACPF.DiskUsageAvg.percent','ACPF.DiskUsageMax.percent','ACPF.DiskUsageMin.percent','ACPF.MemUsageAvg.percent','ACPF.MemUsageMax.percent','ACPF.MemUsageMin.percent','ACPF.MemUsageTot.number','ACPF.DiskUsageTot.number','ACPF.CpuUsageTot.number','ACPF.DiskUsageCnt.number','ACPF.InThruPeak_VM.number','ACPF.OutThruPeak_VM.number'
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T15:00:00-04:00,3600,7.61,8.42,6.84,2.46,2.47,2.46,41.19,41.21,41.17,14828.32,886.91,2737.77,,5.7,5.88
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T15:00:00-04:00,3600,3.81,9.26,2.48,0.67,0.67,0.67,7.61,7.64,7.6,2740.07,240.33,1373.55,,26.58,27.43
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T15:00:00-04:00,3600,1.82,2.62,1.31,12.88,12.88,12.87,85.24,85.25,85.22,30686.52,4635,656.96,,21.74,164.13
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-01,2025-09-27T15:00:00-04:00,3600,7.44,7.93,6.91,2.47,2.47,2.46,41.62,41.65,41.6,14984.43,888.15,2677.1,,3.15,3.66
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T15:00:00-04:00,3600,4.59,12.61,3.14,0.72,0.73,0.72,8.51,8.53,8.49,3061.94,260.21,1654.31,,29.96,35.08
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T15:00:00-04:00,3600,1.64,2.34,1.24,12.87,12.88,12.87,85.48,85.56,85.47,30774.37,4633.24,589.02,,32.91,72
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T15:00:00-04:00,3600,6.17,6.75,5.94,2.33,2.33,2.32,40.58,40.6,40.56,14609.26,838.23,2221.28,,0.66,0.65
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-00,2025-09-27T15:00:00-04:00,3600,1.18,3.19,0.94,0.46,0.46,0.46,6.51,6.52,6.5,2343.72,166.15,422.59,,1.92,2.67
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T15:00:00-04:00,3600,0.77,0.95,0.54,12.81,12.82,12.81,84.13,84.14,84.12,30286.56,4612.57,277.9,,0.57,0.5
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T15:00:00-04:00,3600,22.48,43.72,2.97,2.45,2.47,2.43,37.82,38.66,36.98,27229.62,1764.72,16188.59,,204.03,176.94
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T15:00:00-04:00,3600,8.69,27.01,1.11,1.69,2.11,1.29,18.02,24.47,11.84,12979.11,1214.31,6253.8,,453.47,528.56
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T15:00:00-04:00,3600,13.35,28.98,0.5,9.92,9.94,9.9,78.28,80.01,76.62,56363.9,7141.93,9611.08,,117.9,6543.76
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-02,2025-09-27T15:00:00-04:00,3600,26.28,28.21,24.59,9.93,9.95,9.92,79.89,79.92,79.87,28760.69,3574.03,9461.17,,115.43,7045.32
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-03,2025-09-27T15:00:00-04:00,3600,0.64,0.76,0.52,9.86,9.86,9.85,76.58,76.62,76.55,27568.02,3548.27,229.68,,0.47,0.45
