DAY,HR,5G,REGION,MARKET,MARKET_DESC,DL_GTP_Data_Volume_RN_MB,ENDC_Sessions_RN,Intra_CU_HO_Attempts_RN,Intra_CU_HO_Success_RN,Intra_CU_HO_Success_Rate_RN_%,Max_ENDC_Sessions_RN,SgNB_Modification_Attempts_RN,SgNB_Modification_Success_RN,SgNB_Modification_Success_Rate_RN_%,UL_GTP_Data_Volume_RN_MB,Attach_Success_rate_%_RN,Attach_Success_RN_Num,Attach_Success_RN_Den,Drop_rate_%_RN,Drop_RN_Num,Drop_RN_Den,DL_Tput_RN_Mbps,UL_Tput_RN_Mbps,UL_TTI_Util_Rate_%_RN,DL_TTI_Util_Rate_%_RN,DL_HARQ_Residual_BLER_%_RN,UL_HARQ_Residual_BLER_%_RN,Cell_Availability_RN,COR_NSA_Cell_Availability,COR_NSA_Cell_NumOf_ENDC_sessions,COR_NSA_Cell_X2AP_SgNBAddRqst,COR_NSA_Cell_DL_Avg_DUu_GTP_TPT,COR_NSA_Cell_DL_Avg_S1U_GTP_TPT,DL_GTP_Data_Volume_MB,ENDC_Sessions,Intra_CU_HO_Attempts,Intra_CU_HO_Success,Intra_CU_HO_Success_Rate_%,Max_ENDC_Sessions,SgNB_Modification_Attempts,SgNB_Modification_Success,SgNB_Modification_Success_Rate_%,UL_GTP_Data_Volume_MB,Drop_Den,Drop_Num,Drop_rate_%,Attach_Success_Den,Attach_Success_Num,Attach_Success_rate_%
09/27/2025,16,5GNR,Florida,143,Jacksonville,7287.38,227,323,321,99.38,24,1996,1996,100,402.94,99.93,4080,4083,1.88,76,4037,60.34,7.13,2.39,3.29,1.56,0.13,100,100,227,4083,67923.3,67745.74,7287.38,207,323,321,99.38,25,2008,1996,99.4,402.94,4037,76,1.88,4083,4080,99.93
Total,*,*,*,*,*,7287.38,227,323,321,99.38,24,1996,1996,100,402.94,99.93,4080,4083,1.88,76,4037,60.34,7.13,2.39,3.29,1.56,0.13,100,100.0,227.0,4083.0,67923.3,67745.74,7287.38,207.0,323,321,99.38,25,2008.0,1996.0,99.4,402.94,4037,76,1.88,4083,4080,99.93
