Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'RanMarket.DL_GTP_Data_Volume_RN_MB','RanMarket.ENDC.Sessions.RN','RanMarket.Intra.CU.HO.Attempts.number','RanMarket.Max.ENDC.Sessions.RN.number','RanMarket.Intra_CU_HO_Attempts_RN','RanMarket.Intra_CU_HO_Success_RN','RanMarket.Intra_CU_HO_Success_Rate_RN_pct','RanMarket.SgNB_Modification_Attempts_RN','RanMarket.SgNB_Modification_Success_RN','RanMarket.SgNB_Modification_Success_Rate_RN_pct','RanMarket.UL_GTP_Data_Volume_RN_MB','RanMarket.Attach_Success_rate_pct_RN','RanMarket.Attach_Success_RN_Num','RanMarket.Attach_Success_RN_Den','RanMarket.Drop_rate_pct_RN','RanMarket.Drop_RN_Num','RanMarket.Drop_RN_Den','RanMarket.DL_Tput_RN_Mbps','RanMarket.UL_Tput_RN_Mbps','RanMarket.UL_TTI_Util_Rate_pct_RN','RanMarket.DL_TTI_Util_Rate_pct_RN','RanMarket.DL_HARQ_Residual_BLER_pct_RN','RanMarket.UL_HARQ_Residual_BLER_pct_RN','RanMarket.Cell_Availability_RN'
Global,Florida,VCP Far Edge,NR,,,143,2025-09-27T13:00:00-04:00,3600,5045.27,264,429,25,429,415,96.74,2082,2082,100,372.7,99.93,4075,4078,1.79,72,4032,30.34,6.42,2.93,4.44,1.22,0.12,100
Global,*,VCP Far Edge,NR,,,00*,,3600,5045.27,264,429,25,429,415,96.74,2082,2082,100,372.7,99.93,4075,4078,1.79,72,4032,30.34,6.42,2.93,4.44,1.22,0.12,100
