DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DUNAME,DU,SECTOR,CARRIER,5GNR_ENDC_Drop%,5GNR_ENDC_Drop_%_num,5GNR_ENDC_Drop_%_den,S5NR_Cell_Availability_%,ErabAddAtt_per_GNB,ErabAddSucc_per_GNB,S5NR_DLMACLayerDataVolume_MB,S5NR_DLPRBUtilization_%,S5NR_DLUserPerceivedTput_Mbps,S5NR_PDCCH_SlotRationBlocking_DL_%,S5NR_PDCCH_SlotRationBlocking_Tot_%,S5NR_PDCCH_SlotRationBlocking_UL_%,S5NR_PUCCH_BLER_%,S5NR_PUCCHAvgSINR_dB,S5NR_PUSCHAvgSINR_dB,S5NR_TotalDLRLCLayerDataVolume_MB,S5NR_TotalERABSetupFailureRate_%,S5NR_TotalULRLCLayerDataVolume_MB,S5NR_ULMACLayerDataVolume_MB,S5NR_ULPRBUtilization_%,S5NR_ULUserPerceivedTput_Mbps,S5NC_DRBDrop_%_SA,S5NC_NRDCAdd_MN_Succ_%_SA,S5NC_NGSetupFailure_%_SA,S5NC_RRCSetupFailure_%_SA,S5NC_EPSFB_IRAT_HO_PrepFailure_%_SA,S5NC_EmergFB_IRAT_HO_Failure_%_SA,S5NC_EPSFB_IRAT_HO_Failure_%_SA,RssiPathAvg_Path0,RssiPathAvg_Path1,RssiPathAvg_Path2,RssiPathAvg_Path3,RssiPathAvg,S5NR_PDCCH_Blocking_Tot_%,S5NC_MaxUENo_SPID125,S5ND_TotalMACDataVolumeDL_MB_SPID125,S5ND_DLUeThru_Mbps_SPID125,S5NC_ERAB_Drop_Rate_FWA_%_num,S5NC_ERAB_Drop_Rate_FWA_%,S5NC_ERABSetupFailureRate%_QCI132,S5NR_TotalERABSetupFailureRate_%_num,S5NR_TotalERABSetupFailureRate_%_den,S5NC_DRBDrop_num_SA,S5NC_DRBDrop_den_SA,S5NC_DRBSetupFail_%_SA,S5NC_DRBSetupFail_num_SA,S5NC_DRBSetupFail_den_SA,S5NR_IntragNBHOFailRate_%,S5NR_IntragNBHOFailRate_den,S5NR_IntragNBHOFailRate_num,S5NR_IntergNBHOFailRate_%,S5NR_IntergNBHOFailRate_den,S5NR_IntergNBHOFailRate_num,S5NR_AvgRRCconnectedUsersPerDU_PerCell,Sum_DLRLCDataVolume_MB
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,181,10,0.46,11,2375,100,1398,1398,17227.59,10.65,171.3,1.79,1.31,0.63,0.52,8.12,14.03,14753.56,0,945.59,1669.78,16.56,2.85,0.17,NaN,0,0.14,0,NaN,0,-89.39,-89.31,-89.48,-89.41,-89.37,0.58,7,2046.64,572.62,0,0,0,0,1398,5,2876,0,0,2799,0.22,894,2,0,49,0,18.85,17821.67
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,181,11,0.31,3,978,100,849,849,6417.43,6.01,164.09,0.78,0.72,0.62,0.59,8.27,16.47,5347.53,0,304.83,460.5,5.9,3.51,0.41,NaN,0,0.18,0,NaN,0,-91.97,-91.95,-91.94,-91.97,-91.95,0.54,2,108.79,NaN,0,0,0,0,849,2,492,0,0,569,0.44,453,2,0,8,0,6.65,5597.15
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,182,10,0.61,16,2604,100,974,974,11350.2,6.36,235.16,2.88,1.88,0.28,1.24,8.59,16.6,10010.68,0,807.5,1504.14,12.32,7.58,0.2,NaN,0.07,0.53,0,NaN,0,-87.99,-88.12,-88.09,-88.1,-88.11,0.94,1,0.96,0,0,0,0,0,974,3,1512,0,0,1511,0.43,1411,6,4.08,49,2,11.13,11827.73
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,182,11,0.16,1,636,100,313,313,3228.86,2.78,261.32,0.36,0.4,0.48,1.08,8.72,17.81,2145.86,0,231.17,395.6,4.42,10.09,0.78,NaN,0,0.62,0,NaN,0,-91.52,-91.66,-91.52,-91.5,-91.48,0.35,0,0,NaN,0,NaN,NaN,0,313,2,258,0,0,339,0.28,360,1,0,8,0,2.48,2619.66
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,183,10,0.59,7,1187,100,351,351,3747.19,2.26,184.63,1.31,1.03,0.51,1.45,8.83,16.71,3364.08,0,143.48,242.06,2.36,2.56,0.34,NaN,0,0.34,0,NaN,0,-89.38,-89.39,-89.45,-89.55,-89.45,0.91,1,0.01,NaN,0,NaN,NaN,0,351,2,582,0,0,595,1.23,816,10,0,18,0,3.51,3716.98
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,183,11,0,0,241,100,77,77,897.89,0.81,206.64,0.35,0.39,0.56,3.06,8.68,18.04,735.49,0,45.25,70.84,0.94,6.1,0,NaN,0,0,0,NaN,0,-92.53,-92.68,-92.58,-92.76,-92.71,0.47,0,0,NaN,0,NaN,NaN,0,77,0,127,0,0,152,1.62,185,3,33.33,3,1,0.73,880.46
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,400_277_HD,2265,64,7,6.01,45,749,100,318,318,303.89,5.21,18.8,3.03,2.55,1.39,16.27,8.92,12.6,319.36,0,3.47,46.44,0.98,2.36,0.28,NaN,0,2.67,0,NaN,0,-99.33,-99.24,-99.37,-99.31,-99.31,2.69,0,0,NaN,0,NaN,NaN,0,318,2,722,0.2,2,1012,0,320,0,0,21,0,1.03,513.38
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,400_277_HD,2265,65,7,2.4,28,1167,100,510,508,719.03,10.08,16.68,4.45,3.44,1.86,9.44,9.12,11.59,536.85,0.39,7.67,107.58,2.36,1.82,0.23,NaN,0,0.26,0,NaN,0,-99.8,-100.12,-98.98,-100.32,-99.81,3.44,0,0,NaN,0,NaN,NaN,2,510,4,1761,0,0,2385,0,487,0,0,56,0,1.94,1141.29
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,400_277_HD,2265,66,7,9.2,52,565,100,230,230,236.89,4.98,2.77,2.97,2.19,0.67,30.1,8.65,11.52,92.22,0,2.45,60.16,1.24,2.39,1.11,NaN,0,4.45,0,NaN,0,-100.06,-100.4,-99.92,-100.38,-100.19,2.47,0,0,NaN,0,NaN,NaN,0,230,11,993,0.43,5,1157,0,276,0,0,6,0,0.58,354.87
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,400_277_HD,3265,64,10,0.59,6,1019,100,277,277,3625.28,2.56,174.01,0.93,0.67,0.31,3.44,6.56,7.35,2445.53,0,91.99,194.57,8.29,1.05,1.71,NaN,0,0.38,0,NaN,0,-73.14,-72.95,-72.47,-72.91,-72.45,0.57,0,0,NaN,0,NaN,NaN,0,277,11,642,0.36,2,560,0.13,750,1,0,17,0,3.86,3464.58
