DAY,HR,5G,REGION,MARKET,MARKET_DESC,DL_GTP_Data_Volume_RN_MB,ENDC_Sessions_RN,Intra_CU_HO_Attempts_RN,Intra_CU_HO_Success_RN,Intra_CU_HO_Success_Rate_RN_%,Max_ENDC_Sessions_RN,SgNB_Modification_Attempts_RN,SgNB_Modification_Success_RN,SgNB_Modification_Success_Rate_RN_%,UL_GTP_Data_Volume_RN_MB,Attach_Success_rate_%_RN,Attach_Success_RN_Num,Attach_Success_RN_Den,Drop_rate_%_RN,Drop_RN_Num,Drop_RN_Den,DL_Tput_RN_Mbps,UL_Tput_RN_Mbps,UL_TTI_Util_Rate_%_RN,DL_TTI_Util_Rate_%_RN,DL_HARQ_Residual_BLER_%_RN,UL_HARQ_Residual_BLER_%_RN,Cell_Availability_RN,COR_NSA_Cell_Availability,COR_NSA_Cell_NumOf_ENDC_sessions,COR_NSA_Cell_X2AP_SgNBAddRqst,COR_NSA_Cell_DL_Avg_DUu_GTP_TPT,COR_NSA_Cell_DL_Avg_S1U_GTP_TPT,DL_GTP_Data_Volume_MB,ENDC_Sessions,Intra_CU_HO_Attempts,Intra_CU_HO_Success,Intra_CU_HO_Success_Rate_%,Max_ENDC_Sessions,SgNB_Modification_Attempts,SgNB_Modification_Success,SgNB_Modification_Success_Rate_%,UL_GTP_Data_Volume_MB,Drop_Den,Drop_Num,Drop_rate_%,Attach_Success_Den,Attach_Success_Num,Attach_Success_rate_%
09/27/2025,12,5GNR,Florida,143,Jacksonville,4140.43,249,260,252,96.92,23,2007,2007,100,830.53,99.72,3982,3993,2,79,3945,61.52,14.31,2.38,1.8,2.64,0.12,100,100,249,3993,38591.56,38482.27,4140.43,235,260,252,96.92,24,2017,2006,99.45,830.53,3945,79,2,3993,3983,99.75
Total,*,*,*,*,*,4140.43,249,260,252,96.92,23,2007,2007,100,830.53,99.72,3982,3993,2,79,3945,61.52,14.31,2.38,1.8,2.64,0.12,100,100.0,249.0,3993.0,38591.56,38482.27,4140.43,235.0,260,252,96.92,24,2017.0,2006.0,99.45,830.53,3945,79,2,3993,3983,99.75
