Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'AUPFVMInterface.InErrors_VM_AUPF','AUPFVMInterface.InOctets_VM_AUPF','AUPFVMInterface.InPkts_VM_AUPF','AUPFVMInterface.InThruPeakCnt_VM_AUPF','AUPFVMInterface.InThruPeak_VM_AUPF','AUPFVMInterface.OutErrors_VM_AUPF','AUPFVMInterface.OutOctets_VM_AUPF','AUPFVMInterface.OutPkts_VM_AUPF','AUPFVMInterface.OutThruPeakCnt_VM_AUPF','AUPFVMInterface.OutThruPeak_VM_AUPF'
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UIC-00-00-EXTERNAL,2025-09-27T02:00:00-04:00,3600,0,0,11088,716,0.02,0,0,7637,716,0.01
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UIC-00-01-EXTERNAL,2025-09-27T02:00:00-04:00,3600,0,0,3468,716,0.02,0,0,0,716,0
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UIC-00-00-INTERNAL,2025-09-27T02:00:00-04:00,3600,0,47,210225,716,0.35,0,28,180899,716,0.37
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UIC-00-01-INTERNAL,2025-09-27T02:00:00-04:00,3600,0,0,3447,716,0.02,0,0,0,716,0
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UMC-00-00-INTERNAL,2025-09-27T02:00:00-04:00,3600,0,146,1044890,358,2.91,0,148,1094024,358,2.63
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UMC-00-01-INTERNAL,2025-09-27T02:00:00-04:00,3600,0,0,0,358,0,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UMC-00-00-MANAGEMENT,2025-09-27T02:00:00-04:00,3600,0,0,10286,358,0.02,0,0,19781,358,0.05
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UMC-01-00-INTERNAL,2025-09-27T02:00:00-04:00,3600,0,157,1099636,358,2.69,0,159,1141962,358,2.66
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UMC-01-01-INTERNAL,2025-09-27T02:00:00-04:00,3600,0,0,3537,358,0.01,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UMC-01-00-MANAGEMENT,2025-09-27T02:00:00-04:00,3600,0,0,25132,358,0.02,0,4,21090,358,0.52
