DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DU,SECTOR,CARRIER,DL_GTP_Data_Volume_RN_MB,ENDC_Sessions_RN,Intra_CU_HO_Attempts_RN,Intra_CU_HO_Success_RN,Intra_CU_HO_Success_Rate_RN_%,Max_ENDC_Sessions_RN,SgNB_Modification_Attempts_RN,SgNB_Modification_Success_RN,SgNB_Modification_Success_Rate_RN_%,UL_GTP_Data_Volume_RN_MB,Attach_Success_rate_%_RN,Attach_Success_RN_Num,Attach_Success_RN_Den,Drop_rate_%_RN,Drop_RN_Num,Drop_RN_Den,DL_Tput_RN_Mbps,UL_Tput_RN_Mbps,UL_TTI_Util_Rate_%_RN,DL_TTI_Util_Rate_%_RN,DL_HARQ_Residual_BLER_%_RN,UL_HARQ_Residual_BLER_%_RN,Cell_Availability_RN,COR_NSA_Cell_Availability,COR_NSA_Cell_NumOf_ENDC_sessions,COR_NSA_Cell_X2AP_SgNBAddRqst,COR_NSA_Cell_DL_Avg_DUu_GTP_TPT,COR_NSA_Cell_DL_Avg_S1U_GTP_TPT
09/27/2025,13,5GNR,Florida,143,Jacksonville,5GNB_NOJACKSONVILLE_VZ_STORE,1431253,0000,0001,01,458.38,77,22,21,95.45,25,50,50,100,64.81,100,181,181,3.68,7,190,7.26,6.67,11.62,18.53,0.64,0.06,100,100,77,181,4272.38,4259.68
09/27/2025,13,5GNR,Florida,143,Jacksonville,5GNB_NOJACKSONVILLE_VZ_STORE,1431253,0000,0002,01,32.78,11,30,30,100,6,8,8,100,5.24,100,20,20,0,0,11,72.47,20.04,0.31,0.13,3.51,0.13,100,100,11,20,305.49,304.54
09/27/2025,13,5GNR,Florida,143,Jacksonville,5GNB_ORANGEPARK_VZ_STORE,1431255,0000,0001,01,207.37,50,111,103,92.79,18,24,24,100,31.92,100,159,159,16.79,23,137,18.26,21,1.82,3.31,6.35,0.61,100,100,50,159,1932.79,1926.89
09/27/2025,13,5GNR,Florida,143,Jacksonville,5GNB_ORANGEPARK_VZ_STORE,1431255,0000,0002,01,165.89,19,107,104,97.2,10,18,18,100,36.98,100,134,134,16.54,21,127,50.96,22.29,1.99,0.95,3.4,0.2,100,100,19,134,1546.17,1540.96
09/27/2025,13,5GNR,Florida,143,Jacksonville,5GNB_STJOHNJAX_VZ_STORE,1431257,0000,0001,01,170.29,18,61,60,98.36,9,705,705,100,27.63,99.89,941,942,0.97,9,930,23.21,24.15,1.35,2.18,1.53,0.05,100,100,18,942,1587.21,1582.67
09/27/2025,13,5GNR,Florida,143,Jacksonville,5GNB_STJOHNJAX_VZ_STORE,1431257,0000,0002,01,402.99,20,49,49,100,9,284,284,100,90.39,100,425,425,0.69,3,436,72.48,43.68,2.38,1.7,2.59,0.08,100,100,20,425,3756.11,3744.95
09/27/2025,13,5GNR,Florida,143,Jacksonville,5GNB_ST_JOHNS_TOWN_CTR_APPLE,1431076,0000,0001,01,41.45,2,1,1,100,3,14,14,100,6.8,95,19,20,0,0,19,68.66,5.77,0.28,0.14,0.47,0.05,100,100,2,20,386.32,385.14
09/27/2025,13,5GNR,Florida,143,Jacksonville,5GNB_ST_JOHNS_TOWN_CTR_APPLE,1431076,0000,0002,01,4.93,4,1,1,100,3,32,32,100,1.26,100,56,56,1.79,1,56,27.61,2.65,0.12,0.04,5,0.52,100,100,4,56,45.93,45.76
09/27/2025,13,5GNR,Florida,143,Jacksonville,5GNB_TALLAHASSEE_VZ_STORE,1431259,0000,0001,01,661.37,30,27,27,100,13,256,256,100,60.57,99.89,875,876,0.35,3,859,21.19,4.52,3.19,7.3,1.01,0.12,100,100,30,876,6164.37,6147.72
09/27/2025,13,5GNR,Florida,143,Jacksonville,5GNB_TALLAHASSEE_VZ_STORE,1431259,0000,0002,01,2899.85,33,20,19,95,14,691,691,100,47.11,100,1265,1265,0.39,5,1267,66.94,1.82,6.27,10.13,0.55,0.1,100,100,33,1265,27028.54,26962.24
Total,*,*,*,*,*,*,*,*,*,*,5045.27,264,429,415,96.74,25,2082,2082,100,372.7,99.93,4075,4078,1.79,72,4032,30.34,6.42,2.93,4.44,1.22,0.12,100,1000.0,264.0,4078.0,47025.31,46900.55
