DAY,HR,5G,REGION,MARKET,MARKET_DESC,DL_GTP_Data_Volume_RN_MB,ENDC_Sessions_RN,Intra_CU_HO_Attempts_RN,Intra_CU_HO_Success_RN,Intra_CU_HO_Success_Rate_RN_%,Max_ENDC_Sessions_RN,SgNB_Modification_Attempts_RN,SgNB_Modification_Success_RN,SgNB_Modification_Success_Rate_RN_%,UL_GTP_Data_Volume_RN_MB,Attach_Success_rate_%_RN,Attach_Success_RN_Num,Attach_Success_RN_Den,Drop_rate_%_RN,Drop_RN_Num,Drop_RN_Den,DL_Tput_RN_Mbps,UL_Tput_RN_Mbps,UL_TTI_Util_Rate_%_RN,DL_TTI_Util_Rate_%_RN,DL_HARQ_Residual_BLER_%_RN,UL_HARQ_Residual_BLER_%_RN,Cell_Availability_RN,COR_NSA_Cell_Availability,COR_NSA_Cell_NumOf_ENDC_sessions,COR_NSA_Cell_X2AP_SgNBAddRqst,COR_NSA_Cell_DL_Avg_DUu_GTP_TPT,COR_NSA_Cell_DL_Avg_S1U_GTP_TPT,DL_GTP_Data_Volume_MB,ENDC_Sessions,Intra_CU_HO_Attempts,Intra_CU_HO_Success,Intra_CU_HO_Success_Rate_%,Max_ENDC_Sessions,SgNB_Modification_Attempts,SgNB_Modification_Success,SgNB_Modification_Success_Rate_%,UL_GTP_Data_Volume_MB,Drop_Den,Drop_Num,Drop_rate_%,Attach_Success_Den,Attach_Success_Num,Attach_Success_rate_%
09/27/2025,14,5GNR,Florida,143,Jacksonville,15858.98,278,375,367,97.87,23,2180,2180,100,844.78,99.81,4301,4309,1.72,73,4253,91.79,7.01,4.25,4.37,1.24,0.15,100,100,278,4309,147816.39,147440.41,15858.98,259,375,367,97.87,24,2190,2181,99.59,844.78,4254,73,1.72,4308,4301,99.84
Total,*,*,*,*,*,15858.98,278,375,367,97.87,23,2180,2180,100,844.78,99.81,4301,4309,1.72,73,4253,91.79,7.01,4.25,4.37,1.24,0.15,100,100.0,278.0,4309.0,147816.39,147440.41,15858.98,259.0,375,367,97.87,24,2190.0,2181.0,99.59,844.78,4254,73,1.72,4308,4301,99.84
