Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'AUPF.CpuUsageAvg.percent','AUPF.CpuUsageMax.percent','AUPF.CpuUsageMin.percent','AUPF.DiskUsageAvg.percent','AUPF.DiskUsageMax.percent','AUPF.DiskUsageMin.percent','AUPF.MemUsageAvg.percent','AUPF.MemUsageMax.percent','AUPF.MemUsageMin.percent','AUPF.MemUsageTot.number','AUPF.DiskUsageTot.number','AUPF.CpuUsageTot.number','AUPF.DiskUsageCnt.number','AUPF.InThruPeak_VM.number','AUPF.OutThruPeak_VM.number'
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T20:00:00-04:00,3600,1.49,2.43,1.35,6.92,6.93,6.9,42.2,42.27,42.12,15192.94,2489.68,537.04,360,0.42,0.42
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T20:00:00-04:00,3600,3.82,15.42,2.19,1.01,1.02,1.01,19.98,20.04,19.95,7194.79,363.95,1375.24,360,3.48,2.78
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T20:00:00-04:00,3600,4.01,7.61,3.49,2.35,2.36,2.35,55.87,55.88,55.85,20110.25,847.83,1443.04,360,4086.23,4187.53
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T20:00:00-04:00,3600,4.11,6.74,3.59,2.36,2.36,2.35,55.86,55.87,55.85,20109.41,848.61,1479.18,360,1174.43,1180.98
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T20:00:00-04:00,3600,1.47,2.34,1.32,6.87,6.89,6.85,42.28,42.37,42.21,15221.45,2473.89,529.64,360,0.31,0.26
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T20:00:00-04:00,3600,3.62,14.05,2.37,1.72,1.72,1.72,20.11,20.16,20.06,7237.53,619.16,1306.02,360,2.65,2.58
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T20:00:00-04:00,3600,3.99,7.96,3.44,2.4,2.41,2.4,55.6,55.62,55.59,20015.72,865.14,1434.63,360,818.06,820.57
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T20:00:00-04:00,3600,3.88,7.32,3.39,2.35,2.35,2.34,55.58,55.59,55.56,20007.8,844.4,1395.32,360,754.08,755.19
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T20:00:00-04:00,3600,1.92,3.09,1.27,6.7,6.72,6.68,41.7,41.76,41.62,15009.53,2411.13,691.17,360,0.19,0.14
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T20:00:00-04:00,3600,3.37,10.32,2.27,0.79,0.8,0.79,19.23,19.26,19.18,6920.98,285.6,1214.04,360,2.82,2.71
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T20:00:00-04:00,3600,3.29,6.12,2.78,2.3,2.31,2.3,53.02,53.03,53.01,19087.64,829.57,1182.96,360,0.47,0.51
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T20:00:00-04:00,3600,3.3,7.86,2.88,2.3,2.31,2.3,52.94,52.95,52.92,19056.24,829.32,1188.96,360,0.34,0.29
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T20:00:00-04:00,3600,1.41,2.61,1.23,7.05,7.07,7.03,41.72,41.8,41.65,15019.94,2538.28,506.06,360,0.41,0.2
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-01,2025-09-27T20:00:00-04:00,3600,8.47,10.12,6.68,7.06,7.08,7.05,41.87,41.94,41.81,15071.45,2542.14,3048.07,360,10.33,11.16
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T20:00:00-04:00,3600,5.29,33.35,2.42,2.7,3.41,2.01,21.64,23.88,19.51,15578.05,1946.27,3810.09,720,44.16,26.35
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T20:00:00-04:00,3600,7.24,17.71,2.99,2.36,2.4,2.32,54.57,56.53,52.6,39287.19,1699.54,5214.5,720,4898.22,4888.81
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T20:00:00-04:00,3600,7.14,15.71,2.93,2.33,2.34,2.33,54.59,56.55,52.62,39301.34,1683.01,5140.31,720,5031.97,5041.07
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-02,2025-09-27T20:00:00-04:00,3600,7.47,19.78,2.99,2.37,2.39,2.33,54.59,56.56,52.63,39306.99,1701.65,5379.33,720,4874.45,4919.8
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-03,2025-09-27T20:00:00-04:00,3600,7.61,18.42,3.09,2.33,2.34,2.33,54.58,56.53,52.63,39298.44,1680.93,5477.92,720,5285.21,5294.13
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-04,2025-09-27T20:00:00-04:00,3600,7.41,19.82,2.73,2.33,2.34,2.33,54.58,56.54,52.63,39297.88,1680.35,5331.07,720,5105.36,5103.16
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-01,2025-09-27T20:00:00-04:00,3600,3.22,5.24,1.22,7,7.08,6.92,41.96,42.31,41.61,30212,5035.62,2317.14,720,4.04,4.37
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T20:00:00-04:00,3600,3.61,24.15,2.22,2.62,3.14,2.1,20.43,21.22,19.73,14715.26,1886.03,2598.9,720,19.49,14.47
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T20:00:00-04:00,3600,5.92,13.38,2.83,2.37,2.4,2.33,54.55,56.45,52.67,39278.69,1703.21,4264.38,720,3639.5,3653.06
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T20:00:00-04:00,3600,5.82,11.76,2.83,2.35,2.38,2.33,54.53,56.4,52.66,39260.65,1696.21,4191.4,720,3948.15,3948.38
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-02,2025-09-27T20:00:00-04:00,3600,6.08,12.44,2.93,2.39,2.4,2.39,54.52,56.4,52.64,39253.9,1723.65,4381.59,720,4143.8,4155.36
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T20:00:00-04:00,3600,1.49,2.53,1.12,6.97,7.08,6.87,41.82,42.04,41.6,30109.37,5022.89,1068.37,720,0.53,0.5
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-00,2025-09-27T20:00:00-04:00,3600,2.65,9.57,2.01,2.18,2.18,2.17,19.3,19.35,19.24,6945.81,783.55,955.21,360,2.85,2.81
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T20:00:00-04:00,3600,3.24,12.74,2.45,3.08,3.09,3.08,20.34,20.41,20.3,7323.21,1108.89,1166.26,360,3,2.66
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T20:00:00-04:00,3600,3.5,8.65,2.73,2.38,2.4,2.36,54.21,55.79,52.63,39028.88,1711.86,2520.82,720,462.46,463.65
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T20:00:00-04:00,3600,3.5,5.92,2.88,2.34,2.34,2.33,54.18,55.75,52.62,39012,1684.47,2522.15,720,415.86,419.55
