Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'CorningCarrier.COR_NSA_Cell_Availability','CorningCarrier.COR_NSA_Cell_NumOf_ENDC_sessions','CorningCarrier.COR_NSA_Cell_X2AP_SgNBAddRqst','CorningCarrier.COR_NSA_Cell_DL_Avg_DUu_GTP_TPT','CorningCarrier.COR_NSA_Cell_DL_Avg_S1U_GTP_TPT','CorningCarrier.DL_GTP_Data_Volume_RN_MB'
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0001-01,2025-09-27T11:00:00-04:00,3600,100,63,144,3474.96,3464.44,372.82
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0002-01,2025-09-27T11:00:00-04:00,3600,100,12,1,15.26,15.16,1.64
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0001-01,2025-09-27T11:00:00-04:00,3600,100,31,98,926.89,924.06,99.44
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0002-01,2025-09-27T11:00:00-04:00,3600,100,13,80,3525.38,3516.09,378.23
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0001-01,2025-09-27T11:00:00-04:00,3600,100,19,958,6628.52,6610.54,711.16
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0002-01,2025-09-27T11:00:00-04:00,3600,100,13,563,10395.36,10368.42,1115.3
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0001-01,2025-09-27T11:00:00-04:00,3600,100,1,71,2140.22,2134.45,229.62
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0002-01,2025-09-27T11:00:00-04:00,3600,100,4,68,3471.7,3463.14,372.47
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0001-01,2025-09-27T11:00:00-04:00,3600,100,21,682,5815.66,5799.54,623.95
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0002-01,2025-09-27T11:00:00-04:00,3600,100,37,1245,1758.6,1752.89,188.68
Global,*,VCP Far Edge,NR,,*,000000*000*-*-*,,3600,1000.0,214.0,3910.0,38152.55,38048.729999999996,4093.32
