Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'AUPF.CpuUsageAvg.percent','AUPF.CpuUsageMax.percent','AUPF.CpuUsageMin.percent','AUPF.DiskUsageAvg.percent','AUPF.DiskUsageMax.percent','AUPF.DiskUsageMin.percent','AUPF.MemUsageAvg.percent','AUPF.MemUsageMax.percent','AUPF.MemUsageMin.percent','AUPF.MemUsageTot.number','AUPF.DiskUsageTot.number','AUPF.CpuUsageTot.number','AUPF.DiskUsageCnt.number','AUPF.InThruPeak_VM.number','AUPF.OutThruPeak_VM.number'
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T16:00:00-04:00,3600,1.56,2.3,1.37,6.92,6.93,6.9,42.02,42.09,41.95,15126.63,2489.32,560.63,360,0.49,0.5
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T16:00:00-04:00,3600,3.89,15.53,2.27,1.01,1.01,1.01,19.75,19.83,19.7,7110.78,363.74,1399.7,360,3.3,2.89
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T16:00:00-04:00,3600,4.25,9.91,3.49,2.36,2.36,2.35,55.84,55.85,55.82,20100.62,848.13,1528.53,360,1016.54,1021.09
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T16:00:00-04:00,3600,4.28,7.14,3.69,2.36,2.36,2.35,55.83,55.84,55.82,20099.13,848.45,1537.99,360,905.48,910.82
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T16:00:00-04:00,3600,1.49,2.12,1.33,6.87,6.89,6.85,42.15,42.25,42.07,15171.35,2473.26,536.52,360,0.27,0.22
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T16:00:00-04:00,3600,3.63,13.9,2.29,1.72,1.72,1.72,19.89,19.96,19.85,7161.32,618.74,1305.79,360,3.03,2.76
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T16:00:00-04:00,3600,4,6.02,3.39,2.4,2.41,2.4,55.56,55.6,55.54,20000.83,865.07,1441.19,360,509.16,511.61
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T16:00:00-04:00,3600,3.91,5.65,3.29,2.35,2.35,2.34,55.53,55.55,55.52,19992.41,844.25,1407.31,360,1302.33,1310.78
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T16:00:00-04:00,3600,1.89,2.72,1.31,6.7,6.72,6.68,41.55,41.63,41.45,14955.71,2411.66,679.01,360,0.25,0.23
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T16:00:00-04:00,3600,3.35,10.16,2.27,0.79,0.8,0.79,18.97,19.02,18.92,6828.88,285.62,1207.1,360,2.71,2.77
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T16:00:00-04:00,3600,3.27,5.51,2.78,2.3,2.31,2.3,53,53.01,52.98,19078.65,829.21,1178.97,360,0.46,0.49
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T16:00:00-04:00,3600,3.28,6.11,2.88,2.3,2.31,2.3,52.91,52.93,52.9,19048.31,829.54,1180.8,360,0.35,0.33
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T16:00:00-04:00,3600,1.4,2.09,1.26,7.05,7.07,7.04,41.57,41.65,41.49,14963.89,2538.74,504.14,360,0.25,0.14
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-01,2025-09-27T16:00:00-04:00,3600,9.56,10.41,7.89,7.06,7.07,7.04,41.67,41.75,41.6,15001.37,2541.49,3440.17,360,12.31,13.26
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T16:00:00-04:00,3600,5.59,34.19,2.32,2.7,3.41,2.01,21.39,23.63,19.29,15398.77,1943.93,4023.04,720,50.73,31.41
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T16:00:00-04:00,3600,8.29,16.99,2.99,2.36,2.4,2.32,54.54,56.5,52.57,39268.56,1699.47,5966.66,720,4629.95,4609.89
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T16:00:00-04:00,3600,8.23,20.48,2.98,2.34,2.34,2.33,54.56,56.52,52.6,39282.56,1682.98,5926.2,720,4810.32,4847.2
