Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'ACPF.CpuUsageAvg.percent','ACPF.CpuUsageMax.percent','ACPF.CpuUsageMin.percent','ACPF.DiskUsageAvg.percent','ACPF.DiskUsageMax.percent','ACPF.DiskUsageMin.percent','ACPF.MemUsageAvg.percent','ACPF.MemUsageMax.percent','ACPF.MemUsageMin.percent','ACPF.MemUsageTot.number','ACPF.DiskUsageTot.number','ACPF.CpuUsageTot.number','ACPF.DiskUsageCnt.number','ACPF.InThruPeak_VM.number','ACPF.OutThruPeak_VM.number'
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T13:00:00-04:00,3600,7.33,7.83,6.55,2.46,2.47,2.46,41.16,41.18,41.14,14818.78,886.6,2639.2,,2.26,2.62
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T13:00:00-04:00,3600,3.68,7.83,2.38,0.66,0.67,0.66,7.57,7.59,7.56,2725.81,238.47,1324.63,,18.6,23.41
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T13:00:00-04:00,3600,1.28,1.97,1.08,12.87,12.88,12.87,85.22,85.23,85.21,30679.01,4634.7,463.82,,20.51,73.03
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-01,2025-09-27T13:00:00-04:00,3600,7.43,7.78,6.97,2.47,2.47,2.46,41.6,41.62,41.58,14976.53,888.19,2676.26,,2.89,3.45
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T13:00:00-04:00,3600,4.5,10.84,3.19,0.72,0.73,0.72,8.48,8.52,8.46,3051.04,259.39,1621.17,,28.95,34.93
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T13:00:00-04:00,3600,1.62,2.23,1.22,12.87,12.88,12.87,85.47,85.49,85.45,30768.93,4633.23,585.52,,33.28,69.1
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T13:00:00-04:00,3600,6.17,6.7,5.92,2.33,2.33,2.32,40.56,40.58,40.54,14600.75,838.13,2221.88,,0.51,0.63
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-00,2025-09-27T13:00:00-04:00,3600,1.17,3.19,0.94,0.46,0.46,0.46,6.49,6.5,6.48,2336.32,166.02,421.05,,1.79,2.54
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T13:00:00-04:00,3600,0.77,1.2,0.58,12.81,12.82,12.81,84.11,84.13,84.1,30281.82,4612.53,276.57,,0.4,0.38
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T13:00:00-04:00,3600,22.8,43.9,2.94,2.45,2.47,2.43,37.8,38.64,36.95,27211.89,1765.28,16411.66,,215.14,170.8
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T13:00:00-04:00,3600,8.74,26.61,1.2,1.67,2.07,1.29,17.82,24.11,11.78,12830.9,1199.71,6291.91,,498.12,537.82
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T13:00:00-04:00,3600,13.65,29.64,0.48,9.92,9.94,9.9,78.27,79.94,76.59,56351.35,7142.03,9828.65,,115.34,6994.28
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-02,2025-09-27T13:00:00-04:00,3600,26.9,28.84,25.3,9.93,9.95,9.92,79.87,79.91,79.86,28754.3,3574.24,9684.59,,115.79,6602.41
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-03,2025-09-27T13:00:00-04:00,3600,0.64,1.07,0.53,9.86,9.86,9.85,76.56,76.6,76.54,27560.57,3548.32,229.97,,0.27,0.26
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T13:00:00-04:00,3600,17.43,18.95,16.37,2.47,2.47,2.46,38.83,38.85,38.81,13978.94,888.62,6274.38,,69.55,60.25
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-01,2025-09-27T13:00:00-04:00,3600,3.83,4.41,3.18,2.43,2.44,2.43,36.92,36.94,36.91,13292.97,875.73,1380.01,,0.84,0.64
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T13:00:00-04:00,3600,6.36,20.69,1.08,1.57,1.84,1.32,15.55,19.58,11.65,11195.55,1130.32,4577.18,,236.96,234.67
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T13:00:00-04:00,3600,11.91,13.39,10.94,9.92,9.93,9.92,79.79,79.8,79.78,28724.34,3572.74,4288.51,,49.65,4287.42
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-01,2025-09-27T13:00:00-04:00,3600,0.63,0.79,0.54,9.9,9.91,9.9,76.58,76.6,76.57,27569.69,3565.54,227.83,,0.58,0.33
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-02,2025-09-27T13:00:00-04:00,3600,11.68,12.93,10.8,9.92,9.93,9.92,79.75,79.76,79.73,28708.84,3572.86,4202.54,,57.93,4912.26
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-03,2025-09-27T13:00:00-04:00,3600,0.6,1.04,0.4,9.91,9.92,9.91,76.68,76.7,76.66,27605.05,3568.66,216.6,,0.47,0.4
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T13:00:00-04:00,3600,3.48,4.03,3.08,2.44,2.45,2.43,37.19,37.45,36.92,26774.22,1756.54,2508.43,,0.7,1.47
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-00,2025-09-27T13:00:00-04:00,3600,1.31,3.08,1.05,1.28,1.28,1.28,11.6,11.64,11.58,4175.65,461.27,471.57,,1.56,2.47
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T13:00:00-04:00,3600,2.08,6.46,1.15,1.29,1.29,1.29,12.35,12.42,12.33,4444.07,463.13,750.03,,3.72,6.75
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T13:00:00-04:00,3600,0.76,1.24,0.6,9.91,9.93,9.91,77.45,78.22,76.67,55760.97,7140.09,543.29,,3.04,11.47
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-02,2025-09-27T13:00:00-04:00,3600,0.79,1.1,0.57,9.87,9.87,9.85,77.43,78.26,76.6,55752.4,7100.63,569.98,,2.85,11.54
