Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'sector.DL_GTP_Data_Volume_RN_MB','sector.ENDC.Sessions.RN','sector.Intra.CU.HO.Attempts.number','sector.Max.ENDC.Sessions.RN.number','sector.Intra_CU_HO_Attempts_RN','sector.Intra_CU_HO_Success_RN','sector.Intra_CU_HO_Success_Rate_RN_pct','sector.SgNB_Modification_Attempts_RN','sector.SgNB_Modification_Success_RN','sector.SgNB_Modification_Success_Rate_RN_pct','sector.UL_GTP_Data_Volume_RN_MB','sector.Attach_Success_rate_pct_RN','sector.Attach_Success_RN_Num','sector.Attach_Success_RN_Den','sector.Drop_rate_pct_RN','sector.Drop_RN_Num','sector.Drop_RN_Den','sector.DL_Tput_RN_Mbps','sector.UL_Tput_RN_Mbps','sector.UL_TTI_Util_Rate_pct_RN','sector.DL_TTI_Util_Rate_pct_RN','sector.DL_HARQ_Residual_BLER_pct_RN','sector.UL_HARQ_Residual_BLER_pct_RN','sector.Cell_Availability_RN'
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0001,2025-09-27T09:00:00-04:00,3600,154.96,58,,19,0,0,NaN,30,30,100,23,100,105,105,0,0,105,86.32,19.01,1.41,0.51,0.37,0.37,100
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0002,2025-09-27T09:00:00-04:00,3600,5.38,12,,3,0,0,NaN,0,0,NaN,0.91,NaN,0,0,NaN,0,0,72.07,11.57,0.09,0.02,0.02,0.54,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0001,2025-09-27T09:00:00-04:00,3600,354.02,18,,14,2,2,100,21,21,100,15.67,85.71,42,49,28.95,11,38,145.3,17.71,0.98,0.7,1.81,0.41,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0002,2025-09-27T09:00:00-04:00,3600,42.01,4,,4,3,2,66.67,8,8,100,1.28,88.89,24,27,36.36,8,22,10.77,13.74,0.04,0.02,15.82,0.25,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0001,2025-09-27T09:00:00-04:00,3600,122.28,11,,7,1,1,100,506,506,100,18.04,100,684,684,0.7,5,710,87.35,22.95,0.93,0.41,1.65,0.03,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0002,2025-09-27T09:00:00-04:00,3600,49.47,8,,7,27,27,100,389,389,100,10.88,100,499,499,0.21,1,472,8.47,18.82,0.69,1.71,5.26,0.09,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0001,2025-09-27T09:00:00-04:00,3600,0,1,,1,0,0,NaN,1,1,100,0,100,2,2,0,0,2,4.71,0.62,0,0,0,0,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0002,2025-09-27T09:00:00-04:00,3600,0.5,0,,1,0,0,NaN,0,0,NaN,0.46,100,15,15,0,0,15,20.05,5.32,0.02,0.01,9.46,0.19,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0001,2025-09-27T09:00:00-04:00,3600,368.97,12,,7,22,22,100,273,273,100,19.95,99.86,690,691,0.59,4,679,136.71,4.9,0.97,0.63,8.62,0.07,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0002,2025-09-27T09:00:00-04:00,3600,115.17,26,,14,21,21,100,646,646,100,19.12,100,1176,1176,0.43,5,1161,49.8,4.03,1.13,0.54,7.79,0.09,100
Global,*,VCP Far Edge,NR,,*,000000*000*-*,,3600,1212.77,150,,19,76,75,98.68,1874,1874,100,109.32,99.66,3237,3248,1.06,34,3204,70.18,8.63,0.63,0.46,4.45,0.19,100
