Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'sector.DL_GTP_Data_Volume_RN_MB','sector.ENDC.Sessions.RN','sector.Intra.CU.HO.Attempts.number','sector.Max.ENDC.Sessions.RN.number','sector.Intra_CU_HO_Attempts_RN','sector.Intra_CU_HO_Success_RN','sector.Intra_CU_HO_Success_Rate_RN_pct','sector.SgNB_Modification_Attempts_RN','sector.SgNB_Modification_Success_RN','sector.SgNB_Modification_Success_Rate_RN_pct','sector.UL_GTP_Data_Volume_RN_MB','sector.Attach_Success_rate_pct_RN','sector.Attach_Success_RN_Num','sector.Attach_Success_RN_Den','sector.Drop_rate_pct_RN','sector.Drop_RN_Num','sector.Drop_RN_Den','sector.DL_Tput_RN_Mbps','sector.UL_Tput_RN_Mbps','sector.UL_TTI_Util_Rate_pct_RN','sector.DL_TTI_Util_Rate_pct_RN','sector.DL_HARQ_Residual_BLER_pct_RN','sector.UL_HARQ_Residual_BLER_pct_RN','sector.Cell_Availability_RN'
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0001,2025-09-27T02:00:00-04:00,3600,111.59,44,,13,0,0,NaN,18,18,100,17.92,100,4,4,25,1,4,86.51,19.03,1.07,0.35,0.15,0.29,100
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0002,2025-09-27T02:00:00-04:00,3600,0.85,10,,3,0,0,NaN,4,4,100,0.59,NaN,0,0,NaN,0,0,23.13,10.35,0.07,0.01,0,0.38,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0001,2025-09-27T02:00:00-04:00,3600,0.83,15,,5,0,0,NaN,4,4,100,0.84,100,15,15,38.46,5,13,4.49,9.46,0.11,0.05,34.15,1.67,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0002,2025-09-27T02:00:00-04:00,3600,0,1,,1,0,0,NaN,1,1,100,0.01,100,1,1,0,0,1,18.39,9.57,0,0,0,0,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0001,2025-09-27T02:00:00-04:00,3600,26.44,2,,3,0,0,NaN,188,188,100,3.41,100,327,327,0,0,327,97.55,19.96,0.22,0.08,1.86,0.01,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0002,2025-09-27T02:00:00-04:00,3600,0,0,,0,0,0,NaN,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0001,2025-09-27T02:00:00-04:00,3600,0,0,,0,0,0,NaN,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0002,2025-09-27T02:00:00-04:00,3600,0,0,,0,0,0,NaN,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0001,2025-09-27T02:00:00-04:00,3600,51.12,10,,6,1,1,100,238,238,100,8.51,100,526,526,0.19,1,523,49.8,4.13,0.49,0.24,10.94,0.16,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0002,2025-09-27T02:00:00-04:00,3600,64.59,18,,7,1,0,0,332,332,100,11.3,100,831,831,1.21,10,828,44.31,4.13,0.65,0.34,12.5,0.03,100
Global,*,VCP Far Edge,NR,,*,000000*000*-*,,3600,255.42,100,,13,2,1,50,785,785,100,42.58,100,1704,1704,1,17,1696,59.57,6.98,0.26,0.11,7,0.21,100
