DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DU,SECTOR,5GNR_ENDC_Setup_Failure_Num,5GNR_ENDC_Setup_Failure_Den,5GNR_ENDC_Setup_Failure_%,5GNR_Addition_Failure_%,5GNR_ENDC_Drop_Num,5GNR_ENDC_Drop_Den,5GNR_ENDC_Drop_%,5GNR_DL_MAC_Volume_MB,5GNR_UL_MAC_Volume_MB,5GNR_Peak_numOf_UE,5GNR_DL_RLC_ACK_%,5GNR_DL_RLC_Delay_ms,5GNR_PUSCH_Slot_Utilization,5GNR_PDSCH_Slot_Utilization,5GNR_DL_UE_MAC_Throughput_Mbps_19Q3,5GNR_UL_MAC_UE_Throughput_Mbps_19Q3,5GNR_DL_MAC_Cell_Throughput_Mbps,5GNR_UL_MAC_Cell_Throughput_Mbps,5GNR_Addition_Failure_Num,5GNR_Addition_Failure_Den,5GNR_DL_MAC_Cell_Throughput_Num,5GNR_DL_MAC_Cell_Throughput_Den,pmEndcSetupUeAtt,pmEndcSetupUeSucc,5GNR_Cell_Availability_%,EBSN_DL_UE_MAC_Throughput_Mbps,EBSN_ENDC_Drop_%,EBSN_MAC_DL_DRB_Volume_MB,EBSN_MAC_DL_DRB_Volume_MB_NSA,EBSN_MAC_UL_DRB_Volume_MB,EBSN_NSA_FWA_DL_UE_MAC_Throughput_Mbps,EBSN_NSA_FWA_ENDC_Drop_%,EBSN_NSA_FWA_ENDC_Setup_Fail_%,EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB,EBSN_NSA_FWA_MAC_UL_DRB_Volume_MB,EBSN_NSA_FWA_RLC_Delay_ms,EBSN_NSA_FWA_UL_UE_MAC_Throughput_Mbps,EBSN_NSA_Mobility_DL_UE_MAC_Throughput_Mbps,EBSN_NSA_Mobility_ENDC_Drop_%,EBSN_NSA_Mobility_ENDC_PScellChange_Fail_%,EBSN_NSA_Mobility_ENDC_Setup_Fail_%,EBSN_NSA_Mobility_MAC_DL_DRB_Volume_MB,EBSN_NSA_Mobility_MAC_UL_DRB_Volume_MB,EBSN_NSA_Mobility_RLC_Delay_ms,EBSN_NSA_Mobility_UL_UE_MAC_Throughput_Mbps,EBSN_ENDC_Peak_UE_FWA_Spid125,EBSN_ENDC_Peak_UE_FWA_Spid125_Avg,EBSN_ENDC_Peak_UE_FWA_Spid125_Max,EBSN_NSA_FWA_ENDC_Drop_%_num,EBSN_NSA_FWA_ENDC_Drop_%_den,EBSN_NSA_FWA_ENDC_Setup_Fail_%_num,EBSN_NSA_FWA_ENDC_Setup_Fail_%_den,EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB_%_of_Total,EBSN_NSA_FWA_MAC_UL_DRB_Volume_MB_%_of_Total,EBSN_SA_EP1_HeroSlice_Bearer_Setup_Fail_%,EBSN_SA_EP1_HeroSlice_Bearer_Setup_Fail_%_num,EBSN_SA_EP1_HeroSlice_Bearer_Setup_Fail_%_den,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_num,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_den,EBSN_SA_EP1_HeroSlice_Bearer_Max,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_Active_UE,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_Active_UE_Num,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_Active_UE_Den,EBSN_SA_EP1_HeroSlice_Handover_Failure_%,EBSN_SA_EP1_HeroSlice_MAC_DL_DRB_Volume_MB,EBSN_SA_EP1_HeroSlice_MAC_UL_DRB_Volume_MB,EBSN_SA_EP1_HeroSlice_DL_UE_MAC_Throughput_Mbps,EBSN_SA_EP1_HeroSlice_UL_UE_MAC_Throughput_Mbps,EBSN_SA_EP1_HeroSlice_PDU_Session_Estab_Fail_%,EBSN_SA_EP1_HeroSlice_PDU_Session_Drop_%,EBSN_SA_EP1_HeroSlice_PDU_Session_Max,EBSN_SA_EP1_HeroSlice_RLC_Delay_ms,EBSN_SA_EP1_HeroSlice_ISHO_to_LTE_Failure_%,5G_NR_Radio_Interference_PUSCH,5G_NR_Radio_Interference_PUSCH_gt_neg100dBm_perPRB_%
09/27/2025,21,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0001,2,1090,0.18,0.32,28,1078,2.6,55171.98,2982.39,57,96.2,29.67,83.57,72.01,66.44,1.85,106.42,19.83,30958,9756590,441375.87,4147.6,1090,1088,100,66.44,2.6,54823.19,52458.06,2982.95,77.1,0,0,43424.4,678.96,34.49,0.94,32.38,3.74,1.77,0.26,8805.48,1550.16,16.05,1.75,22,11,14,0,329,0,327,79.21,22.76,0,0,2,0,0,10,1,0,0,10,0,0.33,0.04,21.51,0.26,0,0,1,3.36,0,-114.23,0
09/27/2025,21,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0002,2,2582,0.08,0.17,232,2628,8.83,31580.37,5022.79,85,97.36,16.01,76,57.39,56.12,2.94,76.42,36.71,80482,47279002,252642.97,3305.93,2582,2580,100,56.22,8.83,30338.65,23470.54,5019.66,59.12,13.55,0,2779.94,291.32,10.14,4.12,51.27,8.12,2.48,0.09,20650.24,2596.73,18.23,1.86,14,7,10,45,332,0,344,9.16,5.8,0,0,29,1.69,1,59,4,1.69,1,59,2.63,46.23,3.22,68.07,0.88,0,1.69,4,3.18,0,-114.09,0
09/27/2025,21,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0003,4,1291,0.31,0.33,38,1228,3.09,21158.04,2569.48,48,98.94,13.86,57.24,36.47,117.1,3.23,80.57,24.94,41034,12412965,169264.32,2100.92,1291,1287,100,117.13,3.09,21115.45,8185.41,2579.95,77.61,0,0,806.36,58.12,4.96,6.51,61.65,3.52,5.56,0.35,7358.42,1026.32,9.45,1.65,13,6.5,8,0,148,0,163,3.82,2.25,0,0,26,0,0,48,3,0,0,48,0,15.07,22.55,194.37,13.94,0,0,3,1.72,NaN,-114.17,0.01
09/27/2025,21,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0001,0,81,0,0,5,75,6.67,446.62,54.01,2,98.6,12.06,9.63,8.28,27.86,0.86,11.99,1.25,0,134136,3572.95,298.09,81,81,50,28.37,6.67,640.53,130.57,53.76,NaN,NaN,NaN,0,0,NaN,NaN,24.1,6.67,3.12,0,130.12,9.58,10.86,0.3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,1,0,0,4,0,0.43,0,13.5,NaN,0,0,1,5.62,NaN,-117.46,0
09/27/2025,21,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0002,0,69,0,0.11,0,69,0,905.84,258.15,3,98.11,12.14,18.83,18.69,36.14,2.73,10.77,3.05,207,185472,7246.71,672.96,69,69,50,37.02,0,1267.61,297.8,250.19,NaN,NaN,NaN,0,0,NaN,NaN,17.22,0,0,0,296.33,40.88,3.73,0.55,0,0,0,0,0,0,0,0,0,0,0,8,0,0,16,1,0,0,16,14.29,10.85,0.09,58.56,1.63,0,0,1,3.54,NaN,-119.11,0
09/27/2025,21,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0003,0,14,0,0,0,12,0,948.5,111.58,2,95.39,23.26,5.97,10.44,23.22,4.33,20.2,4.15,0,12600,7587.97,375.69,14,14,50,23.53,0,605.86,19.39,102.83,NaN,NaN,NaN,0,0,NaN,NaN,19.56,0,21.05,0,19.29,2.5,11.36,0.54,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,1,1,0,0,1,0,0,0,NaN,NaN,NaN,0,1,NaN,NaN,-118.57,0
09/27/2025,21,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1437028,0001,0001,0,494,0,5.58,5,467,1.07,15592.22,1079.86,27,99.25,4.9,16.38,21.65,114.45,5.62,61.56,10.46,117078,2098512,124737.76,2026.27,494,494,100,114.13,1.07,15126.76,10880.83,1079.85,252.69,0,0,6792.79,345.74,2.59,10.32,75.45,1.45,0.38,0,4068.61,553.15,8.19,4.51,10,3.33,7,0,123,0,127,44.91,32.02,0,0,11,0,0,11,1,0,0,11,0,0.11,0,17.72,NaN,0,0,1,1.76,NaN,-116.28,0
09/27/2025,21,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1437028,0001,0002,0,884,0,3.09,18,852,2.11,15951.24,1466.03,41,99,8.8,34.61,33.19,45.38,7.23,41.08,6.72,233376,7541404,127609.93,3106.58,884,884,100,46.03,2.11,15460.47,12046.07,1465.72,63.3,6.48,0,6132.82,464.59,3.07,15.52,30.13,1.48,0.16,0,5835.11,840.11,9.44,6.16,12,4,5,7,108,0,104,39.67,31.7,NaN,0,0,0,0,1,1,0,0,1,0,0,0,NaN,NaN,NaN,0,1,1,NaN,-115.51,0
09/27/2025,21,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1437028,0001,0003,0,1098,0,3.56,16,1025,1.56,45930.86,2111.87,55,98.65,4.88,29.77,48.97,75.91,2.26,80.17,11.26,401868,11295126,367446.86,4583.45,1098,1098,100,76.23,1.56,45110.76,36807.25,2106.61,103.76,0,0,29565.06,1183.69,2.14,3.39,48.32,1.96,0,0,7106.82,579.42,12.36,1.42,21,7,14,0,210,0,207,65.54,56.19,0,0,8,0,0,8,2,0,0,8,0,2.86,0.02,69.11,26.29,0,0,2,1.71,NaN,-116.24,0
09/27/2025,21,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1439028,0001,0001,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,NaN,0,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN
