DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,PdcpSduLossRateUL,PdcpSduRetxByteDL,PdcpMaxThroughputDL,PdcpMaxThroughputUL,PdcpSduMaxVolumeDL,PdcpSduMaxVolumeUL,PdcpSduVolumeDL,PdcpSduVolumeUL,UpcLoadAvg,UpcLoadCnt,UpcLoadMax,UpcLoadMin,UpcLoadTot,PdcpSduLossRateDL,ENDCAddAtt,ENDCAddSuccRate,ENDCAddprepSucc,ENDCAddsucc,ENDCRelbySgnb
09/27/2025,14,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,0.06,18.9,245786.21,51170.51,293,61,63745,8884,2.03,720,7,0,1461.25,0,8381,99.7,8381,8356,62
09/27/2025,14,5GNR,Upstate New York,070,Buffalo,HNRT,0700021,0.01,7.15,227331.28,101502.16,271,121,103155,16461,2.23,720,7,0.62,1603.25,0,5537,99.77,5537,5524,69
09/27/2025,14,5GNR,Upstate New York,070,Buffalo,HNRT,0700023,0.01,0.34,86402.66,67947.72,103,81,16066,3513,0,720,0,0,0,0,1632,100,1632,1632,8
09/27/2025,14,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,0.04,1085.43,2037592.88,183710.52,2429,219,5322060,464912,29.05,3600,66.25,0,104562.63,0,461483,99.9,461466,461034,3883
09/27/2025,14,5GNR,Upstate New York,070,Buffalo,HNRT,0709003,0.04,835.55,2435212.9,252497.1,2903,301,4700656,427717,21.73,2160,52.38,0,46946.88,0,406222,99.93,406220,405944,2894
09/27/2025,14,5GNR,Upstate New York,070,Buffalo,HNRT,0709006,0.01,4.72,46137.34,19293.8,55,23,3557,791,0,1440,1.62,0,6.24,0,853,99.77,853,851,9
09/27/2025,14,5GNR,Upstate New York,070,Buffalo,HNRT,0700011,0.01,0.27,32715.57,6710.89,39,8,1629,179,0,0,0,0,0,0,419,99.76,419,418,0
09/27/2025,14,5GNR,Upstate New York,070,Buffalo,HNRT,0700012,0.03,18.67,415236.1,94791.27,495,113,65792,16752,0,0,0,0,0,0,8452,99.93,8452,8446,14
09/27/2025,14,5GNR,Upstate New York,070,Buffalo,HNRT,0700022,0.01,4,492411.29,52009.37,587,62,55235,7377,0,0,0,0,0,0,2602,100,2602,2602,21
09/27/2025,14,5GNR,Upstate New York,070,Buffalo,HNRT,0709002,0.04,1233.97,1775029.45,190421.4,2116,227,5289290,482270,0,0,0,0,0,0.01,419883,99.85,419849,419261,4594
09/27/2025,14,5GNR,Upstate New York,070,Buffalo,HNRT,0709004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,14,5GNR,Upstate New York,070,Buffalo,HNRT,0709007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,14,5GNR,Upstate New York,070,Buffalo,HNRT,0709089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,14,5GNR,Upstate New York,070,Buffalo,HNRT,0709099,0.01,1.85,57042.53,12582.91,68,15,4188,553,0,0,0,0,0,0,496,100,496,496,3
09/27/2025,14,5GNR,Upstate New York,070,Buffalo,ROCH100_HNRT,0700100,0,0,47815.07,16777.22,57,20,729,144,0,0,0,0,0,0,132,100,132,132,0
Total,*,*,*,*,*,*,*,0.02,3210.85,2435212.9,252497.1,2903,301,15626102,1429553,9.17,9360,66.25,0,154580.25,0,1316092,99.89,1316039,1314696,11557
