Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'AUPFVMInterface.InErrors_VM_AUPF','AUPFVMInterface.InOctets_VM_AUPF','AUPFVMInterface.InPkts_VM_AUPF','AUPFVMInterface.InThruPeakCnt_VM_AUPF','AUPFVMInterface.InThruPeak_VM_AUPF','AUPFVMInterface.OutErrors_VM_AUPF','AUPFVMInterface.OutOctets_VM_AUPF','AUPFVMInterface.OutPkts_VM_AUPF','AUPFVMInterface.OutThruPeakCnt_VM_AUPF','AUPFVMInterface.OutThruPeak_VM_AUPF'
070,Upstate New York,VCP Edge 1.x,NR,,BUFF1_HNRT,AUPF-UIC-00-00-EXTERNAL,2025-09-27T06:00:00-04:00,3600,0,5,38971,358,0.04,0,3,31058,358,0.03
070,Upstate New York,VCP Edge 1.x,NR,,BUFF1_HNRT,AUPF-UIC-00-01-EXTERNAL,2025-09-27T06:00:00-04:00,3600,0,0,2284,358,0.01,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,BUFF1_HNRT,AUPF-UIC-00-00-INTERNAL,2025-09-27T06:00:00-04:00,3600,0,28,133490,358,0.29,0,18,107294,358,0.26
070,Upstate New York,VCP Edge 1.x,NR,,BUFF1_HNRT,AUPF-UIC-00-01-INTERNAL,2025-09-27T06:00:00-04:00,3600,0,0,2275,358,0.01,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,BUFF1_HNRT,AUPF-UMC-01-00-INTERNAL,2025-09-27T06:00:00-04:00,3600,0,156,1060563,357,2.89,0,155,1114581,357,2.73
070,Upstate New York,VCP Edge 1.x,NR,,BUFF1_HNRT,AUPF-UMC-01-01-INTERNAL,2025-09-27T06:00:00-04:00,3600,0,0,3484,357,0.01,0,0,0,357,0
070,Upstate New York,VCP Edge 1.x,NR,,BUFF1_HNRT,AUPF-UMC-01-00-MANAGEMENT,2025-09-27T06:00:00-04:00,3600,0,0,14463,357,0.04,0,11,23207,357,1.77
070,Upstate New York,VCP Edge 1.x,NR,,BUFF1_HNRT,AUPF-UPC-00-00-EXTERNAL,2025-09-27T06:00:00-04:00,3600,0,5655,8423383,358,272.64,0,5394,4797919,358,274.58
070,Upstate New York,VCP Edge 1.x,NR,,BUFF1_HNRT,AUPF-UPC-00-01-EXTERNAL,2025-09-27T06:00:00-04:00,3600,0,4474,7707202,358,363.33,0,4214,4123832,358,366.58
070,Upstate New York,VCP Edge 1.x,NR,,BUFF1_HNRT,AUPF-UPC-00-00-INTERNAL,2025-09-27T06:00:00-04:00,3600,0,13,95032,358,0.38,0,25,107576,358,0.88
070,Upstate New York,VCP Edge 1.x,NR,,BUFF1_HNRT,AUPF-UPC-00-01-INTERNAL,2025-09-27T06:00:00-04:00,3600,0,0,0,358,0,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,BUFF1_HNRT,AUPF-UPC-01-00-EXTERNAL,2025-09-27T06:00:00-04:00,3600,0,4661,6567807,358,157.83,0,4501,4247830,358,158.77
070,Upstate New York,VCP Edge 1.x,NR,,BUFF1_HNRT,AUPF-UPC-01-01-EXTERNAL,2025-09-27T06:00:00-04:00,3600,0,24248,22946074,358,609.07,0,24055,19702721,358,611.15
070,Upstate New York,VCP Edge 1.x,NR,,BUFF1_HNRT,AUPF-UPC-01-00-INTERNAL,2025-09-27T06:00:00-04:00,3600,0,12,93184,358,0.42,0,24,104454,358,0.99
070,Upstate New York,VCP Edge 1.x,NR,,BUFF1_HNRT,AUPF-UPC-01-01-INTERNAL,2025-09-27T06:00:00-04:00,3600,0,0,0,358,0,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00-00-EXTERNAL,2025-09-27T06:00:00-04:00,3600,0,6,44114,358,0.05,0,4,35177,358,0.03
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00-01-EXTERNAL,2025-09-27T06:00:00-04:00,3600,0,0,2080,358,0.01,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00-00-INTERNAL,2025-09-27T06:00:00-04:00,3600,0,30,143936,358,0.24,0,20,114313,358,0.2
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00-01-INTERNAL,2025-09-27T06:00:00-04:00,3600,0,0,2072,358,0.01,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01-00-INTERNAL,2025-09-27T06:00:00-04:00,3600,0,158,1075781,358,2.76,0,157,1133923,358,2.79
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01-01-INTERNAL,2025-09-27T06:00:00-04:00,3600,0,0,3368,358,0.03,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01-00-MANAGEMENT,2025-09-27T06:00:00-04:00,3600,0,0,14784,358,0.02,0,11,23624,358,1.65
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00-00-EXTERNAL,2025-09-27T06:00:00-04:00,3600,0,15486,18920453,357,370,0,15203,14050373,357,372.61
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00-01-EXTERNAL,2025-09-27T06:00:00-04:00,3600,0,28503,30150813,357,345.49,0,28238,24545940,357,347.17
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00-00-INTERNAL,2025-09-27T06:00:00-04:00,3600,0,15,97901,357,0.53,0,27,113596,357,0.6
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00-01-INTERNAL,2025-09-27T06:00:00-04:00,3600,0,0,0,357,0,0,0,0,357,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01-00-EXTERNAL,2025-09-27T06:00:00-04:00,3600,0,26185,27051525,358,779.23,0,26001,22200675,358,786.35
