Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'Carrier5G.S5NC_DRBSetupFail_pct_SA_SNSSAI6','Carrier5G.S5NC_DRBSetupFail_pct_den_SA_SNSSAI6','Carrier5G.S5NC_DRBSetupFail_num_SA_SNSSAI6','Carrier5G.S5NC_PDUSetupFail_pct_SA_SNSSAI6','Carrier5G.S5NC_PDUSetupFail_pct_den_SA_SNSSAI6','Carrier5G.S5NC_PDUSetupFail_pct_num_SA_SNSSAI6','Carrier5G.S5ND_AvgAirIfDelay_DL_SA_us_5QI133_SNSSAI6','Carrier5G.S5ND_AvgIPLatency_DL_us_5QI133_SNSSAI6','Carrier5G.S5ND_AvgRLCDelay_DL_SA_us_5QI133_SNSSAI6','Carrier5G.S5ND_AvgRLCDelay_UL_SA_us_5QI133_SNSSAI6','Carrier5G.S5ND_AvgUEThpt_SA_Mbps_5QI133_RFSP95_SNSSAI6','Carrier5G.S5ND_DLActiveUE_Avg_SNSSAI6','Carrier5G.S5ND_DLRLC_SDU_Drop_pmm_pct_5QI133_SNSSAI6','Carrier5G.S5NR_DLPRBUtilization_pct_SNSSAI6','Carrier5G.S5NU_AvgPDCPDelay_DL_us_Cell_SNSSAI','Carrier5G.S5NU_AvgPDCPDelay_DL_us_Cell_5QI133_SNSSAI6','Carrier5G.S5NU_AvgPDCPDelay_UL_us_Cell_SNSSAI','Carrier5G.S5NU_AvgPDCPDelay_UL_us_Cell_5QI133_SNSSAI6','Carrier5G.S5NU_DLPDCP_SDU_DataVolume_MB_5QI133_SNSSAI6','Carrier5G.S5NU_DLPDCP_SDU_Drop_pmm_pct_5QI133_SNSSAI6','Carrier5G.S5NU_DLPDCP_SDU_Loss_pmm_pct_5QI133_SNSSAI6','Carrier5G.S5NU_ULPDCP_SDU_DataVolume_MB_5QI133_SNSSAI6','Carrier5G.S5NU_ULPDCP_SDU_Loss_pmm_pct_5QI133_SNSSAI6','Carrier5G.RLCDLPKTDISCARDCNTPDCP_5QI133','Carrier5G.RLCDLPKTDROPCNTFULLBUF_5QI133','Carrier5G.RLCDLPKTRECEIVECNT_5QI133','Carrier5G.ErabAddAtt_per_GNB','Carrier5G.RssiPathAvg_Path0','Carrier5G.RssiPathAvg_Path1','Carrier5G.RssiPathAvg_Path2','Carrier5G.RssiPathAvg_Path3','Carrier5G.RssiPathAvg','Carrier5G.S5NR_DLPRBUtilization_pct','Carrier5G.S5NR_ULPRBUtilization_pct','Carrier5G.5GNR_ENDC_Drop_pct','Carrier5G.5GNR_ENDC_Drop_pct_num','Carrier5G.5GNR_ENDC_Drop_pct_den','Carrier5G.S5NR_PDCCH_Blocking_Tot_pct','Carrier5G.S5NR_Cell_Availability_pct','Carrier5G.S5NC_MaxUENo_SPID125','Carrier5G.S5ND_TotalMACDataVolumeDL_MB_SPID125','Carrier5G.S5ND_DLUeThru_Mbps_SPID125','Carrier5G.S5NC_ERAB_Drop_Rate_FWA_pct_num','Carrier5G.S5NC_ERAB_Drop_Rate_FWA_pct','Carrier5G.S5NC_ERABSetupFailureRate_pct_QCI132','Carrier5G.S5NR_MaxRRCconnectedUsersPerDU','Carrier5G.S5NR_TotalDLRLCLayerDataVolume_MB','Carrier5G.S5NR_DLUserPerceivedTput_Mbps','Carrier5G.S5NR_TotalERABSetupFailureRate_pct','Carrier5G.S5NR_TotalERABSetupFailureRate_pct_num','Carrier5G.S5NR_TotalERABSetupFailureRate_pct_den','Carrier5G.S5NC_DRBDrop_pct_SA','Carrier5G.S5NC_DRBDrop_num_SA','Carrier5G.S5NC_DRBDrop_den_SA','Carrier5G.S5NC_DRBSetupFail_pct_SA','Carrier5G.S5NC_DRBSetupFail_num_SA','Carrier5G.S5NC_DRBSetupFail_den_SA','Carrier5G.S5NR_IntragNBHOFailRate_pct','Carrier5G.S5NR_IntragNBHOFailRate_den','Carrier5G.S5NR_IntragNBHOFailRate_num','Carrier5G.S5NR_IntergNBHOFailRate_pct','Carrier5G.S5NR_IntergNBHOFailRate_den','Carrier5G.S5NR_IntergNBHOFailRate_num','Carrier5G.S5NR_AvgRRCconnectedUsersPerDU_PerCell','Carrier5G.S5NR_DLMACLayerDataVolume_MB','Carrier5G.S5NR_PUCCHAvgSINR_dB','Carrier5G.S5NR_PUSCHAvgSINR_dB','Carrier5G.S5NR_TotalULRLCLayerDataVolume_MB','Carrier5G.S5NR_ULMACLayerDataVolume_MB','Carrier5G.S5NR_ULUserPerceivedTput_Mbps'
070,Upstate New York,VCP Far Edge,NR,,,07090013052-181-10,2025-09-27T10:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,1509,-89.06,-88.99,-89.15,-89.1,-89.06,17.2,20.92,0.4,12,3032,0.62,100,7,1145,299.23,0,0,0,,24286.73,208.04,0.07,1,1509,0.14,5,3700,0,0,3552,0.16,1269,2,0,76,0,22.49,27437.37,8.03,14,1178.67,2318.88,2.78
070,Upstate New York,VCP Far Edge,NR,,,07090013052-181-11,2025-09-27T10:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,1168,-91.53,-91.56,-91.55,-91.61,-91.58,8.41,13.69,0.22,3,1345,0.43,100,2,15.42,NaN,0,0,0,,7438.09,210.83,0,0,1168,0.5,3,604,0,0,706,0.16,638,1,0,11,0,8.91,9121.18,8.37,17.31,697.12,1195.92,6.83
070,Upstate New York,VCP Far Edge,NR,,,07090013052-182-10,2025-09-27T10:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,1331,-87.57,-87.64,-87.65,-87.7,-87.55,8.48,15.94,0.33,12,3630,0.74,100,1,0.43,NaN,0,0,0,,12561.43,179.58,0,0,1331,0.3,6,2027,0,0,2009,0.7,2012,14,1.52,66,1,14.98,14926.93,8.6,16.26,833.46,1694.85,5.82
070,Upstate New York,VCP Far Edge,NR,,,07090013052-182-11,2025-09-27T10:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,440,-91.11,-91.22,-91.07,-91.1,-91.05,4.02,4.21,0.41,4,972,0.4,100,0,0,NaN,0,NaN,NaN,,3877.67,225.48,0,0,440,0.34,1,293,0,0,421,0.53,570,3,0,22,0,3.17,4515.65,8.8,18.11,247.31,422.57,7.93
070,Upstate New York,VCP Far Edge,NR,,,07090013052-183-10,2025-09-27T10:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,450,-88.66,-88.57,-88.6,-88.72,-88.64,2.72,7.02,0.68,10,1474,0.88,100,0,0,NaN,0,NaN,NaN,,3383.19,244.95,0,0,450,2.06,13,631,0.15,1,646,0.94,1066,10,0,32,0,3.69,4079.99,8.82,16.39,303.88,713.29,5.06
070,Upstate New York,VCP Far Edge,NR,,,07090013052-183-11,2025-09-27T10:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,121,-92.03,-92.08,-91.97,-92.16,-92.15,1.07,1.33,0.29,1,344,0.66,100,0,0,NaN,0,NaN,NaN,,798.74,142.52,0,0,121,0,0,117,0,0,162,1.51,265,4,0,5,0,0.86,1143.53,8.72,17.59,38.1,73.58,2.8
070,Upstate New York,VCP Far Edge,NR,,,07090012265-64-7,2025-09-27T10:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,333,-98.39,-98.86,-98.49,-99,-98.69,5.07,1.44,8.32,66,793,3.43,100,0,0,NaN,0,NaN,NaN,,217.57,8.09,0,0,333,0.47,4,854,0.08,1,1197,0,365,0,0,26,0,1.27,228.85,8.66,12.5,3.08,79.4,2.9
070,Upstate New York,VCP Far Edge,NR,,,07090012265-65-7,2025-09-27T10:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,607,-99.65,-99.89,-97.44,-100.16,-99.28,13.4,4.04,3.22,52,1616,6.03,100,0,0.21,NaN,0,NaN,NaN,,667.31,16.98,0.66,4,607,0.17,4,2390,0,0,3396,0,749,0,1,100,1,2,699.68,8.65,10.98,8.9,161.79,1.73
070,Upstate New York,VCP Far Edge,NR,,,07090012265-66-7,2025-09-27T10:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,214,-98.66,-99.67,-98.5,-99.65,-99.12,8.84,2.33,12.15,88,724,3.99,100,0,0,NaN,0,NaN,NaN,,299,7.94,0,0,214,0.99,12,1216,0.07,1,1417,0,400,0,0,3,0,0.72,498.57,8.64,10.88,5.6,111.72,3.31
070,Upstate New York,VCP Far Edge,NR,,,07090013265-64-10,2025-09-27T10:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,395,-79.75,-79.67,-79.56,-79.75,-79.45,2.8,12.23,1.25,15,1196,0.65,100,0,0,NaN,0,NaN,NaN,,3744.52,277.04,0,0,395,0.28,2,713,0,0,573,0.49,812,4,0,26,0,4.69,4520.71,7.59,10.22,267.99,420.76,2.42
