DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DUNAME,DU,SECTOR,CARRIER,5GNR_ENDC_Drop%,5GNR_ENDC_Drop_%_num,5GNR_ENDC_Drop_%_den,S5NR_Cell_Availability_%,ErabAddAtt_per_GNB,ErabAddSucc_per_GNB,S5NR_DLMACLayerDataVolume_MB,S5NR_DLPRBUtilization_%,S5NR_DLUserPerceivedTput_Mbps,S5NR_PDCCH_SlotRationBlocking_DL_%,S5NR_PDCCH_SlotRationBlocking_Tot_%,S5NR_PDCCH_SlotRationBlocking_UL_%,S5NR_PUCCH_BLER_%,S5NR_PUCCHAvgSINR_dB,S5NR_PUSCHAvgSINR_dB,S5NR_TotalDLRLCLayerDataVolume_MB,S5NR_TotalERABSetupFailureRate_%,S5NR_TotalULRLCLayerDataVolume_MB,S5NR_ULMACLayerDataVolume_MB,S5NR_ULPRBUtilization_%,S5NR_ULUserPerceivedTput_Mbps,S5NC_DRBDrop_%_SA,S5NC_NRDCAdd_MN_Succ_%_SA,S5NC_NGSetupFailure_%_SA,S5NC_RRCSetupFailure_%_SA,S5NC_EPSFB_IRAT_HO_PrepFailure_%_SA,S5NC_EmergFB_IRAT_HO_Failure_%_SA,S5NC_EPSFB_IRAT_HO_Failure_%_SA,RssiPathAvg_Path0,RssiPathAvg_Path1,RssiPathAvg_Path2,RssiPathAvg_Path3,RssiPathAvg,S5NR_PDCCH_Blocking_Tot_%,S5NC_MaxUENo_SPID125,S5ND_TotalMACDataVolumeDL_MB_SPID125,S5ND_DLUeThru_Mbps_SPID125,S5NC_ERAB_Drop_Rate_FWA_%_num,S5NC_ERAB_Drop_Rate_FWA_%,S5NC_ERABSetupFailureRate%_QCI132,S5NR_TotalERABSetupFailureRate_%_num,S5NR_TotalERABSetupFailureRate_%_den,S5NC_DRBDrop_num_SA,S5NC_DRBDrop_den_SA,S5NC_DRBSetupFail_%_SA,S5NC_DRBSetupFail_num_SA,S5NC_DRBSetupFail_den_SA,S5NR_IntragNBHOFailRate_%,S5NR_IntragNBHOFailRate_den,S5NR_IntragNBHOFailRate_num,S5NR_IntergNBHOFailRate_%,S5NR_IntergNBHOFailRate_den,S5NR_IntergNBHOFailRate_num,S5NR_AvgRRCconnectedUsersPerDU_PerCell,Sum_DLRLCDataVolume_MB
09/27/2025,15,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,ALLENTOWN-HNRT,0080,80,1,8.33,1,12,100,9,9,456.94,2.04,70.86,0.01,0.01,0.03,1.21,17.31,13.67,617.21,0,14.91,27.86,0.17,6.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-115.98,-115.01,-115.25,-114.86,-115.27,0.01,1,434.6,69.96,1,100,NaN,0,9,0,0,NaN,0,0,0,3,0,NaN,0,0,0.42,623.82
09/27/2025,15,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,ALLENTOWN-HNRT,0081,81,1,16.67,4,24,100,18,18,109.24,0.41,45.84,0.06,0.08,0.14,2.37,16.37,13.08,72.1,0,9.87,19.58,0.16,10.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-115.52,-113.92,-115.16,-115.47,-115.02,0.08,0,0,NaN,0,NaN,NaN,0,18,0,0,NaN,0,0,0,3,0,NaN,0,0,0.2,72.12
09/27/2025,15,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,ALLENTOWN-HNRT,0082,82,1,12.5,1,8,100,7,7,21.55,0.05,33.9,0,0,0,2.03,16.82,13.8,7.47,0,0.58,1.49,0.01,4.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-115.18,-115.25,-113.96,-115,-114.85,0,0,0,NaN,0,NaN,NaN,0,7,0,0,NaN,0,0,0,3,0,NaN,0,0,0.04,20.78
09/27/2025,15,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,AMERICAN_STORAGE-HNRT,0095,95,1,NaN,0,0,100,4,4,5757.92,3.11,115.55,0.15,0.14,0.01,0.45,17.16,21.46,2099.07,0,29.54,122.66,0.35,60.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-112.76,-114.43,-114.4,-114.97,-114.14,0.14,1,5673.28,115.55,0,NaN,NaN,0,4,0,0,NaN,0,0,NaN,0,0,NaN,0,0,1,2171.49
09/27/2025,15,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,AMERICAN_STORAGE-HNRT,0096,96,1,NaN,0,0,100,4,4,3721.86,1.74,414.29,0.02,0.02,0,0.03,17.26,20.56,2879.95,0,90.42,337.49,0.62,131.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-110.39,-113.28,-110,-112.18,-111.46,0.02,1,3718.46,414.29,0,NaN,NaN,0,4,0,0,NaN,0,0,NaN,0,0,NaN,0,0,1,2881.33
09/27/2025,15,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,AMERICAN_STORAGE-HNRT,0097,97,1,NaN,0,0,100,4,4,5624.68,2.66,812.7,0.01,0.01,0,0.11,17.54,20.91,9537.2,0,92.93,198.66,0.34,27.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-113,-115.8,-111.57,-115.65,-114.01,0.01,1,5634.29,812.7,0,NaN,NaN,0,4,0,0,NaN,0,0,NaN,0,0,NaN,0,0,1,9537.69
09/27/2025,15,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,ARGYLE_PARK-HNRT,0086,86,1,0,0,4,100,4,4,17.36,0.03,294.71,0,0,0,0.99,17.27,14.44,23.34,0,1.41,2.83,0.02,7.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-115.2,-115.22,-113.97,-114.68,-114.77,0,0,0,NaN,0,NaN,NaN,0,4,0,0,NaN,0,0,NaN,0,0,NaN,0,0,0.07,23.34
09/27/2025,15,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,ARGYLE_PARK-HNRT,0087,87,1,0,0,4,100,4,4,43.85,0.12,94.67,0,0,0,0.97,16.69,13.27,17.49,0,2.72,4.37,0.03,6.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-115.44,-114.55,-115.73,-115.22,-115.24,0,0,0,NaN,0,NaN,NaN,0,4,0,0,NaN,0,0,NaN,0,0,NaN,0,0,0.09,39.4
09/27/2025,15,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,ARGYLE_PARK-HNRT,0088,88,1,0,0,9,100,9,9,18.99,0.12,63.8,0,0,0,0.89,16.51,11.17,9.98,0,2.37,3.82,0.04,4.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-116.91,-114.39,-116.56,-116.67,-116.13,0,0,0,NaN,0,NaN,NaN,0,9,0,0,NaN,0,0,NaN,0,0,NaN,0,0,0.04,15.84
09/27/2025,15,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,BAILEY CLINTON-HNRT,0047,47,1,14.58,14,96,100,75,75,204.44,0.71,38.09,0.04,0.06,0.13,18.93,16.08,12.06,115.86,0,6,12.68,0.17,2.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-115.71,-115.81,-115.06,-115,-115.39,0.06,0,0,NaN,0,NaN,NaN,0,75,0,0,NaN,0,0,0,31,0,NaN,0,0,0.39,159.66
