Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'GNB.ENDCAddAtt','GNB.ENDCAddprepSucc','GNB.ENDCAddsucc','GNB.ENDCRelbySgnb.Delta','GNB.ENDCRelbySgnb','GNB.ENDCAddSuccRate'
132,Central Texas,VCP Edge 1.x,NR,,,1320150,2025-10-07T19:00:00-05:00,3600,2161,2161,2158,,7,99.86
132,Central Texas,VCP Edge 1.x,NR,,,1320170,2025-10-07T19:00:00-05:00,3600,0,0,0,,0,NaN
132,Central Texas,VCP Edge 1.x,NR,,,1329150,2025-10-07T19:00:00-05:00,3600,422157,422153,421861,,3091,99.93
132,Central Texas,VCP Edge 1.x,NR,,,1329151,2025-10-07T19:00:00-05:00,3600,414441,414437,414254,,2246,99.95
132,Central Texas,VCP Edge 1.x,NR,,,1329152,2025-10-07T19:00:00-05:00,3600,375494,375486,375145,,2590,99.91
132,Central Texas,VCP Edge 1.x,NR,,,1329153,2025-10-07T19:00:00-05:00,3600,350303,350299,350124,,2118,99.95
132,Central Texas,VCP Edge 1.x,NR,,,1329154,2025-10-07T19:00:00-05:00,3600,125586,125586,125528,,1299,99.95
132,Central Texas,VCP Edge 1.x,NR,,,1329170,2025-10-07T19:00:00-05:00,3600,110,110,110,,1,100
132,Central Texas,VCP Edge 1.x,NR,,,1329159,2025-10-07T19:00:00-05:00,3600,0,0,0,,0,NaN
132,Central Texas,VCP Edge 1.x,NR,,,1329156,2025-10-07T19:00:00-05:00,3600,12802,12802,12800,,35,99.98
132,Central Texas,VCP Edge 1.x,NR,,,1329157,2025-10-07T19:00:00-05:00,3600,14600,14600,14588,,88,99.92
132,Central Texas,VCP Edge 1.x,NR,,,1329158,2025-10-07T19:00:00-05:00,3600,165,165,164,,1,99.39
132,Central Texas,VCP Edge 1.x,NR,,,1329160,2025-10-07T19:00:00-05:00,3600,15198,15198,15190,,122,99.95
132,Central Texas,VCP Edge 1.x,NR,,,1329199,2025-10-07T19:00:00-05:00,3600,1622,1622,1620,,2,99.88
132,Central Texas,VCP Edge 1.x,NR,,,1320151,2025-10-07T19:00:00-05:00,3600,4326,4326,4322,,4,99.91
132,Central Texas,VCP Edge 1.x,NR,,,1320152,2025-10-07T19:00:00-05:00,3600,2064,2064,2063,,8,99.95
132,Central Texas,VCP Edge 1.x,NR,,,1320153,2025-10-07T19:00:00-05:00,3600,1607,1607,1603,,6,99.75
132,Central Texas,VCP Edge 1.x,NR,,,1320154,2025-10-07T19:00:00-05:00,3600,1730,1730,1729,,6,99.94
132,Central Texas,VCP Edge 1.x,NR,,,1320155,2025-10-07T19:00:00-05:00,3600,524,524,524,,2,100
132,Central Texas,VCP Edge 1.x,NR,,,1320157,2025-10-07T19:00:00-05:00,3600,86,86,86,,0,100
132,Central Texas,VCP Edge 1.x,NR,,,1320198,2025-10-07T19:00:00-05:00,3600,0,0,0,,0,NaN
132,Central Texas,VCP Edge 1.x,NR,,,1320199,2025-10-07T19:00:00-05:00,3600,7750,7750,7748,,9,99.97
132,Central Texas,VCP Edge 1.x,NR,,,1329155,2025-10-07T19:00:00-05:00,3600,0,0,0,,0,NaN
132,Central Texas,VCP Edge 1.x,NR,,,1329197,2025-10-07T19:00:00-05:00,3600,0,0,0,,0,NaN
*,*,VCP Edge 1.x,NR,,,000000*,Total *,3600,1752726,1752706,1751617,,11635,99.94
