DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,PdcpSduLossRateUL,PdcpSduRetxByteDL,PdcpMaxThroughputDL,PdcpMaxThroughputUL,PdcpSduMaxVolumeDL,PdcpSduMaxVolumeUL,PdcpSduVolumeDL,PdcpSduVolumeUL,UpcLoadAvg,UpcLoadCnt,UpcLoadMax,UpcLoadMin,UpcLoadTot,PdcpSduLossRateDL,ENDCAddAtt,ENDCAddSuccRate,ENDCAddprepSucc,ENDCAddsucc,ENDCRelbySgnb,CAUSEE1APTRANSPORTLAYERTRANSPORTRESOURCEUNAVAILABLE,InThruPeak,OutThruPeak
10/07/2025,07,5GNR,New England,062,Maine - Hooksett,WSBO,0629301,0.02,683.93,1598029.82,197971.15,1905,236,1996019,170152,18.58,2160,47,0,40125.39,0,235366,99.92,235348,235176,1714,0,0,0
10/07/2025,07,5GNR,New England,062,Maine - Hooksett,WSBO,0629302,0.02,457.83,1176082.84,144284.06,1402,172,985645,85836,0,0,0,0,0,0,116933,99.88,116905,116790,734,0,0,0
10/07/2025,07,5GNR,New England,062,Maine - Hooksett,WSBO,0629303,0.04,196.26,780140.54,111568.49,930,133,782214,64158,0,0,0,0,0,0,95421,99.93,95421,95350,596,0,0,0
10/07/2025,07,5GNR,New England,062,Maine - Hooksett,WSBO,0629304,0.01,31.52,380842.8,76336.33,454,91,97742,11823,0,0,0,0,0,0,9739,99.91,9739,9730,49,0,0,0
10/07/2025,07,5GNR,New England,062,Maine - Hooksett,WSBO,0629305,0.01,4.69,338060.9,42781.9,403,51,104209,9769,0,0,0,0,0,0,12504,99.93,12504,12495,88,0,0,0
10/07/2025,07,5GNR,New England,062,Maine - Hooksett,WSBO,0629306,0.01,0.09,322122.55,7549.75,384,9,15682,1042,0,0,0,0,0,0,1797,100,1797,1797,5,0,0,0
10/07/2025,07,5GNR,New England,062,Maine - Hooksett,WSBO,0620200,0.01,6.08,593074.59,30198.99,707,36,36581,3514,0.48,720,11.12,0,345.5,0,4853,99.96,4853,4851,15,0,0,0
10/07/2025,07,5GNR,New England,062,Maine - Hooksett,WSBO,0629340,0,0,0,0,0,0,0,0,0.01,1440,2,0,21.75,0,0,NaN,0,0,0,0,0,0
10/07/2025,07,5GNR,New England,062,Maine - Hooksett,WSBO,0620201,0,2.73,160222.41,69625.45,191,83,22520,1790,0,0,0,0,0,0,2938,99.93,2938,2936,3,0,0,0
10/07/2025,07,5GNR,New England,062,Maine - Hooksett,WSBO,0620202,0.01,1.68,200487.73,6710.89,239,8,7109,439,0,0,0,0,0,0,1502,99.73,1502,1498,18,0,0,0
10/07/2025,07,5GNR,New England,062,Maine - Hooksett,WSBO,0620249,0,0.07,10066.33,0,12,0,204,18,0,0,0,0,0,0,138,100,138,138,0,0,0,0
Total,*,*,*,*,*,*,*,0.01,1384.88,1598029.82,197971.15,1905,236,4047925,348541,6.36,4320,47,0,40492.64,0,481191,99.91,481145,480761,3222,0,0,0
