Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'GNB.ENDCAddAtt','GNB.ENDCAddprepSucc','GNB.ENDCAddsucc','GNB.ENDCRelbySgnb.Delta','GNB.ENDCRelbySgnb','GNB.ENDCAddSuccRate'
127,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1270153,2025-10-07T11:00:00-05:00,3600,0,0,0,,0,NaN
127,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1270165,2025-10-07T11:00:00-05:00,3600,2805,2805,2796,,11,99.68
127,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1279701,2025-10-07T11:00:00-05:00,3600,53658,53658,53628,,289,99.94
127,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1279709,2025-10-07T11:00:00-05:00,3600,0,0,0,,0,NaN
127,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1279807,2025-10-07T11:00:00-05:00,3600,0,0,0,,0,NaN
127,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1270151,2025-10-07T11:00:00-05:00,3600,5532,5531,5528,,21,99.93
127,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1270152,2025-10-07T11:00:00-05:00,3600,3203,3199,3198,,7,99.84
127,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1270155,2025-10-07T11:00:00-05:00,3600,10041,10041,10029,,66,99.88
127,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1270163,2025-10-07T11:00:00-05:00,3600,0,0,0,,0,NaN
127,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1270166,2025-10-07T11:00:00-05:00,3600,3208,3208,3208,,16,100
127,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1279702,2025-10-07T11:00:00-05:00,3600,11380,11380,11378,,38,99.98
127,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1279703,2025-10-07T11:00:00-05:00,3600,351149,351133,350841,,2023,99.91
127,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1279704,2025-10-07T11:00:00-05:00,3600,378142,378081,377900,,1784,99.94
127,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1279705,2025-10-07T11:00:00-05:00,3600,195503,195500,195425,,1087,99.96
127,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1279706,2025-10-07T11:00:00-05:00,3600,119318,119295,119254,,723,99.95
127,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1279707,2025-10-07T11:00:00-05:00,3600,70171,70089,70058,,414,99.84
127,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1279708,2025-10-07T11:00:00-05:00,3600,846,846,842,,25,99.53
127,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1279901,2025-10-07T11:00:00-05:00,3600,0,0,0,,0,NaN
127,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1270156,2025-10-07T11:00:00-05:00,3600,4005,4005,3997,,4,99.8
*,*,VCP Edge 1.x,NR,,,000000*,Total *,3600,1208961,1208771,1208082,,6508,99.93
