DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,PdcpSduLossRateUL,PdcpSduRetxByteDL,PdcpMaxThroughputDL,PdcpMaxThroughputUL,PdcpSduMaxVolumeDL,PdcpSduMaxVolumeUL,PdcpSduVolumeDL,PdcpSduVolumeUL,UpcLoadAvg,UpcLoadCnt,UpcLoadMax,UpcLoadMin,UpcLoadTot,PdcpSduLossRateDL,ENDCAddAtt,ENDCAddSuccRate,ENDCAddprepSucc,ENDCAddsucc,ENDCRelbySgnb,CAUSEE1APTRANSPORTLAYERTRANSPORTRESOURCEUNAVAILABLE,InThruPeak,OutThruPeak
10/07/2025,00,5GNR,South Central,181,Memphis - WestTenn,ARTN,1810100,0.01,0.14,161900.13,26004.68,193,31,17299,1357,0.06,720,2,0,47.13,0,1433,99.79,1432,1430,43,0,0,0
10/07/2025,00,5GNR,South Central,181,Memphis - WestTenn,ARTN,1810103,0,0.01,150994.94,23488.1,180,28,22386,1323,0.31,720,2.12,0,225.01,0,403,100,403,403,1,0,0,0
10/07/2025,00,5GNR,South Central,181,Memphis - WestTenn,ARTN,1819100,0.05,302.94,2004877.31,187065.96,2390,223,3187467,307965,13.63,2880,35.88,0,39243.14,0,115396,99.71,115114,115067,353,0,0,0
10/07/2025,00,5GNR,South Central,181,Memphis - WestTenn,ARTN,1819101,0.01,152.1,2294284.29,223975.83,2735,267,4016138,355756,17.68,2880,47,0,50915.51,0,143650,99.81,143424,143375,1053,0,0,0
10/07/2025,00,5GNR,South Central,181,Memphis - WestTenn,ARTN,1819103,0.01,7.1,311217.36,24326.96,371,29,39676,5736,1.14,1440,5,0,1639.62,0,1654,100,1654,1654,3,0,0,0
10/07/2025,00,5GNR,South Central,181,Memphis - WestTenn,SC_W_MIDTOWN_TN_19_ARTN,1810107,0,0.01,62075.7,20132.66,74,24,15772,526,0.01,720,3,0,9.88,0,61,100,61,61,0,0,0,0
10/07/2025,00,5GNR,South Central,181,Memphis - WestTenn,TN_MEM_UOM_017_ARTN,1810105,0,0.01,45298.48,8388.61,54,10,7828,174,0.05,720,3,0,33.62,0,180,100,180,180,0,0,0,0
10/07/2025,00,5GNR,South Central,181,Memphis - WestTenn,5GNB_RIDGEWAY,1819170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0
10/07/2025,00,5GNR,South Central,181,Memphis - WestTenn,ARTN,1810102,0,0.04,71303.17,95630.13,85,114,7934,2808,0,0,0,0,0,0,238,100,238,238,4,0,0,0
10/07/2025,00,5GNR,South Central,181,Memphis - WestTenn,ARTN,1810108,0,0,26004.68,1677.72,31,2,2024,26,0,0,0,0,0,0,451,100,451,451,1,0,0,0
