Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'GNB.ENDCAddAtt','GNB.ENDCAddprepSucc','GNB.ENDCAddsucc','GNB.ENDCRelbySgnb.Delta','GNB.ENDCRelbySgnb','GNB.ENDCAddSuccRate'
036,N. California,VCP Edge 1.x,NR,,,0360018,2025-10-07T01:00:00-05:00,3600,178,178,178,,7,100
036,N. California,VCP Edge 1.x,NR,,,0360001,2025-10-07T01:00:00-05:00,3600,216,216,216,,33,100
036,N. California,VCP Edge 1.x,NR,,,0360002,2025-10-07T01:00:00-05:00,3600,244,244,244,,43,100
036,N. California,VCP Edge 1.x,NR,,,0360004,2025-10-07T01:00:00-05:00,3600,493,493,493,,50,100
036,N. California,VCP Edge 1.x,NR,,,0360013,2025-10-07T01:00:00-05:00,3600,654,654,653,,12,99.85
036,N. California,VCP Edge 1.x,NR,,,0360052,2025-10-07T01:00:00-05:00,3600,478,478,474,,17,99.16
036,N. California,VCP Edge 1.x,NR,,,0360064,2025-10-07T01:00:00-05:00,3600,354,354,354,,20,100
036,N. California,VCP Edge 1.x,NR,,,0360248,2025-10-07T01:00:00-05:00,3600,58,58,58,,1,100
036,N. California,VCP Edge 1.x,NR,,,0360201,2025-10-07T01:00:00-05:00,3600,324,324,324,,35,100
036,N. California,VCP Edge 1.x,NR,,,0360152,2025-10-07T01:00:00-05:00,3600,420,420,420,,13,100
036,N. California,VCP Edge 1.x,NR,,,0360007,2025-10-07T01:00:00-05:00,3600,210,210,210,,18,100
036,N. California,VCP Edge 1.x,NR,,,0360106,2025-10-07T01:00:00-05:00,3600,54,54,54,,8,100
036,N. California,VCP Edge 1.x,NR,,,0360206,2025-10-07T01:00:00-05:00,3600,135,135,135,,1,100
036,N. California,VCP Edge 1.x,NR,,,0360203,2025-10-07T01:00:00-05:00,3600,167,167,167,,52,100
036,N. California,VCP Edge 1.x,NR,,,0360237,2025-10-07T01:00:00-05:00,3600,398,398,398,,16,100
036,N. California,VCP Edge 1.x,NR,,,0360021,2025-10-07T01:00:00-05:00,3600,223,223,223,,5,100
036,N. California,VCP Edge 1.x,NR,,,0360321,2025-10-07T01:00:00-05:00,3600,159,159,159,,0,100
036,N. California,VCP Edge 1.x,NR,,,0360146,2025-10-07T01:00:00-05:00,3600,878,878,876,,55,99.77
036,N. California,VCP Edge 1.x,NR,,,0360137,2025-10-07T01:00:00-05:00,3600,156,156,156,,8,100
036,N. California,VCP Edge 1.x,NR,,,0360346,2025-10-07T01:00:00-05:00,3600,44,44,44,,4,100
036,N. California,VCP Edge 1.x,NR,,,0360003,2025-10-07T01:00:00-05:00,3600,398,398,398,,7,100
036,N. California,VCP Edge 1.x,NR,,,0360005,2025-10-07T01:00:00-05:00,3600,292,292,288,,4,98.63
036,N. California,VCP Edge 1.x,NR,,,0360006,2025-10-07T01:00:00-05:00,3600,88,88,88,,8,100
036,N. California,VCP Edge 1.x,NR,,,0360008,2025-10-07T01:00:00-05:00,3600,523,523,523,,14,100
036,N. California,VCP Edge 1.x,NR,,,0360011,2025-10-07T01:00:00-05:00,3600,386,386,386,,21,100
036,N. California,VCP Edge 1.x,NR,,,0360023,2025-10-07T01:00:00-05:00,3600,164,164,164,,11,100
036,N. California,VCP Edge 1.x,NR,,,0360037,2025-10-07T01:00:00-05:00,3600,688,688,686,,20,99.71
036,N. California,VCP Edge 1.x,NR,,,0360042,2025-10-07T01:00:00-05:00,3600,332,332,332,,5,100
036,N. California,VCP Edge 1.x,NR,,,0360044,2025-10-07T01:00:00-05:00,3600,283,283,283,,26,100
036,N. California,VCP Edge 1.x,NR,,,0360046,2025-10-07T01:00:00-05:00,3600,247,247,247,,27,100
036,N. California,VCP Edge 1.x,NR,,,0360048,2025-10-07T01:00:00-05:00,3600,525,525,525,,40,100
036,N. California,VCP Edge 1.x,NR,,,0360050,2025-10-07T01:00:00-05:00,3600,751,751,751,,99,100
036,N. California,VCP Edge 1.x,NR,,,0360055,2025-10-07T01:00:00-05:00,3600,514,514,514,,20,100
036,N. California,VCP Edge 1.x,NR,,,0360057,2025-10-07T01:00:00-05:00,3600,287,287,287,,18,100
036,N. California,VCP Edge 1.x,NR,,,0360059,2025-10-07T01:00:00-05:00,3600,589,589,588,,2,99.83
036,N. California,VCP Edge 1.x,NR,,,0360101,2025-10-07T01:00:00-05:00,3600,142,142,142,,0,100
036,N. California,VCP Edge 1.x,NR,,,0360102,2025-10-07T01:00:00-05:00,3600,0,0,0,,0,NaN
036,N. California,VCP Edge 1.x,NR,,,0360103,2025-10-07T01:00:00-05:00,3600,233,233,233,,8,100
036,N. California,VCP Edge 1.x,NR,,,0360104,2025-10-07T01:00:00-05:00,3600,252,252,252,,2,100
036,N. California,VCP Edge 1.x,NR,,,0360105,2025-10-07T01:00:00-05:00,3600,165,165,165,,4,100
036,N. California,VCP Edge 1.x,NR,,,0360107,2025-10-07T01:00:00-05:00,3600,78,78,78,,2,100
036,N. California,VCP Edge 1.x,NR,,,0360111,2025-10-07T01:00:00-05:00,3600,414,414,414,,49,100
036,N. California,VCP Edge 1.x,NR,,,0360118,2025-10-07T01:00:00-05:00,3600,863,863,863,,68,100
036,N. California,VCP Edge 1.x,NR,,,0360123,2025-10-07T01:00:00-05:00,3600,775,775,775,,15,100
036,N. California,VCP Edge 1.x,NR,,,0360142,2025-10-07T01:00:00-05:00,3600,466,466,466,,4,100
036,N. California,VCP Edge 1.x,NR,,,0360150,2025-10-07T01:00:00-05:00,3600,220,220,220,,8,100
036,N. California,VCP Edge 1.x,NR,,,0360155,2025-10-07T01:00:00-05:00,3600,193,193,188,,10,97.41
036,N. California,VCP Edge 1.x,NR,,,0360157,2025-10-07T01:00:00-05:00,3600,143,143,141,,6,98.6
036,N. California,VCP Edge 1.x,NR,,,0360164,2025-10-07T01:00:00-05:00,3600,450,450,448,,4,99.56
036,N. California,VCP Edge 1.x,NR,,,0360202,2025-10-07T01:00:00-05:00,3600,0,0,0,,0,NaN
036,N. California,VCP Edge 1.x,NR,,,0360204,2025-10-07T01:00:00-05:00,3600,154,154,154,,42,100
036,N. California,VCP Edge 1.x,NR,,,0360221,2025-10-07T01:00:00-05:00,3600,39,39,39,,2,100
036,N. California,VCP Edge 1.x,NR,,,0360223,2025-10-07T01:00:00-05:00,3600,410,410,410,,2,100
036,N. California,VCP Edge 1.x,NR,,,0360242,2025-10-07T01:00:00-05:00,3600,52,52,52,,1,100
036,N. California,VCP Edge 1.x,NR,,,0360246,2025-10-07T01:00:00-05:00,3600,66,66,66,,0,100
036,N. California,VCP Edge 1.x,NR,,,0360323,2025-10-07T01:00:00-05:00,3600,351,351,351,,10,100
036,N. California,VCP Edge 1.x,NR,,,0360337,2025-10-07T01:00:00-05:00,3600,353,353,353,,19,100
036,N. California,VCP Edge 1.x,NR,,,0360342,2025-10-07T01:00:00-05:00,3600,372,372,372,,36,100
*,*,VCP Edge 1.x,NR,,,000000*,Total *,3600,18101,18101,18078,,1012,99.87
