Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'GNB.ENDCAddAtt','GNB.ENDCAddprepSucc','GNB.ENDCAddsucc','GNB.ENDCRelbySgnb.Delta','GNB.ENDCRelbySgnb','GNB.ENDCAddSuccRate'
134,Central Texas,VCP Edge 1.x,NR,,,1349250,2025-10-07T22:00:00-05:00,3600,149870,149870,149628,,886,99.84
134,Central Texas,VCP Edge 1.x,NR,,,1340250,2025-10-07T22:00:00-05:00,3600,1911,1911,1892,,7,99.01
134,Central Texas,VCP Edge 1.x,NR,,,1340252,2025-10-07T22:00:00-05:00,3600,651,651,651,,0,100
134,Central Texas,VCP Edge 1.x,NR,,,1349251,2025-10-07T22:00:00-05:00,3600,0,0,0,,0,NaN
134,Central Texas,VCP Edge 1.x,NR,,,1349252,2025-10-07T22:00:00-05:00,3600,70653,70653,70593,,385,99.92
134,Central Texas,VCP Edge 1.x,NR,,,1349253,2025-10-07T22:00:00-05:00,3600,66327,66327,66258,,471,99.9
134,Central Texas,VCP Edge 1.x,NR,,,1349254,2025-10-07T22:00:00-05:00,3600,0,0,0,,0,NaN
134,Central Texas,VCP Edge 1.x,NR,,,1349255,2025-10-07T22:00:00-05:00,3600,0,0,0,,0,NaN
134,Central Texas,VCP Edge 1.x,NR,,,1349299,2025-10-07T22:00:00-05:00,3600,0,0,0,,0,NaN
134,Central Texas,VCP Edge 1.x,NR,,,1340251,2025-10-07T22:00:00-05:00,3600,1061,1061,1061,,1,100
134,Central Texas,VCP Edge 1.x,NR,,,1340299,2025-10-07T22:00:00-05:00,3600,24,24,24,,0,100
*,*,VCP Edge 1.x,NR,,,000000*,Total *,3600,290497,290497,290107,,1750,99.87
