Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'GNB.ENDCAddAtt','GNB.ENDCAddprepSucc','GNB.ENDCAddsucc','GNB.ENDCRelbySgnb.Delta','GNB.ENDCRelbySgnb','GNB.ENDCAddSuccRate'
071,Upstate New York,VCP Edge 1.x,NR,,,0719101,2025-10-07T22:00:00-05:00,3600,116249,116249,116205,,445,99.96
071,Upstate New York,VCP Edge 1.x,NR,,,0719102,2025-10-07T22:00:00-05:00,3600,234413,234409,234135,,983,99.88
071,Upstate New York,VCP Edge 1.x,NR,,,0719103,2025-10-07T22:00:00-05:00,3600,244078,244071,243853,,1111,99.91
071,Upstate New York,VCP Edge 1.x,NR,,,0719104,2025-10-07T22:00:00-05:00,3600,37503,37503,37480,,200,99.94
071,Upstate New York,VCP Edge 1.x,NR,,,0719105,2025-10-07T22:00:00-05:00,3600,28140,28140,28125,,96,99.95
071,Upstate New York,VCP Edge 1.x,NR,,,0719106,2025-10-07T22:00:00-05:00,3600,40131,40131,40109,,174,99.95
071,Upstate New York,VCP Edge 1.x,NR,,,0719107,2025-10-07T22:00:00-05:00,3600,21815,21815,21809,,103,99.97
071,Upstate New York,VCP Edge 1.x,NR,,,0719108,2025-10-07T22:00:00-05:00,3600,27942,27942,27928,,101,99.95
071,Upstate New York,VCP Edge 1.x,NR,,,0719110,2025-10-07T22:00:00-05:00,3600,14874,14874,14864,,108,99.93
071,Upstate New York,VCP Edge 1.x,NR,,,0719111,2025-10-07T22:00:00-05:00,3600,2352,2351,2350,,7,99.91
071,Upstate New York,VCP Edge 1.x,NR,,,0719112,2025-10-07T22:00:00-05:00,3600,1080,1080,1078,,4,99.81
071,Upstate New York,VCP Edge 1.x,NR,,,0719189,2025-10-07T22:00:00-05:00,3600,909,909,909,,0,100
071,Upstate New York,VCP Edge 1.x,NR,,,0719199,2025-10-07T22:00:00-05:00,3600,612,612,611,,0,99.84
071,Upstate New York,VCP Edge 1.x,NR,,,0710011,2025-10-07T22:00:00-05:00,3600,696,696,696,,3,100
071,Upstate New York,VCP Edge 1.x,NR,,,0710018,2025-10-07T22:00:00-05:00,3600,0,0,0,,0,NaN
071,Upstate New York,VCP Edge 1.x,NR,,,0710012,2025-10-07T22:00:00-05:00,3600,478,478,478,,2,100
071,Upstate New York,VCP Edge 1.x,NR,,,0710013,2025-10-07T22:00:00-05:00,3600,633,633,632,,8,99.84
071,Upstate New York,VCP Edge 1.x,NR,,,0710015,2025-10-07T22:00:00-05:00,3600,174,174,174,,1,100
071,Upstate New York,VCP Edge 1.x,NR,,,0710017,2025-10-07T22:00:00-05:00,3600,0,0,0,,0,NaN
071,Upstate New York,VCP Edge 1.x,NR,,,0710020,2025-10-07T22:00:00-05:00,3600,0,0,0,,0,NaN
071,Upstate New York,VCP Edge 1.x,NR,,,0710040,2025-10-07T22:00:00-05:00,3600,182,182,182,,0,100
071,Upstate New York,VCP Edge 1.x,NR,,,0710100,2025-10-07T22:00:00-05:00,3600,2,2,2,,0,100
071,Upstate New York,VCP Edge 1.x,NR,,,0710014,2025-10-07T22:00:00-05:00,3600,284,284,282,,3,99.3
071,Upstate New York,VCP Edge 1.x,NR,,,0710016,2025-10-07T22:00:00-05:00,3600,49,49,48,,0,97.96
*,*,VCP Edge 1.x,NR,,,000000*,Total *,3600,772596,772584,771950,,3349,99.92
