Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'GNB.ENDCAddAtt','GNB.ENDCAddprepSucc','GNB.ENDCAddsucc','GNB.ENDCRelbySgnb.Delta','GNB.ENDCRelbySgnb','GNB.ENDCAddSuccRate'
182,South Central,VCP Edge 1.x,NR,,,1820150,2025-10-07T05:00:00-05:00,3600,710,710,710,,1,100
182,South Central,VCP Edge 1.x,NR,,,1820151,2025-10-07T05:00:00-05:00,3600,1729,1729,1728,,4,99.94
182,South Central,VCP Edge 1.x,NR,,,1829152,2025-10-07T05:00:00-05:00,3600,101486,101486,101477,,112,99.99
182,South Central,VCP Edge 1.x,NR,,,1829153,2025-10-07T05:00:00-05:00,3600,90164,90164,90156,,162,99.99
182,South Central,VCP Edge 1.x,NR,,,1829165,2025-10-07T05:00:00-05:00,3600,0,0,0,,0,NaN
182,South Central,VCP Edge 1.x,NR,,,1820152,2025-10-07T05:00:00-05:00,3600,1185,1185,1185,,2,100
182,South Central,VCP Edge 1.x,NR,,,1820153,2025-10-07T05:00:00-05:00,3600,410,410,409,,1,99.76
182,South Central,VCP Edge 1.x,NR,,,1820154,2025-10-07T05:00:00-05:00,3600,551,551,551,,0,100
182,South Central,VCP Edge 1.x,NR,,,1820155,2025-10-07T05:00:00-05:00,3600,2308,2308,2308,,1,100
182,South Central,VCP Edge 1.x,NR,,,1829150,2025-10-07T05:00:00-05:00,3600,109352,109352,109339,,288,99.99
182,South Central,VCP Edge 1.x,NR,,,1829151,2025-10-07T05:00:00-05:00,3600,109390,109385,109343,,221,99.96
182,South Central,VCP Edge 1.x,NR,,,1829155,2025-10-07T05:00:00-05:00,3600,69221,69221,69191,,175,99.96
182,South Central,VCP Edge 1.x,NR,,,1829156,2025-10-07T05:00:00-05:00,3600,83000,82999,82960,,200,99.95
182,South Central,VCP Edge 1.x,NR,,,1829160,2025-10-07T05:00:00-05:00,3600,150992,150989,150963,,311,99.98
182,South Central,VCP Edge 1.x,NR,,,1829170,2025-10-07T05:00:00-05:00,3600,3180,3180,3179,,4,99.97
*,*,VCP Edge 1.x,NR,,,000000*,Total *,3600,723678,723669,723499,,1482,99.98
