Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'GNB.ENDCAddAtt','GNB.ENDCAddprepSucc','GNB.ENDCAddsucc','GNB.ENDCRelbySgnb.Delta','GNB.ENDCRelbySgnb','GNB.ENDCAddSuccRate'
036,N. California,VCP Edge 1.x,NR,,,0360342,2025-10-07T23:00:00-05:00,3600,743,743,742,,119,99.87
036,N. California,VCP Edge 1.x,NR,,,0360248,2025-10-07T23:00:00-05:00,3600,83,83,83,,4,100
036,N. California,VCP Edge 1.x,NR,,,0360064,2025-10-07T23:00:00-05:00,3600,706,706,703,,51,99.58
036,N. California,VCP Edge 1.x,NR,,,0360201,2025-10-07T23:00:00-05:00,3600,826,826,826,,97,100
036,N. California,VCP Edge 1.x,NR,,,0360152,2025-10-07T23:00:00-05:00,3600,673,673,673,,32,100
036,N. California,VCP Edge 1.x,NR,,,0360006,2025-10-07T23:00:00-05:00,3600,262,262,262,,28,100
036,N. California,VCP Edge 1.x,NR,,,0360007,2025-10-07T23:00:00-05:00,3600,567,567,567,,93,100
036,N. California,VCP Edge 1.x,NR,,,0360107,2025-10-07T23:00:00-05:00,3600,195,195,195,,17,100
036,N. California,VCP Edge 1.x,NR,,,0360106,2025-10-07T23:00:00-05:00,3600,322,322,322,,52,100
036,N. California,VCP Edge 1.x,NR,,,0360206,2025-10-07T23:00:00-05:00,3600,170,170,170,,14,100
036,N. California,VCP Edge 1.x,NR,,,0360203,2025-10-07T23:00:00-05:00,3600,672,672,671,,160,99.85
036,N. California,VCP Edge 1.x,NR,,,0360237,2025-10-07T23:00:00-05:00,3600,758,758,758,,23,100
036,N. California,VCP Edge 1.x,NR,,,0360021,2025-10-07T23:00:00-05:00,3600,508,508,508,,41,100
036,N. California,VCP Edge 1.x,NR,,,0360146,2025-10-07T23:00:00-05:00,3600,872,872,871,,95,99.89
036,N. California,VCP Edge 1.x,NR,,,0360002,2025-10-07T23:00:00-05:00,3600,498,498,498,,98,100
036,N. California,VCP Edge 1.x,NR,,,0360346,2025-10-07T23:00:00-05:00,3600,87,87,87,,2,100
036,N. California,VCP Edge 1.x,NR,,,0360001,2025-10-07T23:00:00-05:00,3600,535,535,534,,86,99.81
036,N. California,VCP Edge 1.x,NR,,,0360003,2025-10-07T23:00:00-05:00,3600,582,582,582,,26,100
036,N. California,VCP Edge 1.x,NR,,,0360004,2025-10-07T23:00:00-05:00,3600,587,587,587,,119,100
036,N. California,VCP Edge 1.x,NR,,,0360005,2025-10-07T23:00:00-05:00,3600,454,454,453,,3,99.78
036,N. California,VCP Edge 1.x,NR,,,0360008,2025-10-07T23:00:00-05:00,3600,538,538,538,,14,100
036,N. California,VCP Edge 1.x,NR,,,0360011,2025-10-07T23:00:00-05:00,3600,729,729,729,,77,100
036,N. California,VCP Edge 1.x,NR,,,0360013,2025-10-07T23:00:00-05:00,3600,727,727,726,,55,99.86
036,N. California,VCP Edge 1.x,NR,,,0360018,2025-10-07T23:00:00-05:00,3600,367,367,367,,41,100
036,N. California,VCP Edge 1.x,NR,,,0360023,2025-10-07T23:00:00-05:00,3600,276,276,276,,17,100
036,N. California,VCP Edge 1.x,NR,,,0360037,2025-10-07T23:00:00-05:00,3600,919,919,917,,58,99.78
036,N. California,VCP Edge 1.x,NR,,,0360042,2025-10-07T23:00:00-05:00,3600,413,413,413,,25,100
036,N. California,VCP Edge 1.x,NR,,,0360044,2025-10-07T23:00:00-05:00,3600,469,463,463,,76,98.72
036,N. California,VCP Edge 1.x,NR,,,0360046,2025-10-07T23:00:00-05:00,3600,375,375,375,,56,100
036,N. California,VCP Edge 1.x,NR,,,0360048,2025-10-07T23:00:00-05:00,3600,1287,1287,1287,,145,100
036,N. California,VCP Edge 1.x,NR,,,0360050,2025-10-07T23:00:00-05:00,3600,1213,1213,1213,,153,100
036,N. California,VCP Edge 1.x,NR,,,0360052,2025-10-07T23:00:00-05:00,3600,906,906,906,,78,100
036,N. California,VCP Edge 1.x,NR,,,0360055,2025-10-07T23:00:00-05:00,3600,602,602,601,,35,99.83
036,N. California,VCP Edge 1.x,NR,,,0360057,2025-10-07T23:00:00-05:00,3600,428,428,428,,28,100
036,N. California,VCP Edge 1.x,NR,,,0360059,2025-10-07T23:00:00-05:00,3600,416,416,416,,0,100
036,N. California,VCP Edge 1.x,NR,,,0360101,2025-10-07T23:00:00-05:00,3600,169,169,169,,10,100
036,N. California,VCP Edge 1.x,NR,,,0360102,2025-10-07T23:00:00-05:00,3600,0,0,0,,0,NaN
036,N. California,VCP Edge 1.x,NR,,,0360103,2025-10-07T23:00:00-05:00,3600,364,364,364,,21,100
036,N. California,VCP Edge 1.x,NR,,,0360104,2025-10-07T23:00:00-05:00,3600,213,213,213,,4,100
036,N. California,VCP Edge 1.x,NR,,,0360105,2025-10-07T23:00:00-05:00,3600,418,418,413,,8,98.8
036,N. California,VCP Edge 1.x,NR,,,0360111,2025-10-07T23:00:00-05:00,3600,861,861,861,,131,100
036,N. California,VCP Edge 1.x,NR,,,0360118,2025-10-07T23:00:00-05:00,3600,1470,1470,1469,,182,99.93
036,N. California,VCP Edge 1.x,NR,,,0360123,2025-10-07T23:00:00-05:00,3600,1026,1026,1026,,24,100
036,N. California,VCP Edge 1.x,NR,,,0360137,2025-10-07T23:00:00-05:00,3600,321,321,321,,42,100
036,N. California,VCP Edge 1.x,NR,,,0360142,2025-10-07T23:00:00-05:00,3600,622,622,622,,7,100
036,N. California,VCP Edge 1.x,NR,,,0360150,2025-10-07T23:00:00-05:00,3600,278,278,278,,11,100
036,N. California,VCP Edge 1.x,NR,,,0360155,2025-10-07T23:00:00-05:00,3600,254,254,251,,16,98.82
036,N. California,VCP Edge 1.x,NR,,,0360157,2025-10-07T23:00:00-05:00,3600,257,257,257,,9,100
036,N. California,VCP Edge 1.x,NR,,,0360164,2025-10-07T23:00:00-05:00,3600,703,703,695,,25,98.86
036,N. California,VCP Edge 1.x,NR,,,0360202,2025-10-07T23:00:00-05:00,3600,0,0,0,,0,NaN
036,N. California,VCP Edge 1.x,NR,,,0360204,2025-10-07T23:00:00-05:00,3600,322,322,321,,84,99.69
036,N. California,VCP Edge 1.x,NR,,,0360221,2025-10-07T23:00:00-05:00,3600,54,54,54,,1,100
036,N. California,VCP Edge 1.x,NR,,,0360223,2025-10-07T23:00:00-05:00,3600,855,855,855,,22,100
036,N. California,VCP Edge 1.x,NR,,,0360242,2025-10-07T23:00:00-05:00,3600,110,110,110,,13,100
036,N. California,VCP Edge 1.x,NR,,,0360246,2025-10-07T23:00:00-05:00,3600,123,123,123,,7,100
036,N. California,VCP Edge 1.x,NR,,,0360321,2025-10-07T23:00:00-05:00,3600,153,153,153,,4,100
036,N. California,VCP Edge 1.x,NR,,,0360323,2025-10-07T23:00:00-05:00,3600,929,929,929,,61,100
036,N. California,VCP Edge 1.x,NR,,,0360337,2025-10-07T23:00:00-05:00,3600,868,868,868,,57,100
*,*,VCP Edge 1.x,NR,,,000000*,Total *,3600,30135,30129,30099,,2757,99.88
