Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'GNB.ENDCAddAtt','GNB.ENDCAddprepSucc','GNB.ENDCAddsucc','GNB.ENDCRelbySgnb.Delta','GNB.ENDCRelbySgnb','GNB.ENDCAddSuccRate'
122,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1229201,2025-10-07T22:00:00-05:00,3600,89168,89162,85400,,467,95.77
122,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1229202,2025-10-07T22:00:00-05:00,3600,19657,19657,18840,,117,95.84
122,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1229203,2025-10-07T22:00:00-05:00,3600,9246,9246,8802,,36,95.2
122,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1229204,2025-10-07T22:00:00-05:00,3600,15922,15922,15711,,110,98.67
122,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1229205,2025-10-07T22:00:00-05:00,3600,26687,26687,26248,,136,98.36
122,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1229250,2025-10-07T22:00:00-05:00,3600,8701,8701,8557,,35,98.35
122,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1229251,2025-10-07T22:00:00-05:00,3600,2121,2121,2091,,14,98.59
122,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1220050,2025-10-07T22:00:00-05:00,3600,411,411,408,,0,99.27
122,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1229252,2025-10-07T22:00:00-05:00,3600,47,47,45,,0,95.74
122,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1229253,2025-10-07T22:00:00-05:00,3600,0,0,0,,0,NaN
122,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1229254,2025-10-07T22:00:00-05:00,3600,0,0,0,,0,NaN
122,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1229206,2025-10-07T22:00:00-05:00,3600,0,0,0,,0,NaN
122,Houston/Gulf Coast,VCP Edge 1.x,NR,,,1229997,2025-10-07T22:00:00-05:00,3600,0,0,0,,0,NaN
*,*,VCP Edge 1.x,NR,,,000000*,Total *,3600,171960,171954,166102,,915,96.59
