DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,PdcpSduLossRateUL,PdcpSduRetxByteDL,PdcpMaxThroughputDL,PdcpMaxThroughputUL,PdcpSduMaxVolumeDL,PdcpSduMaxVolumeUL,PdcpSduVolumeDL,PdcpSduVolumeUL,UpcLoadAvg,UpcLoadCnt,UpcLoadMax,UpcLoadMin,UpcLoadTot,PdcpSduLossRateDL,ENDCAddAtt,ENDCAddSuccRate,ENDCAddprepSucc,ENDCAddsucc,ENDCRelbySgnb,CAUSEE1APTRANSPORTLAYERTRANSPORTRESOURCEUNAVAILABLE,InThruPeak,OutThruPeak
10/07/2025,19,5GNR,Philadelphia Tri-State,100,Burlington - Maple Shade,NWCS,1000700,0.01,0.54,138412.03,29360.13,165,35,57906,4171,0.77,720,4.62,0,553.63,0,3405,100,3405,3405,4,0,0,0
10/07/2025,19,5GNR,Philadelphia Tri-State,100,Burlington - Maple Shade,NWCS,1000701,0.01,0.15,294440.14,17616.08,351,21,3494,230,0.03,720,3,0,24.24,0,471,100,471,471,0,0,0,0
10/07/2025,19,5GNR,Philadelphia Tri-State,100,Burlington - Maple Shade,NWCS,1000703,0.01,0.08,129184.56,6710.89,154,8,5102,160,0.03,720,3,0,20.64,0,436,100,436,436,0,0,0,0
10/07/2025,19,5GNR,Philadelphia Tri-State,100,Burlington - Maple Shade,NWCS,1000716,0,0.01,110729.63,116601.65,132,139,20503,1374,0.05,720,2,0,36.5,0,604,100,604,604,3,0,0,0
10/07/2025,19,5GNR,Philadelphia Tri-State,100,Burlington - Maple Shade,NWCS,1009702,0.02,405.85,1370698.55,105696.46,1634,126,1808769,187328,21.53,2160,52.25,0,46514.01,0,132942,99.92,132936,132830,748,0,0,0
10/07/2025,19,5GNR,Philadelphia Tri-State,100,Burlington - Maple Shade,NWCS,1009707,0.07,162.32,725614.59,92274.69,865,110,926037,75815,22.03,2880,52.62,0,63436.24,0,45641,99.96,45639,45625,269,0,0,0
10/07/2025,19,5GNR,Philadelphia Tri-State,100,Burlington - Maple Shade,NWCS,1009713,0.01,2296.51,701287.63,88080.38,836,105,1182110,118063,23.87,2879,59.75,0,68704.5,0.15,75691,99.99,75691,75685,213,0,0,0
10/07/2025,19,5GNR,Philadelphia Tri-State,100,Burlington - Maple Shade,NWCS,1009700,0.05,294.61,718064.84,133378.87,856,159,913851,89941,0,0,0,0,0,0,70106,99.94,70103,70064,319,0,0,0
10/07/2025,19,5GNR,Philadelphia Tri-State,100,Burlington - Maple Shade,NWCS,1009701,0.01,34.2,543581.8,151833.8,648,181,589174,67667,0,0,0,0,0,0,48618,99.94,48616,48589,332,0,0,0
10/07/2025,19,5GNR,Philadelphia Tri-State,100,Burlington - Maple Shade,NWCS,1009703,0.01,179.92,1461295.51,146800.64,1742,175,2599256,234078,0,0,0,0,0,0,135028,99.98,135025,134999,594,0,0,0
10/07/2025,19,5GNR,Philadelphia Tri-State,100,Burlington - Maple Shade,NWCS,1009704,0.01,270.01,1413480.45,119118.23,1685,142,2207634,176232,0,0,0,0,0,0,77659,99.98,77659,77643,355,0,0,0
