DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DUNAME,DU,SECTOR,5GNR_ENDC_Drop%,5GNR_ENDC_Drop_%_num,5GNR_ENDC_Drop_%_den,S5NR_Cell_Availability_%,ErabAddAtt_per_GNB,ErabAddSucc_per_GNB,S5NR_DLMACLayerDataVolume_MB,S5NR_DLPRBUtilization_%,S5NR_DLUserPerceivedTput_Mbps,S5NR_PDCCH_SlotRationBlocking_DL_%,S5NR_PDCCH_SlotRationBlocking_Tot_%,S5NR_PDCCH_SlotRationBlocking_UL_%,S5NR_PUCCH_BLER_%,S5NR_PUCCHAvgSINR_dB,S5NR_PUSCHAvgSINR_dB,S5NR_TotalDLRLCLayerDataVolume_MB,S5NR_TotalERABSetupFailureRate_%,S5NR_TotalULRLCLayerDataVolume_MB,S5NR_ULMACLayerDataVolume_MB,S5NR_ULPRBUtilization_%,S5NR_ULUserPerceivedTput_Mbps,S5NC_DRBDrop_%_SA,S5NC_NRDCAdd_MN_Succ_%_SA,S5NC_NGSetupFailure_%_SA,S5NC_RRCSetupFailure_%_SA,S5NC_EPSFB_IRAT_HO_PrepFailure_%_SA,S5NC_EmergFB_IRAT_HO_Failure_%_SA,S5NC_EPSFB_IRAT_HO_Failure_%_SA,S5NC_DRBSetupFail_%_SA_SNSSAI6,S5NC_DRBSetupFail_%_den_SA_SNSSAI6,S5NC_DRBSetupFail_num_SA_SNSSAI6,S5NC_PDUSetupFail_%_SA_SNSSAI6,S5NC_PDUSetupFail_%_den_SA_SNSSAI6,S5NC_PDUSetupFail_%_num_SA_SNSSAI6,S5ND_AvgAirIfDelay_DL_SA_us_5QI133_SNSSAI6,S5ND_AvgIPLatency_DL_us_5QI133_SNSSAI6,S5ND_AvgRLCDelay_DL_SA_us_5QI133_SNSSAI6,S5ND_AvgRLCDelay_UL_SA_us_5QI133_SNSSAI6,S5ND_AvgUEThpt_SA_Mbps_5QI133_RFSP95_SNSSAI6,S5ND_DLActiveUE_Avg_SNSSAI6,S5ND_DLRLC_SDU_Drop_pmm%_5QI133_SNSSAI6,S5NR_DLPRBUtilization_%_SNSSAI6,S5NU_AvgPDCPDelay_DL_us_Cell_SNSSAI,S5NU_AvgPDCPDelay_DL_us_Cell_5QI133_SNSSAI6,S5NU_AvgPDCPDelay_UL_us_Cell_SNSSAI,S5NU_AvgPDCPDelay_UL_us_Cell_5QI133_SNSSAI6,S5NU_DLPDCP_SDU_DataVolume_MB_5QI133_SNSSAI6,S5NU_ULPDCP_SDU_DataVolume_MB_5QI133_SNSSAI6,RLCDLPKTDISCARDCNTPDCP_5QI133,RLCDLPKTDROPCNTFULLBUF_5QI133,RLCDLPKTRECEIVECNT_5QI133,Sum_DLRLCDataVolume_MB
09/27/2025,07,5GNR,Upstate New York,070,Buffalo,BUFF1_HNRT,0700002,ALLENTOWN-HNRT,0080,80,6.38,3,47,100,46,46,461.91,0.07,1099.47,0.01,0.01,0,0.3,18.28,13.27,438.25,0,3.13,9.5,0.01,5.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,439.24
09/27/2025,07,5GNR,Upstate New York,070,Buffalo,BUFF1_HNRT,0700002,ALLENTOWN-HNRT,0081,81,18.18,4,22,100,21,21,4.4,0.01,5.79,0,0,0,6.36,15.59,7.9,4.09,0,0.5,0.86,0,1.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,4.09
09/27/2025,07,5GNR,Upstate New York,070,Buffalo,BUFF1_HNRT,0700002,AMERICAN_STORAGE-HNRT,0095,95,11.11,1,9,100,14,14,275.07,0.09,93.51,0.01,0.01,0,0.06,17.88,15.97,155.9,0,10.9,36.88,0.03,5.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,1375,75625,75625,NaN,NaN,NaN,0,NaN,NaN,0,NaN,2000,0.01,0.01,0,0,0,158.87
09/27/2025,07,5GNR,Upstate New York,070,Buffalo,BUFF1_HNRT,0700002,AMERICAN_STORAGE-HNRT,0096,96,0,0,7,100,11,11,93.16,0.02,162.74,0,0,0,0.03,18.69,23.25,43.96,0,4.85,20.49,0.01,6.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,44.12
09/27/2025,07,5GNR,Upstate New York,070,Buffalo,BUFF1_HNRT,0700002,AMERICAN_STORAGE-HNRT,0097,97,40,2,5,100,9,9,97.74,0.01,82.59,0,0,0,0.01,18.46,20.92,36.19,0,139.82,195.38,0.04,72.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,36.24
09/27/2025,07,5GNR,Upstate New York,070,Buffalo,BUFF1_HNRT,0700002,ARGYLE_PARK-HNRT,0087,87,0,0,4,100,5,5,13.81,0.01,49.61,0,0,0,0.39,16.84,9.37,5.02,0,0.31,0.58,0,2.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,8.04
09/27/2025,07,5GNR,Upstate New York,070,Buffalo,BUFF1_HNRT,0700002,ARGYLE_PARK-HNRT,0088,88,0,0,1,100,1,1,2.97,0,16.46,0,0,0,0,17.38,17.91,0.85,0,0.16,0.48,0,7.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0.85
09/27/2025,07,5GNR,Upstate New York,070,Buffalo,BUFF1_HNRT,0700002,BAILEY CLINTON-HNRT,0047,47,5,3,60,100,52,51,391.7,0.15,115.74,0.02,0.02,0.01,9.3,16.42,12.1,256,1.92,7.87,15.24,0.02,3.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,260.05
09/27/2025,07,5GNR,Upstate New York,070,Buffalo,BUFF1_HNRT,0700002,BAILEY CLINTON-HNRT,0048,48,8.7,2,23,100,16,16,95.44,0.03,152.87,0,0,0,3.93,16.68,14.29,37.12,0,0.61,3.47,0,4.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,56.24
09/27/2025,07,5GNR,Upstate New York,070,Buffalo,BUFF1_HNRT,0700002,BAILEY CLINTON-HNRT,0049,49,17.81,13,73,100,48,48,162.61,0.07,14.66,0.01,0.01,0.02,16.49,16.17,13.7,31.87,0,3.98,9.58,0.01,2.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,105.35
