DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DUNAME,DU,SECTOR,CARRIER,5GNR_ENDC_Drop%,5GNR_ENDC_Drop_%_num,5GNR_ENDC_Drop_%_den,S5NR_Cell_Availability_%,ErabAddAtt_per_GNB,ErabAddSucc_per_GNB,S5NR_DLMACLayerDataVolume_MB,S5NR_DLPRBUtilization_%,S5NR_DLUserPerceivedTput_Mbps,S5NR_PDCCH_SlotRationBlocking_DL_%,S5NR_PDCCH_SlotRationBlocking_Tot_%,S5NR_PDCCH_SlotRationBlocking_UL_%,S5NR_PUCCH_BLER_%,S5NR_PUCCHAvgSINR_dB,S5NR_PUSCHAvgSINR_dB,S5NR_TotalDLRLCLayerDataVolume_MB,S5NR_TotalERABSetupFailureRate_%,S5NR_TotalULRLCLayerDataVolume_MB,S5NR_ULMACLayerDataVolume_MB,S5NR_ULPRBUtilization_%,S5NR_ULUserPerceivedTput_Mbps,S5NC_DRBDrop_%_SA,S5NC_NRDCAdd_MN_Succ_%_SA,S5NC_NGSetupFailure_%_SA,S5NC_RRCSetupFailure_%_SA,S5NC_EPSFB_IRAT_HO_PrepFailure_%_SA,S5NC_EmergFB_IRAT_HO_Failure_%_SA,S5NC_EPSFB_IRAT_HO_Failure_%_SA,RssiPathAvg_Path0,RssiPathAvg_Path1,RssiPathAvg_Path2,RssiPathAvg_Path3,RssiPathAvg,S5NR_PDCCH_Blocking_Tot_%,S5NC_MaxUENo_SPID125,S5ND_TotalMACDataVolumeDL_MB_SPID125,S5ND_DLUeThru_Mbps_SPID125,S5NC_ERAB_Drop_Rate_FWA_%_num,S5NC_ERAB_Drop_Rate_FWA_%,S5NC_ERABSetupFailureRate%_QCI132,S5NR_TotalERABSetupFailureRate_%_num,S5NR_TotalERABSetupFailureRate_%_den,S5NC_DRBDrop_num_SA,S5NC_DRBDrop_den_SA,S5NC_DRBSetupFail_%_SA,S5NC_DRBSetupFail_num_SA,S5NC_DRBSetupFail_den_SA,S5NR_IntragNBHOFailRate_%,S5NR_IntragNBHOFailRate_den,S5NR_IntragNBHOFailRate_num,S5NR_IntergNBHOFailRate_%,S5NR_IntergNBHOFailRate_den,S5NR_IntergNBHOFailRate_num,S5NR_AvgRRCconnectedUsersPerDU_PerCell,Sum_DLRLCDataVolume_MB
09/27/2025,03,5GNR,Upstate New York,070,Buffalo,ESYR,0709006,MUSIC ART FESTIVAL TEMP 25,3657,45,10,0,0,19,100,21,21,8.71,0.01,NaN,0,0,0.23,0.56,11.63,15.2,8.58,0,0.21,0.28,0.01,0.46,NaN,NaN,0,0,NaN,NaN,NaN,-92.09,-92.09,-92.09,-92.09,-92.09,0,0,0,NaN,0,NaN,NaN,0,21,0,0,0,0,1,0,3,0,0,8,0,0,8.6
09/27/2025,03,5GNR,Upstate New York,070,Buffalo,ESYR,0709006,MUSIC ART FESTIVAL TEMP 25,3657,46,10,2.17,1,46,100,44,44,31.31,0.02,684.4,0,0.01,0.2,2.32,10.74,23.02,29.6,0,2.4,3.68,0.02,2.82,14.29,NaN,0,0,NaN,NaN,NaN,-92.05,-92.05,-92.05,-92.05,-92.05,0.01,0,0,NaN,0,NaN,NaN,0,44,1,7,0,0,8,0,2,0,0,28,0,0.04,31.24
09/27/2025,03,5GNR,Upstate New York,070,Buffalo,ESYR,0709006,MUSIC ART FESTIVAL TEMP 25,3657,46,11,0,0,7,100,6,6,0.09,0,98.3,0,0,0.85,0.96,11.44,21.83,0.08,0,0.03,0.04,0,0.2,0,NaN,0,0,NaN,NaN,NaN,-93.29,-93.37,-93.38,-93.44,-93.41,0,0,0,NaN,0,NaN,NaN,0,6,0,2,0,0,1,0,2,0,0,1,0,0.01,0.08
09/27/2025,03,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,181,10,0.35,2,569,100,470,470,4927.98,4.66,119.29,2.05,1.3,0.03,0.27,7.94,14.49,3417.5,0,153.01,266.63,2.26,2.37,0,NaN,0,0,NaN,NaN,NaN,-90.5,-90.36,-90.59,-90.52,-90.49,0.88,6,388.34,529.55,0,0,0,0,470,0,565,0,0,555,1.37,73,1,NaN,0,0,7.55,3869.26
09/27/2025,03,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,181,11,0,0,104,100,81,81,943.65,0.89,315.33,0.08,0.12,0.24,0.3,8.19,17.27,738.3,0,24.33,50.54,0.56,5.67,0,NaN,0,0,NaN,NaN,NaN,-93.04,-93.02,-93.08,-93.13,-93.12,0.12,1,10.1,NaN,0,0,0,0,81,0,97,0,0,101,0,53,0,NaN,0,0,1.32,1953
09/27/2025,03,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,182,10,0.62,1,162,100,79,79,651.41,0.39,316.6,0.17,0.16,0.13,0.49,8.65,18.71,419.12,0,25.92,61.47,0.39,6.32,0,NaN,0,0.88,NaN,NaN,NaN,-90.25,-90.34,-90.32,-90.31,-90.22,0.17,0,0,NaN,0,NaN,NaN,0,79,0,559,0,0,563,2.67,75,2,0,1,0,1.5,627.3
09/27/2025,03,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,182,11,1.89,1,53,100,23,23,1971.16,1.84,226.85,0.14,0.17,0.43,0.29,8.14,16.2,1967.57,0,13.13,27.33,0.27,17.88,0,NaN,0,0,NaN,NaN,NaN,-92.81,-92.97,-92.88,-92.88,-92.85,0.19,1,1882.06,230.06,0,NaN,NaN,0,23,0,87,0,0,89,2.94,34,1,NaN,0,0,0.58,1974.36
09/27/2025,03,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,183,10,1.14,1,88,100,30,30,1387.58,0.84,150.62,0.09,0.12,0.26,1.21,8.56,18.58,1828.21,0,32.28,50.56,0.36,8.25,0,NaN,0,0.7,NaN,NaN,NaN,-90.71,-90.75,-90.78,-90.89,-90.76,0.13,0,0,NaN,0,NaN,NaN,0,30,0,142,0,0,148,0,64,0,NaN,0,0,0.52,1899.2
09/27/2025,03,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,183,11,4.55,1,22,100,8,8,764.67,0.87,237.11,0.05,0.08,0.86,1.98,8.68,21.39,163.3,0,1.4,18.15,0.11,10.33,0,NaN,0,0,NaN,NaN,NaN,-93.58,-93.76,-93.65,-93.84,-93.77,0.09,0,0,NaN,0,NaN,NaN,0,8,0,38,0,0,38,0,19,0,NaN,0,0,0.05,236.02
09/27/2025,03,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,400_277_HD,2265,64,7,3.92,4,102,100,77,77,1014.53,26.09,6.44,7.3,6.74,1.49,9.41,8.02,10.71,896.26,0,1.89,20.57,0.4,2.85,0.2,NaN,0,0.94,NaN,NaN,NaN,-101.2,-101.13,-101.26,-101.22,-101.2,6.68,1,808.01,6.06,0,0,0,0,77,1,495,0.2,1,511,0,23,0,0,1,0,0.73,1029.13
